,tu_id,gene_id,gene_name,sigma,actual_b10,predicted_b10
1271,ECK120033560,b0660,ybeZ,Sigma32,693479.0,693456
1272,ECK120033561,b1279,yciS,Sigma32,1340123.0,1340229
1273,ECK120033561,b1279,yciS,Sigma70,1340123.0,1340180
1274,ECK120033562,b1321,ycjX,Sigma32,1384060.0,1384060
1275,ECK120033563,b4258,valS,Sigma32,4484283.0,4483848
1276,ECK120033564,b4397,creA,Sigma32,4635232.0,4635466
1277,ECK120033565,b3414,nfuA,Sigma32,3545448.0,3545619
1278,ECK120033566,b3400,hslR,Sigma32,3529097.0,3529292
1279,ECK120033567,b2630,rnlA,Sigma32,2765895.0,2765895
1280,ECK120033568,b0059,rapA,Sigma32,63598.0,63320
1281,ECK120033568,b0059,rapA,Sigma70,63598.0,63331
1282,ECK120033569,b2894,xerD,Sigma32,3039861.0,3039777
1283,ECK120033569,b2894,xerD,Sigma70,3039861.0,3039774
1284,ECK120033570,b0437,clpP,Sigma32,456595.0,456625
1285,ECK120033571,b2954,rdgB,Sigma32,3096610.0,3096610
1286,ECK120033594,b1013,rutR,Sigma70,1074106.0,1074229
1287,ECK120033595,b1500,safA,Sigma70,1584037.0,1584013
1288,ECK120033597,b4172,hfq,Sigma70,4399793.0,4400226
1289,ECK120033602,b4171,miaA,Sigma32,4398971.0,4399246
1290,ECK120033603,b4171,miaA,Sigma70,4399044.0,4399215
1291,ECK120033605,b4172,hfq,Sigma70,4400213.0,4400226
1292,ECK120033740,b0676,nagC,Sigma70,701872.0,701646
1293,ECK120033741,b0676,nagC,Sigma70,702015.0,701646
1294,ECK120033742,b3851,rrsA,Sigma70,4035349.0,4035527
1295,ECK120033743,b4007,rrsE,Sigma70,4207964.0,4208143
1296,ECK120033755,b3339,tufA,Sigma70,3471731.0,3471343
1297,ECK120033765,b4170,mutL,Sigma32,4397036.0,4397382
1298,ECK120033766,b4170,mutL,Sigma70,4397093.0,4397400
1299,ECK120034111,b4365,yjjQ,Sigma70,4603312.0,4603433
1300,ECK120034112,b3175,secG,Sigma70,3322596.0,3322571
1301,ECK120034113,b3175,secG,Sigma70,3322596.0,3322571
1302,ECK120034114,b0623,cspE,Sigma70,657140.0,657289
1303,ECK120034130,b1060,bssS,Sigma70,1121027.0,1121027
1304,ECK120034136,b1421,trg,Sigma28,1492430.0,1492430
1305,ECK120034139,b1676,pykF,Sigma70,1755655.0,1755686
1306,ECK120034139,b1676,pykF,Sigma38,1755655.0,1755693
1307,ECK120034140,b1676,pykF,Sigma38,1755594.0,1755693
1308,ECK120034140,b1676,pykF,Sigma70,1755594.0,1755686
1309,ECK120034142,b1854,pykA,Sigma70,1937489.0,1937648
1310,ECK120034142,b1854,pykA,Sigma38,1937489.0,1937621
1311,ECK120034149,b2388,glk,Sigma70,2509455.0,2509450
1312,ECK120034149,b2388,glk,Sigma38,2509455.0,2509450
1313,ECK120034177,b3919,tpiA,Sigma70,4111576.0,4111577
1314,ECK120034177,b3919,tpiA,Sigma38,4111576.0,4111577
1315,ECK120034535,b1674,ydhY,Sigma38,1754647.0,1754513
1316,ECK120034536,b0864,artP,Sigma38,903820.0,903792
1317,ECK120034537,b0864,artP,Sigma38,903844.0,903792
1318,ECK120034538,b0864,artP,Sigma38,903850.0,903792
1319,ECK120034539,b0707,ybgA,Sigma38,738919.0,738972
1320,ECK120034540,b0238,gpt,Sigma70,255910.0,255910
1321,ECK120034541,b0145,dksA,Sigma70,160665.0,160665
1322,ECK120034931,b4411,ecnB,Sigma38,4376503.0,4376503
1323,ECK120034933,b1649,nemR,Sigma70,1726015.0,1726015
1324,ECK120034934,b0814,ompX,Sigma70,850205.0,850400
1325,ECK120034935,b2911,ssrS,Sigma38,3055751.0,3055959
1326,ECK120034935,b2911,ssrS,Sigma70,3055751.0,3055967
1327,ECK120035084,b3728,pstS,Sigma70,3911576.0,3911576
1328,ECK120035084,b3728,pstS,Sigma38,3911576.0,3911576
1329,ECK120035085,b3728,pstS,Sigma70,3911576.0,3911576
1330,ECK120035085,b3728,pstS,Sigma38,3911576.0,3911576
1331,ECK120035086,b3725,pstB,Sigma70,3908453.0,3908371
1332,ECK120035094,b2428,murQ,Sigma70,2545725.0,2545725
1333,ECK120035094,b2428,murQ,Sigma38,2545725.0,2545744
1334,ECK120035095,b2428,murQ,Sigma70,2545733.0,2545725
1335,ECK120035096,b4611,sibE,Sigma70,3195247.0,3195247
1336,ECK120048890,b0779,uvrB,Sigma70,813487.0,813487
1337,ECK120049200,b1187,fadR,Sigma70,1234898.0,1234898
1338,ECK120049207,b4670,yjeV,Sigma70,4392730.0,4392841
1339,ECK120049208,b4260,pepA,Sigma70,4486117.0,4485967
1340,ECK120049209,b4260,pepA,Sigma70,4486108.0,4485967
1341,ECK120049210,b3512,gadE,Sigma70,3658057.0,3658318
1342,ECK120049211,b3625,waaY,Sigma70,3801145.0,3800980
1343,ECK120051388,b0605,ahpC,Sigma70,638688.0,638874
1344,ECK120051389,b1164,ycgZ,Sigma38,1215745.0,1215745
1345,ECK120051389,b1164,ycgZ,Sigma70,1215745.0,1215760
1346,ECK120051398,b4685,yrbN,Sigma70,3308090.0,3307954
1347,ECK125095213,b3512,gadE,Sigma70,3657793.0,3658318
1348,ECK125095419,b4326,iraD,Sigma70,4556569.0,4556936
1349,ECK125095420,b4663,azuC,Sigma70,1988008.0,1988008
1350,ECK125095421,b4671,ykgR,Sigma70,313288.0,313315
1351,ECK125095422,b4255,rraB,Sigma70,4478373.0,4478446
1352,ECK125095423,b4441,glmY,Sigma70,2691348.0,2691396
1353,ECK125095425,b3476,nikA,Sigma54,3613426.0,3613598
1354,ECK125095426,b0473,htpG,Sigma54,494804.0,495113
1355,ECK125095427,b1892,flhD,Sigma54,1978590.0,1978256
1356,ECK125095428,b3022,mqsR,Sigma70,3168569.0,3168563
1357,ECK125095429,b2866,xdhA,Sigma54,3000252.0,3000324
1358,ECK125095456,b1824,yobF,Sigma70,1907801.0,1907638
1359,ECK125095457,b0319,yahE,Sigma54,335726.0,335883
1360,ECK125095458,b4067,actP,Sigma54,4284948.0,4284948
1361,ECK125095459,b3902,rhaD,Sigma54,4094398.0,4094346
1362,ECK125095460,b2470,acrD,Sigma54,2587537.0,2587537
1363,ECK125108716,b4698,mgrR,Sigma70,1622921.0,1622946
1364,ECK125109025,b1760,ynjH,Sigma28,1842195.0,1842152
1365,ECK125109026,b4109,crfC,Sigma28,4327072.0,4327072
1366,ECK125109027,b0154,hemL,Sigma28,174909.0,174909
1367,ECK125109028,b0154,hemL,Sigma28,174948.0,174909
1368,ECK125109038,b0250,ykfB,Sigma28,266165.0,266099
1369,ECK125109039,b0250,ykfB,Sigma28,266234.0,266099
1370,ECK125109147,b2631,rnlB,Sigma70,2766853.0,2766918
1371,ECK125109839,b3916,pfkA,Sigma70,4107512.0,4107506
1372,ECK125109839,b3916,pfkA,Sigma38,4107512.0,4107539
1373,ECK125109844,b2779,eno,Sigma70,2907973.0,2907998
1374,ECK125109844,b2779,eno,Sigma38,2907973.0,2907962
1375,ECK125109845,b2779,eno,Sigma70,2908159.0,2907998
1376,ECK125109845,b2779,eno,Sigma38,2908159.0,2907962
1377,ECK125109849,b4367,fhuF,Sigma70,4605760.0,4605699
1378,ECK125109850,b2217,rcsB,Sigma70,2315968.0,2316176
1379,ECK125109872,b0755,gpmA,Sigma70,787677.0,787637
1380,ECK125109872,b0755,gpmA,Sigma38,787677.0,787625
1381,ECK125122029,b1259,yciG,Sigma38,1316099.0,1316099
1382,ECK125122030,b1257,yciE,Sigma70,1315403.0,1315237
1383,ECK125122031,b0143,pcnB,Sigma38,159397.0,159178
1384,ECK125134699,b2911,ssrS,Sigma70,3055967.0,3055967
1385,ECK125134700,b2911,ssrS,Sigma38,3055751.0,3055959
1386,ECK125134700,b2911,ssrS,Sigma70,3055751.0,3055967
1387,ECK125134702,b2687,luxS,Sigma38,2815073.0,2814753
1388,ECK125134705,b3429,glgA,Sigma70,3568399.0,3568043
1389,ECK125134708,b3727,pstC,Sigma70,3910552.0,3910399
1390,ECK125134708,b3727,pstC,Sigma38,3910552.0,3910452
1391,ECK125134710,b3725,pstB,Sigma70,3908561.0,3908371
1392,ECK125134710,b3725,pstB,Sigma38,3908561.0,3908414
1393,ECK125134712,b3724,phoU,Sigma70,3907672.0,3907648
1394,ECK125134714,b1521,uxaB,Sigma70,1610730.0,1610740
1395,ECK125134719,b1160,iraM,Sigma70,1212125.0,1212072
1396,ECK125135003,b3339,tufA,Sigma70,3471590.0,3471343
1397,ECK125135005,b3196,yrbG,Sigma70,3340199.0,3340205
1398,ECK125135006,b3198,kdsC,Sigma70,3342008.0,3342228
1399,ECK125135007,b3198,kdsC,Sigma70,3341711.0,3342228
1400,ECK125135008,b3200,lptA,Sigma70,3343287.0,3343379
1401,ECK125135009,b4026,yjbE,Sigma70,4235865.0,4235846
1402,ECK125135010,b4704,arrS,Sigma70,3658055.0,3658055
1403,ECK125135010,b4704,arrS,Sigma38,3658055.0,3658061
1404,ECK125135012,b1000,cbpA,Sigma38,1063835.0,1063835
1405,ECK125135064,b0346,mhpR,Sigma70,368542.0,368485
1406,ECK125135560,b1112,bhsA,Sigma70,1169012.0,1169012
1407,ECK125135568,b1129,phoQ,Sigma24,1189947.0,1189790
1408,ECK125135647,b1378,pfo,Sigma38,1440852.0,1440852
1409,ECK125135682,b1498,ydeN,Sigma70,1582562.0,1582562
1410,ECK125135688,b1536,ydeI,Sigma70,1624565.0,1624565
1411,ECK125135744,b1778,msrB,Sigma70,1862472.0,1862472
1412,ECK125135788,b1916,sdiA,Sigma70,1996902.0,1996902
1413,ECK125136335,b1284,yciT,Sigma38,1344517.0,1344375
1414,ECK125136336,b2446,yffO,Sigma38,2562045.0,2562059
1415,ECK125136337,b1901,araF,Sigma38,1986161.0,1986185
1416,ECK125136338,b2501,ppk,Sigma38,2622971.0,2623001
1417,ECK125136339,b0564,appY,Sigma38,583650.0,583649
1418,ECK125136340,b3612,gpmM,Sigma38,3785179.0,3785200
1419,ECK125136341,b2696,csrA,Sigma70,2819378.0,2819203
1420,ECK125136341,b2696,csrA,Sigma38,2819378.0,2819162
1421,ECK125136343,b2696,csrA,Sigma70,2819196.0,2819203
1422,ECK125138146,b2696,csrA,Sigma70,2819378.0,2819203
1423,ECK125140764,b4705,mntS,Sigma70,853072.0,853072
1424,ECK125140825,b1412,azoR,Sigma70,1482911.0,1482911
1425,ECK125140826,b1488,ddpX,Sigma38,1563208.0,1563098
1426,ECK125140827,b1488,ddpX,Sigma38,1563256.0,1563098
1427,ECK125140828,b1916,sdiA,Sigma70,1996925.0,1996902
1428,ECK125140829,b1916,sdiA,Sigma70,1996872.0,1996902
1429,ECK125140833,b4019,metH,Sigma70,4223499.0,4223781
1430,ECK125140835,b1981,shiA,Sigma70,2053559.0,2053621
1431,ECK125142005,b1611,fumC,Sigma70,1686660.0,1686610
1432,ECK125145760,b4707,esrE,Sigma70,4019972.0,4019945
1433,ECK125145761,b0001,thrL,Sigma70,143.0,134
1434,ECK125145762,b4354,yjiY,Sigma38,4591374.0,4591302
1435,ECK125145763,b3547,yhjX,Sigma70,3712052.0,3712067
1436,ECK125145765,b0145,dksA,Sigma70,160759.0,160665
1437,ECK125146693,b1612,fumA,Sigma70,1688449.0,1688449
1438,ECK125158011,b1163,bluF,Sigma70,1215511.0,1215544
1439,ECK125158012,b2621,ssrA,Sigma70,2755578.0,2755578
1440,ECK125158014,b0075,leuL,Sigma70,83743.0,83742
1441,ECK125158015,b0726,sucA,Sigma38,758576.0,758663
1442,ECK125158016,b1265,trpL,Sigma70,1323115.0,1323156
1443,ECK125158018,b3437,gntK,Sigma70,3577650.0,3577623
1444,ECK125158019,b3672,ivbL,Sigma70,3853034.0,3853021
1445,ECK125158020,b3707,tnaC,Sigma70,3888402.0,3888402
1446,ECK125158022,b3766,ilvL,Sigma70,3950211.0,3950261
1447,ECK125158023,b3766,ilvL,Sigma70,3950282.0,3950261
1448,ECK125160639,b0172,frr,Sigma70,192807.0,192807
1449,ECK125160643,b1000,cbpA,Sigma70,1064045.0,1063835
1450,ECK125160643,b1000,cbpA,Sigma38,1064045.0,1063835
1451,ECK125160644,b1000,cbpA,Sigma70,1063933.0,1063835
1452,ECK125160645,b1649,nemR,Sigma70,1726015.0,1726015
1453,ECK125160780,b1440,ydcS,Sigma38,1511592.0,1511589
1454,ECK125162169,b3225,nanA,Sigma70,3373627.0,3373618
1455,ECK125162172,b1384,feaR,Sigma70,1447357.0,1447310
1456,ECK125162173,b1384,feaR,Sigma70,1447315.0,1447310
1457,ECK125162174,b1384,feaR,Sigma70,1447401.0,1447310
1458,ECK125162175,b1385,feaB,Sigma70,1447364.0,1447485
1459,ECK125162176,b1386,tynA,Sigma70,1451418.0,1451416
1460,ECK125162177,b2879,ssnA,Sigma70,3018946.0,3019092
1461,ECK125165379,b2479,gcvR,Sigma70,2599800.0,2599866
1462,ECK125165380,b3234,degQ,Sigma70,3380691.0,3380691
1463,ECK125165381,b3235,degS,Sigma70,3382166.0,3382166
1464,ECK125165388,b2841,araE,Sigma70,2982217.0,2982217
1465,ECK125165932,b1279,yciS,Sigma70,1340180.0,1340180
1466,ECK125165935,b0759,galE,Sigma70,792093.0,792075
1467,ECK125165935,b0759,galE,Sigma38,792093.0,792093
1468,ECK125165936,b0759,galE,Sigma70,792093.0,792075
1469,ECK125165937,b0759,galE,Sigma70,792093.0,792075
1470,ECK125165937,b0759,galE,Sigma38,792093.0,792093
1471,ECK125165938,b0759,galE,Sigma70,792093.0,792075
1472,ECK125165939,b0759,galE,Sigma70,792093.0,792075
1473,ECK125165939,b0759,galE,Sigma38,792093.0,792093
1474,ECK125165940,b0759,galE,Sigma70,792093.0,792075
1475,ECK125203402,b2114,metG,Sigma70,2193748.0,2194263
1476,ECK125203403,b3611,yibN,Sigma70,3785200.0,3785062
1477,ECK125203405,b0131,panD,Sigma70,146761.0,146705
1478,ECK125203409,b0434,yajG,Sigma70,454216.0,454216
1479,ECK125230242,b2828,lgt,Sigma70,2966124.0,2966056
1480,ECK125230243,b2827,thyA,Sigma70,2965258.0,2965205
1481,ECK125230246,b1916,sdiA,Sigma70,1996916.0,1996902
1482,ECK125230247,b3186,rplU,Sigma70,3333524.0,3333510
1483,ECK125240997,b2573,rpoE,Sigma70,2710400.0,2710065
1484,ECK125241000,b2573,rpoE,Sigma70,2710346.0,2710065
1485,ECK125241000,b2573,rpoE,Sigma54,2710346.0,2710072
1486,ECK125241003,b2573,rpoE,Sigma38,2710237.0,2710065
1487,ECK125241006,b2573,rpoE,Sigma70,2710173.0,2710065
1488,ECK125257181,b0883,serW,Sigma70,926049.0,926015
1489,ECK125285344,b1693,aroD,Sigma70,1774566.0,1774628
