TF name,TF-bs left end,TF-bs right end,strand,Evidence confidence level
Lrp,2308876,2308887,reverse,Weak
Lrp,2308940,2308951,reverse,Weak
Lrp,2309048,2309059,reverse,Weak
Lrp,2312738,2312752,reverse,Strong
Lrp,2312738,2312752,reverse,Strong
Lrp,2312738,2312752,reverse,Strong
Lrp,2312759,2312773,reverse,Strong
Lrp,2312759,2312773,reverse,Strong
Lrp,2312761,2312772,reverse,Strong
Lrp,2312822,2312836,reverse,Strong
Lrp,2312822,2312836,reverse,Strong
Lrp,2312822,2312836,reverse,Strong
Lrp,2312852,2312866,reverse,Strong
Lrp,2312852,2312866,reverse,Strong
Lrp,2312853,2312867,reverse,Strong
Lrp,2313031,2313045,reverse,Strong
Lrp,2313031,2313045,reverse,Strong
Lrp,2313103,2313117,reverse,Strong
Lrp,2313103,2313117,reverse,Strong
Lrp,2313103,2313117,forward,Strong
Lrp,2313103,2313117,reverse,Strong
Lrp,2313134,2313148,reverse,Strong
Lrp,2313134,2313148,reverse,Strong
Lrp,2313134,2313148,forward,Strong
Lrp,2313134,2313148,reverse,Strong
Lrp,2313163,2313177,reverse,Strong
Lrp,2313163,2313177,reverse,Strong
Lrp,2313163,2313177,forward,Strong
Lrp,2313163,2313177,reverse,Strong
Lrp,2313199,2313213,reverse,Strong
Lrp,2313199,2313213,reverse,Strong
Lrp,2313199,2313213,reverse,Strong
Lrp,2313199,2313210,forward,Strong
Lrp,2798636,2798650,reverse,Strong
Lrp,2799019,2799034,reverse,Strong
Lrp,2799019,2799034,forward,Strong
Lrp,2799068,2799083,reverse,Strong
Lrp,2799068,2799083,forward,Strong
Lrp,3050926,3050940,reverse,Strong
Lrp,3068873,3068889,reverse,Strong
Lrp,3068894,3068910,reverse,Strong
Lrp,3068918,3068934,reverse,Strong
Lrp,3354256,3354270,forward,Strong
Lrp,3354287,3354301,forward,Strong
Lrp,3354350,3354364,forward,Strong
Lrp,3354394,3354409,forward,Weak
Lrp,3599883,3599894,reverse,Strong
Lrp,3656802,3656817,reverse,Weak
Lrp,3656839,3656854,reverse,Weak
Lrp,3656848,3656863,reverse,Weak
Lrp,3656881,3656896,reverse,Weak
Lrp,3656900,3656915,reverse,Weak
Lrp,3656943,3656958,reverse,Weak
Lrp,3792636,3792650,reverse,Strong
Lrp,3792647,3792661,reverse,Weak
Lrp,3950451,3950462,forward,Strong
Lrp,3950451,3950462,forward,Strong
Lrp,3950482,3950496,forward,Strong
Lrp,3950482,3950496,forward,Strong
Lrp,3950514,3950528,forward,Strong
Lrp,3950514,3950528,forward,Strong
Lrp,4035160,4035171,forward,Weak
Lrp,4035180,4035191,forward,Strong
Lrp,4166308,4166319,forward,Strong
Lrp,4166435,4166446,forward,Strong
Lrp,4166629,4166640,forward,Strong
Lrp,4354856,4354870,reverse,Strong
Lrp,4470995,4471009,reverse,Strong
Lrp,4542859,4542873,forward,Strong
Lrp,4542890,4542904,forward,Strong
Lrp,4542921,4542935,forward,Strong
Lrp,4610960,4610974,forward,Strong
Lrp,4610997,4611011,forward,Strong
LsrR,1601261,1601290,reverse,Strong
LsrR,1601456,1601485,forward,Strong
MalI,1699210,1699227,reverse,Strong
MalI,1699288,1699305,forward,Strong
MalT,422417,422426,forward,Weak
MalT,422430,422439,forward,Weak
MalT,422453,422462,forward,Weak
MalT,3552543,3552553,reverse,Strong
MalT,3552566,3552576,reverse,Strong
MalT,3552579,3552589,reverse,Strong
MalT,3552601,3552611,reverse,Strong
MalT,3737391,3737400,forward,Weak
MalT,3737404,3737413,forward,Weak
MalT,3737428,3737437,forward,Weak
MalT,4246501,4246510,reverse,Strong
MalT,4246501,4246510,forward,Strong
MalT,4246511,4246520,reverse,Strong
MalT,4246511,4246520,forward,Strong
MalT,4246657,4246666,reverse,Strong
MalT,4246657,4246666,forward,Strong
MalT,4246667,4246676,reverse,Strong
MalT,4246667,4246676,forward,Strong
MalT,4246691,4246700,reverse,Strong
MalT,4246691,4246700,forward,Strong
MarA,366366,366381,reverse,Strong
MarA,468277,468296,forward,Weak
MarA,485761,485780,reverse,Strong
MarA,605487,605507,reverse,Strong
MarA,794701,794720,forward,Weak
MarA,890842,890861,forward,Strong
MarA,911127,911146,reverse,Weak
MarA,1011614,1011633,forward,Strong
MarA,1335720,1335740,forward,Strong
MarA,1488019,1488038,forward,Weak
MarA,1523176,1523196,forward,Weak
MarA,1619022,1619041,forward,Strong
MarA,1686746,1686765,reverse,Strong
MarA,1936420,1936439,reverse,Strong
MarA,2250758,2250777,forward,Weak
MarA,2313034,2313053,forward,Strong
MarA,2349531,2349550,reverse,Strong
MarA,2634148,2634163,forward,Strong
MarA,3178012,3178032,forward,Weak
MarA,3178012,3178032,forward,Weak
MarA,3340155,3340170,reverse,Strong
MarA,3653964,3653983,forward,Weak
MarA,3656820,3656839,reverse,Strong
MarA,3801169,3801188,reverse,Weak
MarA,4100709,4100728,forward,Strong
MarA,4114548,4114567,reverse,Strong
MarA,4404611,4404630,forward,Strong
MarA,4635363,4635382,reverse,Strong
MarR,1619064,1619085,forward,Confirmed
MarR,1619098,1619119,forward,Confirmed
MazE,2911363,2911388,reverse,Strong
MazE,2911363,2911388,reverse,Strong
MazE,2911376,2911403,reverse,Strong
MazE,2911376,2911403,reverse,Strong
MazE-MazF,2911362,2911389,reverse,Strong
MazE-MazF,2911362,2911389,reverse,Strong
MazE-MazF,2911376,2911403,reverse,Strong
MazE-MazF,2911376,2911403,reverse,Strong
McbR,1316149,1316170,reverse,Strong
McbR,1316149,1316170,reverse,Strong
McbR,1316170,1316191,reverse,Strong
McbR,1316170,1316191,reverse,Strong
MelR,4341640,4341657,reverse,Strong
MelR,4341640,4341657,forward,Strong
MelR,4341758,4341775,reverse,Strong
MelR,4341758,4341775,forward,Strong
MelR,4341778,4341795,reverse,Strong
MelR,4341778,4341795,forward,Strong
MelR,4341816,4341833,reverse,Strong
MelR,4341816,4341833,forward,Strong
MelR,4341816,4341833,forward,Strong
MelR,4341836,4341853,reverse,Strong
MelR,4341836,4341853,forward,Strong
MetJ,222724,222739,reverse,Weak
MetJ,222732,222747,reverse,Weak
MetJ,638930,638945,forward,Weak
MetJ,638940,638955,forward,Weak
MetJ,2243792,2243807,reverse,Strong
MetJ,2243800,2243815,reverse,Strong
MetJ,2243808,2243823,reverse,Strong
MetJ,2243816,2243831,reverse,Strong
MetJ,3086555,3086570,forward,Weak
MetJ,3086567,3086582,forward,Weak
MetJ,4012877,4012892,forward,Strong
MetJ,4012877,4012892,reverse,Strong
MetJ,4012877,4012892,reverse,Strong
MetJ,4012992,4013007,forward,Strong
MetJ,4012992,4013007,reverse,Strong
MetJ,4012992,4013007,reverse,Strong
MetJ,4128572,4128587,forward,Weak
MetJ,4128580,4128595,forward,Weak
MetJ,4128582,4128597,forward,Weak
MetJ,4128588,4128603,forward,Weak
MetJ,4128590,4128605,forward,Weak
MetJ,4128598,4128613,forward,Weak
MetJ,4132530,4132545,forward,Strong
MetJ,4132539,4132554,forward,Weak
MetJ,4132542,4132557,forward,Strong
MetJ,4132545,4132560,forward,Weak
MetJ,4132547,4132562,forward,Weak
MetJ,4132555,4132570,forward,Weak
MetJ,4132558,4132573,forward,Strong
MetJ,4214229,4214244,forward,Strong
MetJ,4214245,4214260,forward,Strong
MetR,2685688,2685702,reverse,Strong
MetR,2685710,2685724,forward,Strong
MetR,2685710,2685724,reverse,Strong
MetR,2685710,2685724,reverse,Strong
MetR,4012815,4012829,forward,Strong
MetR,4012815,4012829,reverse,Strong
MetR,4012815,4012829,reverse,Strong
MetR,4012836,4012850,forward,Strong
MetR,4012836,4012850,reverse,Strong
MetR,4012836,4012850,reverse,Strong
MetR,4223719,4223733,forward,Weak
MhpR,368454,368468,forward,Strong
Mlc,1157580,1157602,forward,Strong
Mlc,1157749,1157771,forward,Strong
Mlc,1668577,1668599,reverse,Weak
Mlc,1668577,1668599,reverse,Weak
Mlc,1901843,1901865,forward,Weak
Mlc,1901909,1901931,forward,Weak
Mlc,2533502,2533524,forward,Strong
Mlc,3553024,3553046,forward,Weak
MlrA,1103457,1103491,reverse,Strong
MlrA,3333585,3333619,reverse,Strong
MlrA,3333585,3333619,reverse,Strong
MlrA,3336987,3337021,reverse,Strong
MlrA,4362148,4362182,reverse,Strong
MngR,765890,765911,reverse,Strong
MngR,765890,765911,forward,Strong
MngR,765934,765955,reverse,Strong
MngR,765934,765955,forward,Strong
MntR,848957,848978,reverse,Weak
MntR,853054,853075,reverse,Weak
MntR,853073,853094,reverse,Weak
MntR,1905265,1905286,forward,Weak
MntR,1905305,1905326,forward,Weak
MntR,2512719,2512740,reverse,Strong
ModE,795046,795069,forward,Strong
ModE,816845,816868,forward,Strong
ModE,940861,940884,forward,Strong
ModE,1277907,1277930,reverse,Strong
ModE,2303696,2303719,reverse,Strong
ModE,2303696,2303719,reverse,Strong
ModE,2850641,2850664,reverse,Strong
ModE,4617231,4617254,forward,Strong
MprA,485704,485724,reverse,Weak
MprA,577021,577041,reverse,Weak
MprA,2810727,2810747,forward,Strong
MqsA,922567,922585,reverse,Strong
MqsA,922800,922818,reverse,Strong
MqsA,1103421,1103434,reverse,Strong
MqsA,2868258,2868273,reverse,Strong
MqsA,3168573,3168587,reverse,Strong
MqsA,3168605,3168619,reverse,Strong
MraZ,89591,89595,forward,Strong
MraZ,89601,89605,forward,Strong
MraZ,89611,89615,forward,Strong
MraZ,3926504,3926508,reverse,Strong
MraZ,3926517,3926521,reverse,Strong
MraZ,3926527,3926531,reverse,Strong
MurR,2545682,2545697,forward,Strong
MurR,2545682,2545697,forward,Strong
MurR,2545714,2545729,forward,Strong
MurR,2545714,2545729,forward,Strong
MurR,2545911,2545925,reverse,Weak
MurR,2545911,2545925,reverse,Weak
Nac,354819,354833,forward,Strong
Nac,1447334,1447348,reverse,Weak
Nac,1511541,1511555,forward,Strong
Nac,1842220,1842234,forward,Weak
Nac,1842276,1842290,forward,Weak
Nac,1842325,1842339,forward,Weak
Nac,1842345,1842359,forward,Weak
Nac,2062046,2062060,reverse,Strong
Nac,2791121,2791135,forward,Weak
Nac,3058468,3058482,reverse,Weak
Nac,3058479,3058493,reverse,Weak
Nac,3927009,3927023,reverse,Weak
Nac,3927009,3927023,reverse,Weak
Nac,3927009,3927023,reverse,Weak
Nac,3927031,3927045,reverse,Weak
Nac,3927031,3927045,reverse,Weak
Nac,3927031,3927045,reverse,Weak
Nac,3927088,3927102,reverse,Weak
Nac,3927088,3927102,reverse,Weak
Nac,3927088,3927102,reverse,Weak
NadR,781995,782012,forward,Weak
NadR,990386,990403,reverse,Weak
NadR,2710396,2710413,forward,Strong
NagC,703704,703726,reverse,Strong
NagC,703704,703726,forward,Strong
NagC,703798,703820,reverse,Strong
NagC,703798,703820,forward,Strong
NagC,707980,708004,forward,Strong
NagC,708203,708225,forward,Strong
NagC,1121512,1121534,reverse,Weak
NagC,1582559,1582581,reverse,Weak
NagC,1582683,1582705,reverse,Weak
NagC,1586681,1586703,reverse,Weak
NagC,1821715,1821737,reverse,Strong
NagC,1821827,1821849,reverse,Strong
NagC,1901842,1901864,forward,Weak
NagC,1901925,1901947,forward,Weak
NagC,2533502,2533524,forward,Weak
NagC,2533502,2533524,forward,Weak
NagC,2533502,2533524,forward,Weak
NagC,3088245,3088267,forward,Strong
NagC,3539918,3539940,forward,Weak
NagC,3915258,3915280,reverse,Strong
NagC,3915258,3915280,reverse,Strong
NagC,3915411,3915433,reverse,Strong
NagC,3915411,3915433,reverse,Strong
NagC,4539982,4540004,reverse,Strong
NagC,4539982,4540004,reverse,Strong
NagC,4539982,4540004,forward,Strong
NagC,4540194,4540216,reverse,Strong
NagC,4540194,4540216,reverse,Strong
NagC,4540194,4540216,forward,Strong
NagC,4635467,4635489,forward,Weak
NanR,3373612,3373617,reverse,Strong
NanR,3373612,3373617,reverse,Strong
NanR,3373620,3373625,reverse,Strong
NanR,3373620,3373625,reverse,Strong
NanR,3373629,3373634,reverse,Strong
NanR,3373629,3373634,reverse,Strong
NanR,4503624,4503629,forward,Strong
NanR,4503633,4503638,forward,Strong
NanR,4503641,4503646,forward,Strong
NanR,4539920,4539925,reverse,Confirmed
NanR,4539920,4539925,reverse,Confirmed
NanR,4539920,4539925,forward,Confirmed
NanR,4539928,4539933,reverse,Confirmed
NanR,4539928,4539933,reverse,Confirmed
NanR,4539928,4539933,forward,Confirmed
NanR,4539937,4539942,reverse,Confirmed
NanR,4539937,4539942,reverse,Confirmed
NanR,4539937,4539942,forward,Confirmed
NarL,652000,652007,forward,Weak
NarL,652000,652007,reverse,Weak
NarL,652193,652200,forward,Weak
NarL,866495,866510,reverse,Weak
NarL,866563,866578,reverse,Weak
NarL,913937,913952,reverse,Strong
NarL,913937,913952,reverse,Strong
NarL,913946,913961,reverse,Strong
NarL,913946,913961,reverse,Strong
NarL,931103,931118,reverse,Weak
NarL,931149,931164,reverse,Weak
NarL,940788,940803,forward,Strong
NarL,940808,940823,forward,Strong
NarL,940829,940844,forward,Strong
NarL,954505,954520,reverse,Strong
NarL,954505,954520,reverse,Strong
NarL,954522,954537,reverse,Strong
NarL,954522,954537,reverse,Strong
NarL,954586,954601,reverse,Strong
NarL,954586,954601,reverse,Strong
NarL,954637,954652,reverse,Strong
NarL,954637,954652,reverse,Strong
NarL,954711,954726,reverse,Strong
NarL,954711,954726,reverse,Strong
NarL,954720,954735,reverse,Strong
NarL,954720,954735,reverse,Strong
NarL,954738,954753,reverse,Strong
NarL,954738,954753,reverse,Strong
NarL,954755,954770,reverse,Strong
NarL,954755,954770,reverse,Strong
NarL,954771,954786,reverse,Strong
NarL,954771,954786,reverse,Strong
NarL,954831,954846,reverse,Strong
NarL,954831,954846,reverse,Strong
NarL,954833,954848,reverse,Strong
NarL,954833,954848,reverse,Strong
NarL,1031966,1031981,forward,Weak
NarL,1031982,1031997,forward,Weak
NarL,1277710,1277725,forward,Strong
NarL,1277730,1277745,forward,Strong
NarL,1277747,1277762,forward,Strong
NarL,1277764,1277779,forward,Strong
NarL,1277770,1277785,forward,Strong
NarL,1277821,1277836,forward,Strong
NarL,1277826,1277841,forward,Strong
NarL,1277834,1277849,forward,Strong
NarL,1277844,1277859,forward,Strong
NarL,1277857,1277872,forward,Strong
NarL,1279591,1279606,forward,Strong
NarL,1279604,1279619,forward,Strong
NarL,1279614,1279629,forward,Strong
NarL,1279698,1279713,forward,Strong
NarL,1279710,1279725,forward,Strong
NarL,1279720,1279735,forward,Strong
NarL,1279728,1279743,forward,Strong
NarL,1279742,1279757,forward,Strong
NarL,1298316,1298331,reverse,Weak
NarL,1298316,1298331,reverse,Weak
NarL,1298325,1298340,reverse,Weak
NarL,1298325,1298340,reverse,Weak
NarL,1313965,1313981,forward,Strong
NarL,1400317,1400332,reverse,Strong
NarL,1400326,1400341,reverse,Strong
NarL,1400350,1400365,reverse,Strong
NarL,1400359,1400374,reverse,Strong
NarL,1547240,1547255,forward,Strong
NarL,1547255,1547270,forward,Strong
NarL,1547264,1547279,forward,Strong
NarL,1547287,1547302,forward,Strong
NarL,1657972,1657987,forward,Strong
NarL,1657981,1657996,forward,Strong
NarL,1754620,1754635,reverse,Strong
NarL,1754629,1754644,reverse,Strong
NarL,1754650,1754665,reverse,Strong
NarL,1754676,1754691,reverse,Weak
NarL,1880025,1880040,reverse,Strong
NarL,1880034,1880049,reverse,Strong
NarL,2303606,2303621,reverse,Strong
NarL,2303606,2303621,reverse,Strong
NarL,2303615,2303630,reverse,Strong
NarL,2303615,2303630,reverse,Strong
NarL,2405276,2405291,reverse,Weak
NarL,2832353,2832368,forward,Weak
NarL,2832362,2832377,forward,Weak
NarL,3146335,3146350,reverse,Weak
NarL,3146406,3146421,reverse,Weak
NarL,3146431,3146446,reverse,Weak
NarL,3493905,3493920,forward,Strong
NarL,3493914,3493929,forward,Strong
NarL,4287584,4287599,forward,Strong
NarL,4287593,4287608,forward,Strong
NarL,4287613,4287628,forward,Strong
NarL,4287613,4287628,forward,Strong
NarL,4287641,4287656,forward,Strong
NarL,4348714,4348729,reverse,Weak
NarL,4348733,4348748,reverse,Weak
NarL,4348738,4348753,reverse,Weak
NarL,4348755,4348770,reverse,Weak
NarL,4348801,4348816,reverse,Weak
NarL,4348865,4348880,reverse,Weak
NarL,4351708,4351723,reverse,Strong
NarL,4351717,4351732,reverse,Strong
NarL,4368491,4368506,reverse,Strong
NarL,4368491,4368506,reverse,Strong
NarL,4368500,4368515,reverse,Strong
NarL,4368500,4368515,reverse,Strong
NarL,4368536,4368551,reverse,Strong
NarL,4368536,4368551,reverse,Strong
NarL,4382391,4382406,reverse,Strong
NarL,4382399,4382414,reverse,Strong
NarL,4382408,4382423,reverse,Strong
NarL,4382416,4382431,reverse,Strong
NarL,4382430,4382445,reverse,Strong
NarL,4432042,4432057,reverse,Weak
NarL,4432051,4432066,reverse,Weak
NarP,913937,913952,reverse,Weak
NarP,913937,913952,reverse,Weak
NarP,913946,913961,reverse,Weak
NarP,913946,913961,reverse,Weak
NarP,1031966,1031981,forward,Weak
NarP,1031982,1031997,forward,Weak
NarP,1547255,1547270,forward,Strong
NarP,1547264,1547279,forward,Strong
NarP,1754625,1754632,reverse,Strong
NarP,1754634,1754641,reverse,Strong
NarP,1880025,1880040,reverse,Weak
NarP,1880034,1880049,reverse,Weak
NarP,2303606,2303621,reverse,Strong
NarP,2303606,2303621,reverse,Strong
NarP,2303615,2303630,reverse,Strong
NarP,2303615,2303630,reverse,Strong
NarP,2832353,2832368,forward,Weak
NarP,2832362,2832377,forward,Weak
NarP,3493905,3493920,forward,Strong
NarP,3493914,3493929,forward,Strong
NarP,4287584,4287599,forward,Strong
NarP,4287593,4287608,forward,Strong
NarP,4432042,4432057,reverse,Weak
NarP,4432051,4432066,reverse,Weak
NemR,1725993,1726009,forward,Strong
NemR,1725993,1726009,forward,Strong
NfeR,3216512,3216531,reverse,Strong
NfeR,3216731,3216762,forward,Strong
NhaR,17384,17400,forward,Strong
NhaR,17406,17422,forward,Strong
NhaR,17416,17432,forward,Strong
NhaR,17447,17464,forward,Strong
NhaR,1092556,1092572,reverse,Strong
NhaR,1092578,1092594,reverse,Strong
NhaR,1556546,1556563,forward,Strong
NikR,3613602,3613630,forward,Strong
NimR,1875574,1875595,forward,Strong
NimR,1875574,1875595,reverse,Strong
NimR,1875623,1875637,reverse,Strong
NimR,1875623,1875637,forward,Strong
NimR,1875649,1875667,forward,Strong
NimR,1875649,1875667,reverse,Strong
NorR,2832301,2832313,forward,Strong
NorR,2832301,2832313,reverse,Strong
NorR,2832322,2832334,forward,Strong
NorR,2832322,2832334,reverse,Strong
NorR,2832346,2832358,forward,Strong
NorR,2832346,2832358,reverse,Strong
NrdR,2344740,2344755,forward,Strong
NrdR,2344772,2344787,forward,Strong
NrdR,2800603,2800618,forward,Strong
NrdR,2800634,2800649,forward,Strong
NrdR,4462822,4462837,reverse,Strong
NrdR,4462853,4462868,reverse,Strong
NsrR,122883,122894,forward,Weak
NsrR,229082,229093,forward,Weak
NsrR,229156,229167,forward,Weak
NsrR,374897,374908,forward,Weak
NsrR,913831,913849,reverse,Strong
NsrR,913831,913849,reverse,Strong
NsrR,932374,932385,forward,Weak
NsrR,1165992,1166003,forward,Weak
NsrR,1447303,1447314,reverse,Weak
NsrR,1447303,1447314,forward,Weak
NsrR,1475099,1475110,forward,Weak
NsrR,1500526,1500544,forward,Weak
NsrR,1500558,1500569,forward,Weak
NsrR,1734170,1734181,reverse,Weak
NsrR,1734291,1734302,forward,Weak
NsrR,1735281,1735292,forward,Weak
NsrR,1764419,1764430,reverse,Weak
NsrR,1764481,1764492,reverse,Weak
NsrR,1802649,1802660,reverse,Weak
NsrR,1802649,1802660,reverse,Weak
NsrR,1865715,1865726,reverse,Weak
NsrR,1880017,1880035,reverse,Weak
NsrR,2001808,2001819,reverse,Weak
NsrR,2001808,2001819,reverse,Strong
NsrR,2002021,2002032,reverse,Weak
NsrR,2002021,2002032,reverse,Weak
NsrR,2231822,2231833,forward,Weak
NsrR,2477728,2477739,reverse,Weak
NsrR,2685754,2685765,forward,Weak
NsrR,2685789,2685807,forward,Weak
NsrR,2685811,2685822,forward,Weak
NsrR,2698503,2698514,reverse,Weak
NsrR,2753547,2753558,forward,Weak
NsrR,2832282,2832293,reverse,Weak
NsrR,2850526,2850537,reverse,Weak
NsrR,2850526,2850537,forward,Weak
NsrR,2850526,2850537,forward,Weak
NsrR,2856824,2856835,reverse,Weak
NsrR,2856826,2856844,reverse,Weak
NsrR,2856941,2856952,reverse,Weak
NsrR,3492450,3492461,forward,Weak
NsrR,3790259,3790270,reverse,Weak
NsrR,3967794,3967805,forward,Weak
NsrR,4287545,4287556,forward,Weak
NsrR,4287599,4287617,forward,Strong
NsrR,4432012,4432030,reverse,Strong
NsrR,4474077,4474088,reverse,Weak
NtrC,472461,472477,forward,Weak
NtrC,848118,848134,reverse,Strong
NtrC,848148,848164,reverse,Strong
NtrC,848161,848177,reverse,Strong
NtrC,848174,848190,reverse,Strong
NtrC,1074142,1074158,reverse,Weak
NtrC,1074163,1074179,reverse,Weak
NtrC,1563187,1563203,reverse,Weak
NtrC,1563208,1563224,reverse,Weak
NtrC,1832269,1832285,reverse,Strong
NtrC,1832289,1832305,reverse,Strong
NtrC,1832311,1832327,reverse,Strong
NtrC,2062122,2062138,reverse,Weak
NtrC,2427924,2427940,reverse,Weak
NtrC,2428031,2428047,reverse,Weak
NtrC,2710364,2710382,reverse,Strong
NtrC,3218907,3218924,forward,Weak
NtrC,3219257,3219273,forward,Weak
NtrC,3219279,3219295,forward,Weak
NtrC,3418838,3418854,forward,Weak
NtrC,3418868,3418884,forward,Weak
NtrC,4056361,4056377,reverse,Strong
NtrC,4058144,4058160,reverse,Weak
NtrC,4058144,4058160,reverse,Weak
NtrC,4058144,4058160,reverse,Weak
NtrC,4058144,4058160,reverse,Weak
NtrC,4058167,4058183,reverse,Strong
NtrC,4058167,4058183,reverse,Strong
NtrC,4058167,4058183,reverse,Strong
NtrC,4058167,4058183,reverse,Strong
NtrC,4058188,4058204,reverse,Strong
NtrC,4058188,4058204,reverse,Strong
NtrC,4058188,4058204,reverse,Strong
NtrC,4058188,4058204,reverse,Strong
NtrC,4058207,4058223,reverse,Strong
NtrC,4058207,4058223,reverse,Strong
NtrC,4058207,4058223,reverse,Strong
NtrC,4058207,4058223,reverse,Strong
NtrC,4058239,4058255,reverse,Strong
NtrC,4058239,4058255,reverse,Strong
NtrC,4058239,4058255,reverse,Strong
NtrC,4058239,4058255,reverse,Strong
OmpR,454377,454396,forward,Strong
OmpR,576906,576925,reverse,Strong
OmpR,987133,987152,reverse,Strong
OmpR,987133,987152,reverse,Strong
OmpR,987153,987172,reverse,Strong
OmpR,987153,987172,reverse,Strong
OmpR,987173,987192,reverse,Strong
OmpR,987453,987472,reverse,Strong
OmpR,1092545,1092564,reverse,Strong
OmpR,1103384,1103403,reverse,Strong
OmpR,1712616,1712635,forward,Strong
OmpR,1978368,1978387,reverse,Weak
OmpR,1978531,1978550,reverse,Weak
OmpR,2312868,2312887,reverse,Strong
OmpR,2312868,2312887,forward,Strong
OmpR,2312888,2312907,reverse,Strong
OmpR,2312888,2312907,forward,Strong
OmpR,2312909,2312928,reverse,Strong
OmpR,2312909,2312928,forward,Strong
OmpR,2461046,2461065,forward,Strong
OmpR,2461135,2461154,forward,Weak
OmpR,2461264,2461283,forward,Weak
OmpR,2461314,2461333,forward,Weak
OmpR,2976250,2976269,reverse,Weak
OmpR,2976447,2976466,reverse,Weak
OmpR,4376517,4376536,forward,Weak
OxyR,497968,497984,forward,Strong
OxyR,497990,498006,forward,Strong
OxyR,638609,638625,forward,Strong
OxyR,638632,638648,forward,Strong
OxyR,638847,638863,reverse,Strong
OxyR,638847,638863,forward,Strong
OxyR,638869,638885,forward,Strong
OxyR,638869,638885,reverse,Strong
OxyR,710861,710877,reverse,Strong
OxyR,710883,710899,reverse,Strong
OxyR,848959,848975,reverse,Weak
OxyR,848986,849002,reverse,Weak
OxyR,849008,849024,reverse,Weak
OxyR,890761,890777,reverse,Weak
OxyR,890812,890828,reverse,Strong
OxyR,890812,890828,forward,Strong
OxyR,890834,890850,reverse,Strong
OxyR,890834,890850,forward,Strong
OxyR,1257843,1257859,reverse,Strong
OxyR,1257865,1257881,reverse,Strong
OxyR,1764620,1764636,reverse,Strong
OxyR,1764642,1764658,reverse,Strong
OxyR,1942598,1942614,reverse,Weak
OxyR,1942598,1942614,forward,Weak
OxyR,2041358,2041374,forward,Weak
OxyR,2071283,2071299,forward,Weak
OxyR,2071310,2071326,forward,Strong
OxyR,2071332,2071348,forward,Strong
OxyR,2381061,2381107,reverse,Strong
OxyR,2381061,2381107,reverse,Strong
OxyR,2512780,2512796,reverse,Strong
OxyR,2512802,2512818,reverse,Strong
OxyR,2718610,2718626,forward,Strong
OxyR,2718632,2718648,forward,Strong
OxyR,3669317,3669333,reverse,Strong
OxyR,3669339,3669355,reverse,Strong
OxyR,4012834,4012850,forward,Weak
OxyR,4012852,4012868,reverse,Weak
OxyR,4133738,4133754,forward,Strong
OxyR,4133760,4133776,forward,Strong
OxyR,4133805,4133821,forward,Weak
OxyR,4158431,4158447,forward,Strong
OxyR,4158431,4158447,reverse,Strong
OxyR,4158453,4158469,forward,Strong
OxyR,4158453,4158469,reverse,Strong
OxyR,4551456,4551472,forward,Weak
OxyR,4551456,4551472,reverse,Weak
OxyR,4551478,4551494,forward,Weak
OxyR,4551478,4551494,reverse,Weak
OxyR,4605685,4605701,reverse,Strong
OxyR,4605707,4605723,reverse,Strong
OxyR,4605707,4605723,forward,Strong
OxyR,4605769,4605785,reverse,Strong
OxyR,4605791,4605807,reverse,Strong
PaaX,1453657,1453697,reverse,Strong
PaaX,1453875,1453913,forward,Strong
PaaX,1463500,1463538,forward,Strong
PdeL,331672,331696,forward,Strong
PdhR,89546,89562,forward,Strong
PdhR,122044,122060,forward,Strong
PdhR,175078,175094,reverse,Weak
PdhR,451822,451838,reverse,Strong
PdhR,480964,480980,reverse,Weak
PdhR,1165949,1165965,forward,Strong
PdhR,2716499,2716515,reverse,Weak
PdhR,3128124,3128140,reverse,Strong
PdhR,4516740,4516756,reverse,Weak
PepA,29365,29391,forward,Strong
PepA,29459,29485,forward,Strong
PepA,4486169,4486195,reverse,Strong
PgrR,1391953,1391967,reverse,Strong
PgrR,1391953,1391967,reverse,Strong
PhoB,260181,260199,reverse,Strong
PhoB,260237,260255,reverse,Strong
PhoB,260261,260281,reverse,Strong
PhoB,348486,348504,reverse,Strong
PhoB,401667,401685,forward,Strong
PhoB,417061,417079,forward,Strong
PhoB,417061,417079,reverse,Strong
PhoB,595510,595528,forward,Strong
PhoB,595510,595528,reverse,Strong
PhoB,1084825,1084843,forward,Strong
PhoB,1447317,1447335,reverse,Strong
PhoB,1628297,1628315,forward,Strong
PhoB,1671288,1671306,forward,Weak
PhoB,1866643,1866663,reverse,Strong
PhoB,1932827,1932848,reverse,Strong
PhoB,2054989,2055007,forward,Weak
PhoB,3059694,3059712,forward,Weak
PhoB,3592399,3592417,reverse,Strong
PhoB,3592421,3592439,reverse,Strong
PhoB,3592421,3592439,reverse,Strong
PhoB,3592443,3592461,reverse,Strong
PhoB,3790199,3790219,reverse,Weak
PhoB,3790249,3790276,reverse,Weak
PhoB,3911591,3911609,reverse,Strong
PhoB,3911591,3911609,reverse,Strong
PhoB,3911591,3911609,reverse,Strong
PhoB,3911613,3911631,reverse,Strong
PhoB,3911613,3911631,reverse,Strong
PhoB,3911613,3911631,reverse,Strong
PhoB,4240238,4240256,forward,Strong
PhoB,4240260,4240278,forward,Strong
PhoB,4439444,4439462,forward,Weak
PhoB,4439466,4439484,forward,Weak
PhoP,174944,174960,reverse,Strong
PhoP,485659,485675,reverse,Weak
