,locus_tag,name,tss,strand
2425,BSU_32200,yutJ,3308787,1
2426,BSU_32210,yuzD,3310335,-1
2427,BSU_32220,yutI,3310392,1
2428,BSU_32230,yuxL,3312774,-1
2429,BSU_32240,thrB,3316211,-1
2430,BSU_32250,thrC,3317379,-1
2431,BSU_32280,yutG,3317409,1
2432,BSU_32290,yutF,3319606,-1
2433,BSU_32320,yutC,3319653,1
2434,BSU_32330,lipA,3321355,-1
2435,BSU_32340,lytH,3321427,1
2436,BSU_32350,fisB,3323245,-1
2437,BSU_32360,yunC,3323642,-1
2438,BSU_32370,yunD,3326791,-1
2439,BSU_32380,yunE,3327182,-1
2440,BSU_32410,pucH,3328654,-1
2441,BSU_32420,pucR,3328672,1
2443,BSU_32440,pucK,3330475,1
2445,BSU_32460,pucM,3334745,1
2446,BSU_32469,yuzJ,3335378,1
2447,BSU_32470,pucE,3341024,-1
2448,BSU_32480,pucD,3341058,-1
2451,BSU_32520,pucG,3343697,-1
2452,BSU_32540,yurI,3344072,1
2453,BSU_32560,frlR,3346185,1
2454,BSU_32570,frlD,3347250,-1
2455,BSU_32580,frlM,3347448,-1
2456,BSU_32590,frlN,3352143,-1
2457,BSU_32600,frlO,3352750,-1
2458,BSU_32610,frlB,3353938,-1
2459,BSU_32620,yurQ,3354048,-1
2460,BSU_32630,yurR,3354356,-1
2461,BSU_32640,sspG,3354043,1
2463,BSU_32660,glxB,3355345,-1
2464,BSU_32670,sufB,3360825,-1
2465,BSU_32680,sufU,3360890,-1
2466,BSU_32719,yuzK,3361705,-1
2467,BSU_32730,metQ,3364542,-1
2469,BSU_32790,yusG,3366082,-1
2470,BSU_32800,gcvH,3366544,-1
2471,BSU_32810,yusI,3366962,-1
2472,BSU_32820,fadE,3372465,-1
2473,BSU_32830,fadA,3374171,-1
2474,BSU_32849,yuzL,3371836,1
2475,BSU_32870,mdtR,3374426,1
2476,BSU_32890,yusQ,3377808,-1
2477,BSU_32920,yusT,3377833,1
2478,BSU_32930,yusU,3380077,-1
2480,BSU_32950,yusW,3380624,-1
2481,BSU_32960,yusY/1,3382538,-1
2482,BSU_32980,yusZ,3382593,1
2484,BSU_33000,htrB,3385618,-1
2485,BSU_33010,cssR,3385625,1
2487,BSU_33029,yirB,3388007,-1
2488,BSU_33030,yuxN,3388000,1
2489,BSU_33040,citG,3390443,-1
2490,BSU_33049,yvzF,3390698,-1
2491,BSU_33050,gerAA,3390753,1
2492,BSU_33080,liaR,3397765,-1
2493,BSU_33090,liaS,3398956,-1
2495,BSU_33140,yvqJ,3400405,-1
2496,BSU_33150,yvqK,3404707,-1
2497,BSU_33190,yvrD,3404795,1
2498,BSU_33200,yvrE,3406585,-1
2499,BSU_33210,yvrG,3409115,-1
2500,BSU_33221,yvrHb,3409463,-1
2501,BSU_33222,rsoA,3410002,-1
2502,BSU_33230,sigO,3410048,-1
2503,BSU_33239,yvrJ,3410151,1
2504,BSU_33240,oxdC,3410395,1
2506,BSU_33260,yvrN,3415273,-1
2507,BSU_33290,fhuC,3418326,-1
2508,BSU_33320,fhuD,3418419,1
2509,BSU_33330,yvsH,3421389,-1
2510,new_3420519_3421486,S1279,3420512,1
2511,BSU_33340,sspJ,3421634,-1
2512,BSU_33350,yvsG,3421716,1
2513,BSU_33360,yvgJ,3422301,1
2514,BSU_33370,yvgK,3425194,-1
2515,BSU_33380,yvgL,3425239,1
2516,BSU_33400,yvgN,3427627,-1
2517,BSU_33410,yvgO,3427755,1
2518,BSU_33420,nhaK,3430011,-1
2519,BSU_33430,cysI,3434200,-1
2520,BSU_33450,helD,3436699,-1
2521,BSU_33460,yvgT,3437513,-1
2522,BSU_33470,bdbC,3438800,-1
2523,BSU_33490,cadA,3441054,-1
2524,BSU_33500,copA,3443867,-1
2526,BSU_33520,csoR,3444241,-1
2527,BSU_33530,iolW,3444176,1
2528,BSU_33540,azoR2,3446112,-1
2529,BSU_33550,yvaC,3448183,-1
2530,BSU_33560,yvaD,3449664,-1
2531,BSU_33590,yvaG,3450559,-1
2532,BSU_misc_RNA_55,ssrA,3451065,-1
2533,BSU_33600,smpB,3451131,-1
2534,BSU_33610,rnr,3451197,-1
2535,BSU_33620,yvaK,3451765,-1
2536,BSU_33630,secG,3454629,-1
2537,BSU_33640,yvaM,3455433,1
2538,BSU_33660,rghR,3456621,1
2539,BSU_33680,catR,3457589,1
2540,BSU_33690,yvaQ,3458028,1
2541,BSU_33700,opuBD,3463319,-1
2542,new_3460206_3462957,S1290,3460206,1
2543,BSU_33740,yvaV,3463374,1
2544,new_3463734_3464253_c,S1292,3464253,-1
2545,BSU_33750,sdpA,3464210,1
2546,BSU_33760,sdpB,3465630,1
2547,BSU_33780,sdpI,3467384,-1
2549,BSU_33800,opuCD,3471061,-1
2550,BSU_33840,opcR,3471230,1
2551,BSU_33850,yvbG,3472523,-1
2552,BSU_33860,yvbH,3472590,1
2553,BSU_33870,yvbI,3473320,1
2554,BSU_33880,yvbJ,3475978,-1
2555,BSU_33890,yvbK,3475974,1
2556,BSU_33900,eno,3481636,-1
2557,BSU_33910,pgm,3482768,-1
2558,BSU_33920,tpi,3483870,-1
2559,BSU_33930,pgk,3483996,-1
2562,BSU_33960,araE,3485569,-1
2563,BSU_33970,araR,3485643,1
2564,BSU_33980,yvbT,3487895,-1
2565,BSU_33990,yvbU,3488904,-1
2566,BSU_34000,yvbV,3488909,1
2567,BSU_34020,yvbX,3492717,-1
2568,BSU_34030,lutC,3495768,-1
2569,BSU_34070,yvfT,3497654,-1
2570,BSU_34080,yvfS,3499288,-1
2571,BSU_34100,rsbQ,3499491,1
2572,BSU_34120,ganB,3508556,-1
2573,BSU_34180,lutR,3510597,-1
2574,BSU_34190,lutP,3510671,1
2575,BSU_34200,sigL,3513837,-1
2576,BSU_34210,yvfG,3513628,1
2577,BSU_34220,epsO,3529911,-1
2578,BSU_34380,slrR,3529837,1
2579,BSU_34390,pnbA,3530057,1
2580,BSU_34400,padC,3533345,-1
2581,BSU_34430,racX,3535486,-1
2582,BSU_34450,sacB,3535813,1
2585,BSU_34480,yvdT,3540786,1
2587,BSU_34510,yvdQ,3542722,-1
2588,BSU_34520,cotQ,3544323,-1
2589,BSU_34530,cotR,3544599,1
2590,BSU_tRNA_81,trnQ-Arg,3546012,-1
2591,BSU_34540,clpP,3546132,1
2592,BSU_34550,pgcM,3557722,-1
2593,BSU_34560,malL,3558762,-1
2594,BSU_34640,yvdD,3559574,-1
2595,BSU_34650,yvdC,3559581,1
2596,BSU_34660,yvdB,3562238,-1
2597,BSU_34680,yvcT,3562331,1
2598,BSU_34700,psdA,3568193,-1
2599,BSU_34729,yvzJ,3568239,1
2600,BSU_34730,yvcN,3572923,-1
2601,BSU_34740,crh,3572980,-1
2604,BSU_34790,trxB,3574245,-1
2605,new_3574321_3577707,S1326,3574320,1
2606,BSU_34800,cwlO,3575982,-1
2607,BSU_34810,yvcD,3579580,-1
2609,BSU_34830,yvzA,3582779,-1
2610,BSU_34860,hisI,3589438,-1
2611,BSU_34940,yvpB,3589435,1
2612,BSU_34950,pelC,3589577,1
2613,BSU_34960,yvoF,3595218,-1
2615,BSU_35010,nagA,3595327,1
2616,BSU_35040,yvnB,3601936,-1
2617,BSU_35050,yvnA,3602024,1
2618,BSU_35060,cypX,3604754,-1
2619,new_3602657_3602942,S1335,3602657,1
2620,BSU_35080,pchR,3604922,1
2621,BSU_35100,yvlD,3608829,-1
2622,BSU_35110,yvlC,3609334,-1
2623,BSU_35140,yvkN,3608949,1
2624,BSU_35150,yvzB,3609575,-1
2625,BSU_35160,uvrA,3614976,-1
2627,BSU_35180,csbA,3615374,-1
2628,BSU_35190,yvkC,3615701,1
2629,BSU_35200,yvkB,3618321,1
2630,BSU_35239,swrAA/2,3622137,-1
2631,BSU_35240,ctpB,3623840,-1
2632,BSU_35250,ftsX,3625640,-1
2634,BSU_35270,cccB,3626119,-1
2635,BSU_35280,yvjA,3627021,-1
2636,BSU_35290,prfB,3630908,-1
2637,BSU_35310,hpf,3631600,-1
2638,BSU_35319,smiA,3631608,-1
2639,BSU_35320,fliT,3631729,-1
2640,BSU_35330,fliS,3634778,-1
2641,BSU_35340,fliD,3634897,-1
2643,BSU_35360,hag,3635993,-1
2644,BSU_35380,fliW,3640591,-1
2645,BSU_35390,yviE,3641093,-1
2646,BSU_35400,flgL,3642146,-1
2647,BSU_35410,flgK,3643575,-1
2654,BSU_35480,degV,3644555,-1
2655,new_3643957_3645689,S1354,3643957,1
2656,BSU_35500,degS,3646657,-1
2657,BSU_35510,yvyE,3646613,1
2658,new_3647109_3647701_c,S1358,3647706,-1
2660,BSU_35530,tagO,3649813,-1
2661,new_3648747_3649980,S1359,3648747,1
2662,BSU_35550,tuaG,3658936,-1
2663,BSU_35560,tuaF,3658937,-1
2664,BSU_35620,lytC,3663109,-1
2665,BSU_35630,lytB,3663130,-1
2667,BSU_35650,tagU,3663113,1
2668,BSU_35660,mnaA,3665436,-1
2669,BSU_35670,gtaB,3665549,1
2670,BSU_35698,yvzI,3672493,-1
2671,BSU_35699,yvzE,3672793,1
2672,BSU_35700,tagH,3681091,-1
2674,BSU_35750,tagA,3681295,1
2675,new_3681497_3681845_c,S1376,3681853,-1
2677,BSU_35770,tagC,3683392,1
2678,BSU_35780,lytD,3686073,-1
2679,BSU_35790,pmi,3688577,-1
2680,BSU_35800,gerBA,3688776,1
2681,BSU_35830,ywtG,3693954,-1
2682,BSU_35840,tagT,3694080,1
2684,BSU_35860,pgdS,3697542,-1
2685,BSU_35910,rbsR,3701379,1
2686,BSU_35970,ywsB,3707094,1
2687,BSU_35980,ywsA,3707820,1
2688,BSU_35990,ywrO,3708732,-1
2689,BSU_36000,alsD,3711394,-1
2690,BSU_36020,alsR,3710262,1
2691,BSU_36030,ywrK,3711450,1
2692,BSU_36050,cotB,3715921,-1
2693,BSU_36060,cotH,3717196,-1
2695,new_3717709_3717906_c,S1388,3717911,-1
2696,BSU_36080,ywrF,3717961,1
2697,BSU_36090,ywrE,3718777,1
2698,BSU_36110,chrS,3720886,1
2699,BSU_36160,ywqM,3723374,1
2700,BSU_36180,ywqK,3728202,-1
2701,BSU_36220,ywqG,3729412,-1
2702,BSU_36230,ugd,3730844,-1
2703,BSU_36240,ptpZ,3730971,-1
2704,BSU_36250,ptkA,3733315,-1
2706,BSU_36269,ywzD,3733734,-1
2707,BSU_36270,ywqB,3733802,1
2708,BSU_36290,phoC,3740030,-1
2709,BSU_36300,glcR,3740588,-1
2710,BSU_36310,ssbB,3741049,-1
2712,BSU_36330,ywpF,3741040,1
2713,BSU_36350,ywpD,3742625,1
2714,BSU_36370,ywpB,3744234,-1
2715,BSU_36380,rapD,3744304,1
2716,BSU_36390,flhP,3747171,-1
2717,BSU_36400,flhO,3748334,-1
2718,BSU_36410,mbl,3748862,-1
2721,BSU_36440,ywoH,3747152,1
2722,BSU_36460,ywoF,3752225,-1
2723,BSU_36470,pucI,3753814,-1
2724,BSU_36490,ywoC,3755897,-1
2726,BSU_36510,nrgA,3756745,1
2727,BSU_36520,nrgB,3757892,1
2728,BSU_36530,bcrC,3758447,1
2729,BSU_36540,ywnJ,3759627,-1
2730,BSU_36550,spoIIQ,3760567,-1
2731,BSU_36560,ywnH,3760210,1
2733,BSU_36580,ywnF,3762477,-1
2734,BSU_36590,clsA,3762584,1
2735,BSU_36600,mta,3764921,-1
2736,BSU_36610,ywnC,3765004,1
2737,BSU_36630,ywnA,3766638,-1
2739,BSU_36650,ureB,3769378,-1
2740,BSU_36660,ureA,3769947,-1
2741,BSU_36670,csbD,3770329,-1
2742,BSU_36680,ywmF,3770908,-1
2743,BSU_36690,rapB,3772167,-1
2744,BSU_36710,fdhD,3774186,-1
2745,BSU_36720,ywmE,3774573,-1
2746,BSU_36750,spoIID,3777784,-1
2747,BSU_36760,murAA,3779290,-1
2748,BSU_36770,spoIIT,3779664,-1
2749,BSU_36780,ywzB,3779796,-1
2750,BSU_36790,ywmA,3780534,1
2751,BSU_36800,atpC,3781468,-1
2752,BSU_36810,atpD,3787694,-1
2753,BSU_36820,atpG,3788274,-1
2754,BSU_36890,upp,3789122,-1
2755,BSU_36900,glyA,3790480,-1
2756,BSU_36910,ywlG,3791748,-1
2757,BSU_36920,ywlF,3792292,-1
2758,BSU_36930,ywlE,3792930,-1
2759,BSU_36950,tsaC,3794074,-1
2760,BSU_36970,spoIIR,3795119,-1
2761,BSU_36980,ywlA,3795456,1
2762,BSU_36990,ywkF,3796230,-1
2763,BSU_37000,prmC,3798207,-1
2764,BSU_37010,prfA,3798320,-1
2765,BSU_37020,ywkD,3798266,1
2766,BSU_37030,racA,3798755,1
2767,BSU_37040,ywkB,3800388,-1
2768,BSU_37050,maeA,3800900,-1
2769,BSU_37070,rpmE,3803359,-1
2771,BSU_37110,ywjH,3809496,-1
2773,BSU_37130,spo0F,3809966,-1
2774,BSU_37140,ywjG,3810013,1
2775,BSU_37150,pyrG,3812479,-1
2777,BSU_37160,rpoE,3813149,-1
2778,BSU_37170,acdA,3816562,-1
2780,BSU_37190,ywjE,3816623,1
2781,new_3816846_3817724_c,S1445,3817725,-1
2782,BSU_37210,ywjC,3818876,1
2783,BSU_37230,ywjA,3821529,-1
2784,BSU_37240,ywiE,3823114,-1
2785,BSU_37250,narI,3829977,-1
2786,BSU_37260,narJ,3829978,-1
2787,BSU_37290,arfM,3830642,-1
2788,BSU_37300,ywiC,3830724,1
2789,BSU_37310,fnr,3832256,-1
2790,BSU_37320,narK,3833545,-1
2791,BSU_37340,ywiB,3835829,-1
2792,BSU_37350,sboA,3836013,1
2794,BSU_37440,ywhL,3845825,-1
2795,BSU_37460,rapF,3845952,1
2796,BSU_37470,phrF,3847043,1
2797,BSU_37490,speB,3849700,-1
2799,BSU_37510,pbpG,3849791,1
2800,BSU_37520,ywhD,3853431,-1
2801,BSU_37540,ywhB,3853421,1
2802,BSU_37550,ywhA,3854197,-1
2803,BSU_37560,thrZ,3855455,-1
2805,BSU_37600,ywfO,3860874,-1
2806,BSU_37610,ywzC,3861306,-1
2807,BSU_37620,rsfA,3861395,1
2808,BSU_37630,ywfM,3863287,-1
2809,BSU_37650,cysL,3865254,-1
2810,BSU_37660,pta,3866363,-1
2811,BSU_37670,hemQ,3866555,1
2812,BSU_37680,bacG,3867452,1
2813,BSU_37690,bacF,3874219,-1
2814,new_3873771_3874382,S1459,3873771,1
2815,BSU_37750,ywfA,3875624,-1
2816,BSU_37760,rocC,3877873,-1
2817,BSU_37770,rocB,3880550,-1
2819,BSU_37790,rocG,3882101,-1
2820,BSU_37800,sivA,3882766,-1
2821,BSU_37810,spsL,3893159,-1
2822,BSU_37920,gerQ,3893325,1
2823,BSU_37930,ywdK,3896162,-1
2824,BSU_37960,ywdH,3896251,1
2825,BSU_37970,ung,3898205,-1
2826,BSU_37980,ywdF,3898689,-1
2827,BSU_38018,ywzG,3900852,-1
2828,BSU_38020,pdxK,3900921,1
2829,BSU_38030,ywdA,3902134,-1
2830,BSU_38040,sacA,3905064,-1
2831,BSU_38050,sacP,3905130,-1
2832,BSU_38060,ywcJ,3905281,1
2833,BSU_38070,sacT,3907004,-1
2834,BSU_38080,ywcI,3907453,-1
2835,BSU_38090,vpr,3907788,1
2836,BSU_38100,ywcH,3912245,-1
2838,BSU_38120,rodA,3913645,-1
2839,BSU_38130,ywcE,3913898,1
2840,BSU_38150,qoxC,3918330,-1
2841,BSU_38160,qoxB,3918517,-1
2842,BSU_38170,qoxA,3918628,-1
2843,BSU_38180,ywzA,3917022,1
2844,BSU_38190,galT,3921850,-1
2845,BSU_38200,galK,3922994,-1
2846,BSU_38210,gtcA,3924050,-1
2847,BSU_38229,slrA,3923131,1
2848,BSU_38230,ywcB,3923864,1
2849,BSU_38260,efeB,3928037,-1
2850,BSU_38270,efeO,3930594,-1
2852,BSU_38290,thiE,3932849,-1
2853,BSU_38300,thiM,3933150,-1
2855,BSU_38320,ywbH,3933173,1
2856,BSU_38340,ywbF,3934316,1
2857,BSU_38360,ywbD,3937054,-1
2858,BSU_38370,glxA,3937090,1
2859,BSU_38380,ywbB,3938264,-1
2860,BSU_38390,ywbA,3939712,-1
2861,BSU_38400,epr,3939818,1
2862,BSU_38410,sacX,3941947,1
2863,BSU_38420,sacY,3942182,1
2864,BSU_38430,gspA,3945445,-1
2865,BSU_38440,ywaF,3946272,-1
2866,BSU_38450,dtrR,3945668,1
2868,BSU_38460,tyrZ,3946349,1
2869,BSU_38470,ywaD,3948520,1
2870,BSU_38480,sasA,3950623,-1
2871,BSU_38490,menA,3951749,-1
2873,BSU_38499,ywzH,3951935,1
2874,BSU_38500,dltA,3952044,1
2875,BSU_38510,dltB,3952071,1
2876,BSU_38550,ywaA,3957332,1
2877,BSU_38560,licH,3961921,-1
2878,BSU_38600,licR,3964005,-1
2879,BSU_38610,yxzF,3964907,-1
2880,BSU_38620,aag,3964937,-1
2881,BSU_38630,katX,3964973,1
2882,BSU_38640,yxlH,3966701,1
2883,BSU_38650,yxlG,3970878,-1
2884,BSU_38660,yxlF,3970879,-1
2887,BSU_38710,yxlA,3970156,1
2888,new_3971340_3971882_c,S1485,3971882,-1
2889,BSU_38720,yxkO,3973312,-1
2890,BSU_38740,cydC,3977690,-1
2891,BSU_38750,cydB,3979390,-1
2892,BSU_38760,cydA,3979528,-1
2893,BSU_38770,cimH,3979691,1
2894,BSU_38780,yxkI,3981187,1
2895,BSU_38790,yxzE,3982947,1
2896,BSU_38800,yxkH,3984070,-1
2897,BSU_38810,msmX,3985280,-1
2898,BSU_38820,yxkF,3986290,-1
2899,BSU_38830,aldY,3986348,1
2900,BSU_38840,yxkD,3988979,-1
2901,BSU_38850,yxkC,3989088,1
2902,BSU_38860,galE,3990994,-1
2903,BSU_38870,yxkA,3991616,-1
2904,BSU_38880,yxjO,3991639,1
2905,new_3991968_3992056_c,S1494,3992056,-1
2906,BSU_38920,pepT,3995045,1
2907,new_3996377_3996599,S1495,3996377,1
2908,BSU_38930,yxjJ,3996629,1
2910,BSU_38950,yxjH,3997745,1
2911,new_3998237_3998480_c,S1498,3998484,-1
2912,BSU_38960,yxjG,3999131,1
2913,BSU_38970,yxjF,4003321,-1
2914,BSU_38980,scoB,4004209,-1
2915,BSU_39010,tlrB,4005322,-1
2916,BSU_39020,nupG,4005513,1
2917,BSU_39030,yxiT,4007722,-1
2918,BSU_39040,yxiS,4008135,-1
2919,BSU_39050,katE,4010235,-1
2920,BSU_39060,citH,4010315,1
2921,BSU_39070,bglS,4012612,-1
2922,BSU_39080,licT,4013734,-1
2923,BSU_39090,yxiP,4014531,-1
2924,BSU_39100,yxiO,4014641,1
2925,BSU_39110,deaD,4017467,-1
2926,BSU_39120,yxiM,4018699,-1
2927,BSU_39220,wapI,4030583,-1
2928,BSU_39250,yxiE,4032287,-1
2929,BSU_39260,bglH,4035639,-1
2930,BSU_39270,bglP,4035816,-1
2931,BSU_39280,yxxE,4037663,-1
2932,BSU_39290,yxxD,4039225,-1
2936,BSU_39339,yxzL,4041073,-1
2937,BSU_39340,hutP,4041451,1
2939,BSU_39400,pdp,4052304,-1
2940,BSU_39410,nupC,4053371,-1
2943,BSU_39460,yxeQ,4062223,-1
2944,BSU_39470,sndB,4062224,-1
2945,BSU_39530,yxeJ,4063595,-1
2947,new_4062713_4063346,S1520,4062713,1
2948,BSU_39550,yxeH,4064549,-1
2949,BSU_39560,yxeG,4065568,-1
2950,BSU_39570,yxeF,4065980,-1
2951,BSU_39580,yxeE,4065552,1
2952,BSU_39590,yxeD,4066177,1
2953,BSU_39600,yxeC,4067036,-1
2954,BSU_39610,yxeB,4067124,1
2955,BSU_39650,yxdK,4073018,-1
2956,BSU_39670,iolJ,4084574,-1
2957,BSU_39680,iolI,4084759,-1
2958,BSU_39770,iolR,4084417,1
2959,BSU_39780,iolS,4084732,1
2960,BSU_39790,yxcE,4086646,1
2961,BSU_39810,csbC,4087940,1
2962,BSU_39820,htpG,4091346,-1
2963,BSU_39830,yxcA,4091759,-1
2964,BSU_39840,yxbG,4091813,1
2965,BSU_39850,yxbF,4093936,-1
2966,BSU_39870,yxbD,4096948,-1
2967,BSU_39880,yxbC,4097017,-1
2968,new_4096991_4097415,srlX,4096991,1
2969,BSU_39940,yxaL,4103705,-1
2970,BSU_39950,yxaJ,4104229,-1
2971,BSU_39960,yxaI,4104396,1
2972,BSU_39970,yxaH,4107332,-1
2973,BSU_39990,qdoR,4107970,-1
2974,BSU_40000,yxnA,4108026,1
2975,BSU_40010,yxaD,4109748,-1
2976,BSU_40021,yxaK,4109676,1
2977,BSU_40030,yxaB,4112035,-1
2978,BSU_40040,yxaA,4113261,-1
2979,BSU_40050,gntR,4111963,1
2980,BSU_40060,gntK,4113383,1
2981,BSU_40070,gntP,4116539,1
2982,BSU_40080,gntZ,4117054,1
2983,BSU_40090,ahpC,4118585,1
2984,BSU_40100,ahpF,4118886,1
2985,BSU_40110,bglA,4123063,-1
2986,BSU_40130,yydK,4123158,1
2988,BSU_40140,yydJ,4126206,-1
2989,BSU_40150,yydI,4127672,-1
2991,BSU_40190,fbp,4127484,1
2992,BSU_40200,yydD,4135223,-1
2993,new_4133453_4134502,S1546,4133453,1
2994,BSU_40240,yycS,4135326,1
2995,BSU_40250,yycR,4137052,-1
2996,BSU_40259,yyzG,4137294,-1
2997,BSU_40260,yycQ,4137668,-1
2998,BSU_40270,yycP,4139585,-1
2999,BSU_40290,yycN,4140220,-1
3000,BSU_40300,rapG,4140215,1
3002,BSU_40320,rocF,4145553,-1
3004,BSU_40350,rocR,4145713,1
3005,BSU_40360,htrC,4148801,-1
3006,BSU_40370,walJ,4154500,-1
3007,BSU_40380,walI,4154694,-1
3011,BSU_tRNA_4,trnY-Lys,4155306,-1
3012,BSU_40420,purA,4156769,-1
3013,BSU_40430,yycE,4157359,-1
3014,BSU_40440,dnaC,4158880,-1
3015,BSU_40450,yycD,4158970,1
3016,BSU_40460,yyzB,4159765,-1
3017,BSU_40470,yycC,4159543,1
3019,BSU_40500,rplI,4164127,-1
3020,BSU_40510,gdpP,4166725,-1
3021,new_4164565_4165231,S1559,4164565,1
3022,BSU_40529,yyzH,4167020,-1
3023,BSU_40530,cotF,4167082,1
3024,BSU_40540,hypR,4168066,-1
3025,BSU_40550,ppaC,4168155,1
3026,BSU_40560,yybP,4169942,-1
3027,BSU_40570,yybO,4169999,1
3028,BSU_40573,yyzI,4171461,-1
3029,BSU_40579,yyzL,4172869,-1
3030,BSU_40580,yybN,4172910,1
3034,BSU_40630,yybI,4177716,-1
3035,BSU_40650,yybG,4178245,1
3036,BSU_40660,yybF,4180484,-1
3037,BSU_40670,yybE,4180515,1
3039,BSU_40710,yybA,4183952,-1
3040,BSU_40720,yyaT,4183945,1
3041,BSU_40740,satA,4186509,-1
3042,BSU_40750,yyaQ,4185817,1
3043,BSU_40770,tetB,4189176,-1
3044,BSU_40790,yyaO,4189369,1
3045,BSU_40800,yyaN,4189777,1
3046,BSU_40810,yyaM,4191163,1
3047,BSU_40830,yyaK,4194208,-1
3048,BSU_40840,yyaJ,4194331,1
3049,BSU_40870,ccpB,4197779,-1
3050,new_4198071_4198574,S1574,4197741,1
3051,BSU_40890,rpsR,4199799,-1
3052,BSU_40900,ssbA,4201006,-1
3053,BSU_40910,rpsF,4203317,-1
3054,BSU_40920,yyaF,4203367,-1
3057,BSU_40940,yyaD,4204476,-1
3058,BSU_40950,yyaC,4204832,1
3059,BSU_40960,parB,4207210,-1
3060,BSU_40970,parA,4207302,-1
3061,BSU_40980,yyaB,4207355,1
3062,BSU_40990,noc,4213020,-1
3063,BSU_41000,gidB,4213085,-1
3064,new_4213186_4215471,S1579,4213186,1
3065,BSU_41030,jag,4214654,-1
3066,BSU_41040,yidC1,4215426,-1
3067,BSU_41050,rnpA,4215495,-1
3069,new_4215473_4215670,S1583,4215473,1
