,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
2342,BSU_31310,yugP,3217496,3218173,-1,3218229,A,3218211,3218229,3218184,3218202
2343,BSU_31319,yuzI,3218215,3218478,-1,3218504,"E, F",3218484,3218502,3218459,3218477
2344,BSU_31321,mstX,3218525,3218857,1,3218574,?,3218555,3218573,3218529,3218547
2345,BSU_31330,yugN,3219837,3220241,-1,3220915,"E, F",3220895,3220913,3220872,3220890
2346,BSU_31340,yugM,3220301,3220672,-1,3222056,?,3222036,3222054,3222012,3222030
2347,BSU_31350,pgi,3220731,3222083,-1,3222121,A,3222101,3222119,3222078,3222096
2348,BSU_31360,yugK,3222195,3223367,-1,3223413,A,3223394,3223412,3223369,3223387
2349,BSU_31370,yugJ,3223471,3224634,-1,3224667,A,3224647,3224665,3224624,3224642
2350,BSU_31380,yuzA,3224864,3225100,1,3224751,B,3224731,3224749,3224706,3224724
2351,BSU_31390,yugI,3225178,3225570,-1,3225619,A,3225601,3225619,3225574,3225592
2352,new_3225687_3226671,ncr1241,3225710,3225773,1,3225687,B,3225669,3225687,3225643,3225661
2353,BSU_31400,alaT,3225772,3226932,-1,3227484,A,3227466,3227484,3227441,3227459
2354,BSU_31420,yugF,3227581,3228402,1,3227490,"F, G",3227472,3227490,3227446,3227464
2355,BSU_31430,yugE,3228431,3228691,-1,3228722,A,3228702,3228720,3228678,3228696
2356,BSU_31440,patB,3228778,3229941,1,3228711,A,3228691,3228709,3228666,3228684
2357,BSU_31450,kinB,3230067,3231353,1,3230039,A,3230019,3230037,3229995,3230013
2358,BSU_31460,kapB,3231399,3231785,1,3231370,A,3231351,3231369,3231327,3231345
2359,BSU_31470,kapD,3231812,3232429,-1,3232481,"E, F",3232463,3232481,3232436,3232454
2360,BSU_31480,yuxJ,3232640,3233818,1,3232574,A,3232556,3232574,3232530,3232548
2361,BSU_31490,pbpD,3233911,3235785,1,3233891,A,3233872,3233890,3233847,3233865
2363,BSU_31510,yufK,3236422,3236979,-1,3237013,A,3236995,3237013,3236970,3236988
2364,BSU_31520,malK,3237157,3238758,1,3236453,A,3236434,3236452,3236410,3236428
2365,BSU_31540,nupN,3239930,3241009,1,3239640,A,3239621,3239639,3239596,3239614
2367,BSU_31580,maeN,3244770,3246116,1,3244743,A,3244725,3244743,3244700,3244718
2368,BSU_31590,yufS,3246152,3246367,-1,3246385,"E, F",3246367,3246385,3246340,3246358
2369,BSU_31600,mrpA,3246598,3249003,1,3246432,A,3246412,3246430,3246388,3246406
2371,BSU_31620,mrpC,3249427,3249768,1,3246529,A,3246509,3246527,3246486,3246504
2373,BSU_31640,mrpE,3251248,3251724,1,3249719,?,3249700,3249718,3249676,3249694
2375,BSU_31670,yuxO,3252405,3252785,-1,3253474,A,3253456,3253474,3253429,3253447
2376,BSU_31680,comA,3252804,3253448,-1,3256967,A,3256947,3256965,3256924,3256942
2377,BSU_31690,comP,3253529,3255838,-1,3257021,A,3257002,3257020,3256976,3256994
2378,new_3255432_3256404,S1214,3255432,3256404,1,3254559,A,3254540,3254558,3254516,3254534
2380,BSU_31720,degQ,3257092,3257232,-1,3257307,A,3257289,3257307,3257263,3257281
2381,BSU_31730,yuzC,3257693,3258061,1,3257666,"E, F",3257646,3257664,3257622,3257640
2382,BSU_31740,pdeH,3258037,3259266,-1,3259299,A,3259281,3259299,3259256,3259274
2383,BSU_31760,pncA,3260891,3261442,-1,3261477,A,3261457,3261475,3261432,3261450
2384,BSU_31770,yueI,3261539,3261937,-1,3262291,A,3262271,3262289,3262246,3262264
2385,BSU_31790,yueG,3262330,3262551,-1,3262575,K,3262556,3262574,3262532,3262550
2386,BSU_31800,yueF,3262611,3263720,-1,3263784,A,3263764,3263782,3263739,3263757
2387,BSU_31810,yuzE,3263835,3264224,1,3263403,A,3263385,3263403,3263358,3263376
2388,BSU_31820,yuzF,3264265,3264501,-1,3264535,K,3264516,3264534,3264492,3264510
2389,BSU_31830,yueE,3264678,3265208,-1,3265239,A,3265221,3265239,3265194,3265212
2390,BSU_31840,yueD,3265406,3266137,-1,3266163,A,3266145,3266163,3266120,3266138
2391,BSU_31850,yueC,3266200,3266655,-1,3276513,A,3276494,3276512,3276468,3276486
2392,new_3266637_3269004,S1224,3266637,3269004,1,3266637,B,3266617,3266635,3266592,3266610
2395,new_3273703_3274665,S1225,3273703,3274665,1,3273703,B,3273683,3273701,3273660,3273678
2397,new_3276604_3276710,S1227,3276604,3276710,1,3276494,A,3276475,3276493,3276451,3276469
2398,BSU_31920,adeR,3276955,3278223,1,3276802,A,3276782,3276800,3276759,3276777
2399,BSU_31930,ald,3278325,3279461,1,3278300,A,3278281,3278299,3278255,3278273
2401,BSU_31959,ybdZ,3280294,3280503,-1,3292405,A,3292387,3292405,3292362,3292380
2403,BSU_32010,besA,3292490,3293359,-1,3293440,A,3293421,3293439,3293395,3293413
2404,BSU_32020,yuiH,3293573,3294169,-1,3294254,?,3294235,3294253,3294209,3294227
2405,BSU_32030,yuiG,3294270,3294872,1,3294222,A,3294203,3294221,3294179,3294197
2406,BSU_32040,yuiF,3294942,3296270,-1,3296327,A,3296308,3296326,3296284,3296302
2407,BSU_32050,yuiE,3296417,3297919,-1,3297999,A,3297980,3297998,3297955,3297973
2408,BSU_32060,yuiD,3298077,3298553,1,3297962,A,3297944,3297962,3297919,3297937
2409,BSU_32070,yuiC,3298584,3299240,-1,3299252,"F, G",3299233,3299251,3299207,3299225
2410,new_3298930_3299376,S1234,3298930,3299376,1,3298928,K,3298909,3298927,3298883,3298901
2411,BSU_32080,yuiB,3299344,3299664,-1,3299688,A,3299670,3299688,3299643,3299661
2412,new_3299590_3299699,S1236,3299590,3299699,1,3299590,?,3299571,3299589,3299545,3299563
2413,BSU_32090,yuiA,3299718,3299861,-1,3299906,A,3299887,3299905,3299863,3299881
2414,BSU_32100,yumB,3300034,3301254,-1,3301382,"E, F",3301363,3301381,3301337,3301355
2415,BSU_32110,yumC,3301586,3302584,1,3301541,A,3301522,3301540,3301498,3301516
2416,BSU_32120,yuzG,3302623,3302763,-1,3302893,A,3302873,3302891,3302850,3302868
2417,BSU_32130,guaC,3303042,3304022,1,3302979,A,3302961,3302979,3302935,3302953
2418,BSU_32140,paiB,3304096,3304719,-1,3305320,A,3305302,3305320,3305275,3305293
2419,BSU_32150,paiA,3304743,3305261,-1,3305428,A,3305410,3305428,3305385,3305403
2420,BSU_32160,sufA,3305599,3305961,-1,3306002,A,3305983,3306001,3305957,3305975
2421,BSU_32170,dapF,3306040,3306894,-1,3306618,K,3306598,3306616,3306575,3306593
2422,BSU_32180,yutK,3307017,3308231,-1,3308273,A,3308255,3308273,3308229,3308247
2423,new_3307598_3308367,S1243,3307598,3308367,1,3307594,B,3307576,3307594,3307549,3307567
2424,BSU_32190,yuzB,3308368,3308604,-1,3308576,?,3308557,3308575,3308531,3308549
2425,BSU_32200,yutJ,3308867,3309934,1,3308787,A,3308767,3308785,3308744,3308762
2426,BSU_32210,yuzD,3309960,3310286,-1,3310335,A,3310315,3310333,3310292,3310310
2427,BSU_32220,yutI,3310386,3310721,1,3310392,A,3310374,3310392,3310348,3310366
2428,BSU_32230,yuxL,3310763,3312736,-1,3312774,H,3312756,3312774,3312730,3312748
2429,BSU_32240,thrB,3312844,3313773,-1,3316211,A,3316192,3316210,3316168,3316186
2430,BSU_32250,thrC,3313770,3314828,-1,3317379,"E, F",3317359,3317377,3317335,3317353
2431,BSU_32280,yutG,3317502,3318002,1,3317409,"E, F",3317389,3317407,3317366,3317384
2432,BSU_32290,yutF,3318029,3318799,-1,3319606,A,3319586,3319604,3319561,3319579
2433,BSU_32320,yutC,3319676,3320308,1,3319653,"F, G",3319634,3319652,3319610,3319628
2434,BSU_32330,lipA,3320324,3321220,-1,3321355,A,3321337,3321355,3321312,3321330
2435,BSU_32340,lytH,3321455,3322435,1,3321427,"F, G",3321409,3321427,3321384,3321402
2436,BSU_32350,fisB,3322463,3323227,-1,3323245,"E, F",3323226,3323244,3323200,3323218
2437,BSU_32360,yunC,3323300,3323605,-1,3323642,K,3323622,3323640,3323597,3323615
2438,BSU_32370,yunD,3323670,3325058,-1,3326791,A,3326771,3326789,3326746,3326764
2439,BSU_32380,yunE,3325078,3325899,-1,3327182,A,3327164,3327182,3327137,3327155
2440,BSU_32410,pucH,3327247,3328587,-1,3328654,A,3328634,3328652,3328609,3328627
2441,BSU_32420,pucR,3328762,3330357,1,3328672,A,3328654,3328672,3328628,3328646
2443,BSU_32440,pucK,3331857,3333149,1,3330475,A,3330456,3330474,3330431,3330449
2445,BSU_32460,pucM,3334646,3334990,1,3334745,A,3334727,3334745,3334700,3334718
2446,BSU_32469,yuzJ,3335414,3335545,1,3335378,K,3335359,3335377,3335334,3335352
2447,BSU_32470,pucE,3335751,3336272,-1,3341024,A,3341006,3341024,3340981,3340999
2448,BSU_32480,pucD,3336263,3338500,-1,3341058,A,3341039,3341057,3341014,3341032
2451,BSU_32520,pucG,3341166,3342416,-1,3343697,A,3343679,3343697,3343652,3343670
2452,BSU_32540,yurI,3344113,3344979,1,3344072,A,3344053,3344071,3344029,3344047
2453,BSU_32560,frlR,3346298,3347026,1,3346185,A,3346166,3346184,3346141,3346159
2454,BSU_32570,frlD,3347051,3347905,-1,3347250,A,3347230,3347248,3347207,3347225
2455,BSU_32580,frlM,3347919,3348821,-1,3347448,?,3347429,3347447,3347403,3347421
2456,BSU_32590,frlN,3348825,3349703,-1,3352143,A,3352123,3352141,3352099,3352117
2457,BSU_32600,frlO,3349761,3351029,-1,3352750,"F, G",3352730,3352748,3352706,3352724
2458,BSU_32610,frlB,3351110,3352096,-1,3353938,A,3353919,3353937,3353895,3353913
2459,BSU_32620,yurQ,3352312,3352686,-1,3354048,?,3354028,3354046,3354004,3354022
2460,BSU_32630,yurR,3352789,3353907,-1,3354356,?,3354336,3354354,3354311,3354329
2461,BSU_32640,sspG,3354066,3354212,1,3354043,K,3354025,3354043,3354000,3354018
2463,BSU_32660,glxB,3354551,3354934,-1,3355345,A,3355326,3355344,3355300,3355318
2464,BSU_32670,sufB,3355593,3356990,-1,3360825,A,3360806,3360824,3360781,3360799
2465,BSU_32680,sufU,3357011,3357454,-1,3360890,A,3360870,3360888,3360847,3360865
2466,BSU_32719,yuzK,3360974,3361111,-1,3361705,"F, G",3361685,3361703,3361662,3361680
2467,BSU_32730,metQ,3361767,3362591,-1,3364542,A,3364523,3364541,3364497,3364515
2469,BSU_32790,yusG,3365831,3366067,-1,3366082,"F, G",3366062,3366080,3366037,3366055
2470,BSU_32800,gcvH,3366123,3366506,-1,3366544,A,3366524,3366542,3366500,3366518
2471,BSU_32810,yusI,3366573,3366929,-1,3366962,A,3366942,3366960,3366919,3366937
2472,BSU_32820,fadE,3367040,3368824,-1,3372465,A,3372445,3372463,3372421,3372439
2473,BSU_32830,fadA,3368839,3370014,-1,3374171,K,3374151,3374169,3374126,3374144
2474,BSU_32849,yuzL,3372569,3372715,1,3371836,"E, F",3371816,3371834,3371791,3371809
2475,BSU_32870,mdtR,3374492,3374959,1,3374426,A,3374408,3374426,3374381,3374399
2476,BSU_32890,yusQ,3376617,3377000,-1,3377808,A,3377789,3377807,3377764,3377782
2477,BSU_32920,yusT,3377893,3378780,1,3377833,A,3377813,3377831,3377789,3377807
2478,BSU_32930,yusU,3378800,3379087,-1,3380077,A,3380057,3380075,3380033,3380051
2480,BSU_32950,yusW,3380157,3380594,-1,3380624,"E, F",3380604,3380622,3380581,3380599
2481,BSU_32960,yusY/1,3380704,3382212,-1,3382538,A,3382519,3382537,3382493,3382511
2482,BSU_32980,yusZ,3382633,3383475,1,3382593,A,3382575,3382593,3382548,3382566
2484,BSU_33000,htrB,3384070,3385446,-1,3385618,A,3385598,3385616,3385574,3385592
2485,BSU_33010,cssR,3385724,3386401,1,3385625,A,3385605,3385623,3385580,3385598
2487,BSU_33029,yirB,3387781,3387945,-1,3388007,A,3387987,3388005,3387964,3387982
2488,BSU_33030,yuxN,3388113,3388988,1,3388000,A,3387981,3387999,3387956,3387974
2489,BSU_33040,citG,3389024,3390412,-1,3390443,H,3390424,3390442,3390399,3390417
2490,BSU_33049,yvzF,3390479,3390664,-1,3390698,A,3390679,3390697,3390655,3390673
2491,BSU_33050,gerAA,3390782,3392230,1,3390753,"F, G",3390733,3390751,3390708,3390726
2492,BSU_33080,liaR,3394422,3395057,-1,3397765,A,3397747,3397765,3397721,3397739
2493,BSU_33090,liaS,3395035,3396117,-1,3398956,A,3398937,3398955,3398911,3398929
2495,BSU_33140,yvqJ,3399092,3400360,-1,3400405,A,3400386,3400404,3400362,3400380
2496,BSU_33150,yvqK,3400537,3401118,-1,3404707,A,3404689,3404707,3404663,3404681
2497,BSU_33190,yvrD,3404835,3405626,1,3404795,A,3404775,3404793,3404752,3404770
2498,BSU_33200,yvrE,3405664,3406542,-1,3406585,B,3406566,3406584,3406542,3406560
2499,BSU_33210,yvrG,3406614,3408356,-1,3409115,A,3409097,3409115,3409071,3409089
2500,BSU_33221,yvrHb,3408353,3409066,-1,3409463,B,3409443,3409461,3409419,3409437
2501,BSU_33222,rsoA,3409219,3409458,-1,3410002,A,3409983,3410001,3409958,3409976
2502,BSU_33230,sigO,3409462,3409992,-1,3410048,"A, O",3410029,3410047,3410004,3410022
2503,BSU_33239,yvrJ,3410007,3410345,1,3410151,?,3410131,3410149,3410107,3410125
2504,BSU_33240,oxdC,3410466,3411623,1,3410395,"?, O",3410377,3410395,3410350,3410368
2506,BSU_33260,yvrN,3412128,3413357,-1,3415273,A,3415253,3415271,3415230,3415248
2507,BSU_33290,fhuC,3415387,3416196,-1,3418326,A,3418308,3418326,3418282,3418300
2508,BSU_33320,fhuD,3418474,3419421,1,3418419,A,3418400,3418418,3418375,3418393
2509,BSU_33330,yvsH,3419656,3421065,-1,3421389,A,3421370,3421388,3421346,3421364
2510,new_3420519_3421486,S1279,3420519,3421486,1,3420512,?,3420492,3420510,3420468,3420486
2511,BSU_33340,sspJ,3421465,3421605,-1,3421634,"F, G",3421614,3421632,3421591,3421609
2512,BSU_33350,yvsG,3421772,3422254,1,3421716,A,3421696,3421714,3421673,3421691
2513,BSU_33360,yvgJ,3422354,3424207,1,3422301,A,3422282,3422300,3422257,3422275
2514,BSU_33370,yvgK,3424235,3425161,-1,3425194,A,3425174,3425192,3425150,3425168
2515,BSU_33380,yvgL,3425272,3426054,1,3425239,A,3425219,3425237,3425194,3425212
2516,BSU_33400,yvgN,3426749,3427579,-1,3427627,A,3427609,3427627,3427583,3427601
2517,BSU_33410,yvgO,3427802,3428287,1,3427755,B,3427736,3427754,3427710,3427728
2518,BSU_33420,nhaK,3428331,3430343,-1,3430011,?,3429993,3430011,3429968,3429986
2519,BSU_33430,cysI,3430598,3432313,-1,3434200,A,3434182,3434200,3434155,3434173
2520,BSU_33450,helD,3434327,3436651,-1,3436699,?,3436680,3436698,3436655,3436673
2521,BSU_33460,yvgT,3436849,3437457,-1,3437513,A,3437493,3437511,3437469,3437487
2522,BSU_33470,bdbC,3437644,3438060,-1,3438800,A,3438782,3438800,3438755,3438773
2523,BSU_33490,cadA,3438853,3440961,-1,3441054,A,3441034,3441052,3441010,3441028
2524,BSU_33500,copA,3441121,3443529,-1,3443867,A,3443847,3443865,3443824,3443842
2526,BSU_33520,csoR,3443896,3444201,-1,3444241,B,3444222,3444240,3444197,3444215
2527,BSU_33530,iolW,3444329,3445405,1,3444176,A,3444157,3444175,3444133,3444151
2528,BSU_33540,azoR2,3445442,3446077,-1,3446112,G,3446093,3446111,3446067,3446085
2529,BSU_33550,yvaC,3446237,3448132,-1,3448183,"F, G",3448164,3448182,3448138,3448156
2530,BSU_33560,yvaD,3448295,3448696,-1,3449664,A,3449646,3449664,3449619,3449637
2531,BSU_33590,yvaG,3449732,3450526,-1,3450559,B,3450541,3450559,3450515,3450533
2532,BSU_misc_RNA_55,ssrA,3450708,3451071,-1,3451065,?,3451046,3451064,3451022,3451040
2533,BSU_33600,smpB,3451248,3451718,-1,3451131,A,3451113,3451131,3451088,3451106
2534,BSU_33610,rnr,3451863,3454202,-1,3451197,A,3451178,3451196,3451152,3451170
2535,BSU_33620,yvaK,3454221,3454961,-1,3451765,A,3451747,3451765,3451720,3451738
2536,BSU_33630,secG,3455093,3455323,-1,3454629,B,3454609,3454627,3454585,3454603
2537,BSU_33640,yvaM,3455472,3456242,1,3455433,"F, G",3455415,3455433,3455388,3455406
2538,BSU_33660,rghR,3456667,3457074,1,3456621,A,3456603,3456621,3456577,3456595
2539,BSU_33680,catR,3457615,3457941,1,3457589,A,3457570,3457588,3457545,3457563
2540,BSU_33690,yvaQ,3458066,3459766,1,3458028,D,3458009,3458027,3457985,3458003
2541,BSU_33700,opuBD,3459806,3460486,-1,3463319,A,3463299,3463317,3463276,3463294
2542,new_3460206_3462957,S1290,3460206,3462957,1,3460206,B,3460186,3460204,3460163,3460181
2543,BSU_33740,yvaV,3463534,3464067,1,3463374,"E, F",3463354,3463372,3463331,3463349
2544,new_3463734_3464253_c,S1292,3463734,3464253,-1,3464253,A,3464234,3464252,3464210,3464228
2545,BSU_33750,sdpA,3464289,3464765,1,3464210,A,3464191,3464209,3464167,3464185
2546,BSU_33760,sdpB,3464762,3465733,1,3465630,A,3465611,3465629,3465587,3465605
2547,BSU_33780,sdpI,3466434,3467057,-1,3467384,A,3467366,3467384,3467341,3467359
2549,BSU_33800,opuCD,3467546,3468235,-1,3471061,A,3471042,3471060,3471016,3471034
2550,BSU_33840,opcR,3471266,3471823,1,3471230,A,3471211,3471229,3471187,3471205
2551,BSU_33850,yvbG,3471841,3472476,-1,3472523,B,3472503,3472521,3472479,3472497
2552,BSU_33860,yvbH,3472626,3473240,1,3472590,A,3472571,3472589,3472547,3472565
2553,BSU_33870,yvbI,3473372,3474070,1,3473320,A,3473300,3473318,3473276,3473294
2554,BSU_33880,yvbJ,3474106,3475923,-1,3475978,A,3475960,3475978,3475934,3475952
2555,BSU_33890,yvbK,3476043,3476510,1,3475974,A,3475954,3475972,3475929,3475947
2556,BSU_33900,eno,3476555,3477847,-1,3481636,A,3481617,3481635,3481592,3481610
2557,BSU_33910,pgm,3477877,3479412,-1,3482768,?,3482749,3482767,3482723,3482741
2558,BSU_33920,tpi,3479405,3480166,-1,3483870,A,3483850,3483868,3483826,3483844
2559,BSU_33930,pgk,3480197,3481381,-1,3483996,K,3483976,3483994,3483952,3483970
2562,BSU_33960,araE,3484072,3485466,-1,3485569,A,3485551,3485569,3485524,3485542
2563,BSU_33970,araR,3485670,3486758,1,3485643,A,3485625,3485643,3485598,3485616
2564,BSU_33980,yvbT,3486807,3487817,-1,3487895,A,3487876,3487894,3487852,3487870
2565,BSU_33990,yvbU,3487974,3488852,-1,3488904,A,3488885,3488903,3488861,3488879
2566,BSU_34000,yvbV,3488952,3489869,1,3488909,A,3488889,3488907,3488865,3488883
2567,BSU_34020,yvbX,3491655,3492689,-1,3492717,D,3492697,3492715,3492674,3492692
2568,BSU_34030,lutC,3492797,3493519,-1,3495768,A,3495748,3495766,3495725,3495743
2569,BSU_34070,yvfT,3496495,3497610,-1,3497654,A,3497636,3497654,3497609,3497627
2570,BSU_34080,yvfS,3497614,3498351,-1,3499288,A,3499268,3499286,3499244,3499262
2571,BSU_34100,rsbQ,3499541,3500350,1,3499491,A,3499472,3499490,3499446,3499464
2572,BSU_34120,ganB,3501651,3502940,-1,3508556,A,3508537,3508555,3508511,3508529
2573,BSU_34180,lutR,3509831,3510490,-1,3510597,A,3510579,3510597,3510552,3510570
2574,BSU_34190,lutP,3510780,3512471,1,3510671,A,3510653,3510671,3510627,3510645
2575,BSU_34200,sigL,3512498,3513808,-1,3513837,A,3513818,3513836,3513793,3513811
2576,BSU_34210,yvfG,3513887,3514105,1,3513628,A,3513609,3513627,3513583,3513601
2577,BSU_34220,epsO,3514115,3515083,-1,3529911,A,3529893,3529911,3529868,3529886
2578,BSU_34380,slrR,3530101,3530559,1,3529837,"E, F",3529818,3529836,3529792,3529810
2579,BSU_34390,pnbA,3530635,3532104,1,3530057,A,3530038,3530056,3530013,3530031
2580,BSU_34400,padC,3532325,3532810,-1,3533345,A,3533327,3533345,3533301,3533319
2581,BSU_34430,racX,3533419,3534102,-1,3535486,"W, X, Y",3535466,3535484,3535442,3535460
2582,BSU_34450,sacB,3536012,3537433,1,3535813,A,3535794,3535812,3535769,3535787
2585,BSU_34480,yvdT,3540717,3541406,1,3540786,A,3540768,3540786,3540742,3540760
2587,BSU_34510,yvdQ,3542179,3542691,-1,3542722,"F, G",3542703,3542721,3542677,3542695
2588,BSU_34520,cotQ,3542943,3544286,-1,3544323,K,3544305,3544323,3544280,3544298
2589,BSU_34530,cotR,3544642,3545604,1,3544599,K,3544579,3544597,3544556,3544574
2590,BSU_tRNA_81,trnQ-Arg,3545888,3545964,-1,3546012,A,3545994,3546012,3545967,3545985
2591,BSU_34540,clpP,3546234,3546827,1,3546132,B,3546113,3546131,3546089,3546107
2592,BSU_34550,pgcM,3546873,3547553,-1,3557722,A,3557704,3557722,3557678,3557696
2593,BSU_34560,malL,3547550,3549235,-1,3558762,H,3558744,3558762,3558717,3558735
2594,BSU_34640,yvdD,3558940,3559515,-1,3559574,A,3559556,3559574,3559530,3559548
2595,BSU_34650,yvdC,3559632,3559952,1,3559581,A,3559561,3559579,3559536,3559554
2596,BSU_34660,yvdB,3559979,3561571,-1,3562238,A,3562220,3562238,3562193,3562211
2597,BSU_34680,yvcT,3562566,3563543,1,3562331,"E, F",3562313,3562331,3562288,3562306
2598,BSU_34700,psdA,3565496,3566275,-1,3568193,A,3568173,3568191,3568149,3568167
2599,BSU_34729,yvzJ,3568282,3568491,1,3568239,A,3568219,3568237,3568194,3568212
2600,BSU_34730,yvcN,3568527,3569291,-1,3572923,A,3572904,3572922,3572880,3572898
2601,BSU_34740,crh,3569292,3569549,-1,3572980,A,3572961,3572979,3572935,3572953
2604,BSU_34790,trxB,3573207,3574157,-1,3574245,A,3574225,3574243,3574202,3574220
2605,new_3574321_3577707,S1326,3574321,3577707,1,3574320,B,3574300,3574318,3574275,3574293
2606,BSU_34800,cwlO,3574363,3575784,-1,3575982,A,3575964,3575982,3575937,3575955
2607,BSU_34810,yvcD,3576165,3577619,-1,3579580,A,3579562,3579580,3579536,3579554
2609,BSU_34830,yvzA,3579679,3580038,-1,3582779,A,3582760,3582778,3582735,3582753
2610,BSU_34860,hisI,3582936,3583565,-1,3589438,A,3589418,3589436,3589394,3589412
2611,BSU_34940,yvpB,3589611,3590363,1,3589435,A,3589416,3589434,3589390,3589408
2612,BSU_34950,pelC,3590603,3591268,1,3589577,A,3589559,3589577,3589532,3589550
2613,BSU_34960,yvoF,3591288,3591806,-1,3595218,A,3595198,3595216,3595173,3595191
2615,BSU_35010,nagA,3595356,3596546,1,3595327,A,3595307,3595325,3595282,3595300
2616,BSU_35040,yvnB,3598040,3601909,-1,3601936,"F, G",3601917,3601935,3601892,3601910
2617,BSU_35050,yvnA,3602074,3602547,1,3602024,A,3602004,3602022,3601979,3601997
2618,BSU_35060,cypX,3602588,3603805,-1,3604754,A,3604736,3604754,3604710,3604728
2619,new_3602657_3602942,S1335,3602657,3602942,1,3602657,?,3602639,3602657,3602613,3602631
2620,BSU_35080,pchR,3604993,3605502,1,3604922,A,3604902,3604920,3604878,3604896
2621,BSU_35100,yvlD,3606762,3607121,-1,3608829,"W, X, Y",3608809,3608827,3608785,3608803
2622,BSU_35110,yvlC,3607123,3607320,-1,3609334,A,3609314,3609332,3609289,3609307
2623,BSU_35140,yvkN,3608991,3609221,1,3608949,A,3608929,3608947,3608904,3608922
2624,BSU_35150,yvzB,3609420,3609902,-1,3609575,?,3609557,3609575,3609532,3609550
2625,BSU_35160,uvrA,3610064,3612937,-1,3614976,A,3614957,3614975,3614931,3614949
2627,BSU_35180,csbA,3615116,3615346,-1,3615374,A,3615356,3615374,3615330,3615348
2628,BSU_35190,yvkC,3615793,3618288,1,3615701,A,3615683,3615701,3615657,3615675
2629,BSU_35200,yvkB,3618364,3618933,1,3618321,?,3618302,3618320,3618276,3618294
2630,BSU_35239,swrAA/2,3621931,3622047,-1,3622137,A,3622119,3622137,3622093,3622111
2631,BSU_35240,ctpB,3622356,3623798,-1,3623840,"F, G",3623820,3623838,3623797,3623815
2632,BSU_35250,ftsX,3623938,3624828,-1,3625640,A,3625620,3625638,3625596,3625614
2634,BSU_35270,cccB,3625741,3626079,-1,3626119,A,3626100,3626118,3626076,3626094
2635,BSU_35280,yvjA,3626128,3627012,-1,3627021,A,3627002,3627020,3626977,3626995
2636,BSU_35290,prfB,3627139,3628240,-1,3630908,A,3630889,3630907,3630865,3630883
2637,BSU_35310,hpf,3631003,3631572,-1,3631600,H,3631580,3631598,3631555,3631573
2638,BSU_35319,smiA,3631763,3632140,-1,3631608,"B, H",3631589,3631607,3631565,3631583
2639,BSU_35320,fliT,3632150,3632491,-1,3631729,"E, F",3631711,3631729,3631685,3631703
2640,BSU_35330,fliS,3632488,3632889,-1,3634778,D,3634760,3634778,3634734,3634752
2641,BSU_35340,fliD,3632911,3634407,-1,3634897,A,3634878,3634896,3634854,3634872
2643,BSU_35360,hag,3634987,3635901,-1,3635993,D,3635973,3635991,3635948,3635966
2644,BSU_35380,fliW,3636264,3636695,-1,3640591,D,3640571,3640589,3640546,3640564
2645,BSU_35390,yviE,3636716,3637291,-1,3641093,D,3641073,3641091,3641048,3641066
2646,BSU_35400,flgL,3637338,3638234,-1,3642146,A,3642126,3642144,3642101,3642119
2647,BSU_35410,flgK,3638245,3639768,-1,3643575,A,3643555,3643573,3643530,3643548
2654,BSU_35480,degV,3643664,3644509,-1,3644555,A,3644537,3644555,3644512,3644530
2655,new_3643957_3645689,S1354,3643957,3645689,1,3643957,A,3643937,3643955,3643914,3643932
2656,BSU_35500,degS,3645379,3646536,-1,3646657,A,3646639,3646657,3646613,3646631
2657,BSU_35510,yvyE,3646753,3647406,1,3646613,A,3646593,3646611,3646570,3646588
2658,new_3647109_3647701_c,S1358,3647109,3647701,-1,3647706,B,3647687,3647705,3647661,3647679
2660,BSU_35530,tagO,3648654,3649730,-1,3649813,A,3649795,3649813,3649769,3649787
2661,new_3648747_3649980,S1359,3648747,3649980,1,3648747,K,3648729,3648747,3648704,3648722
2662,BSU_35550,tuaG,3651097,3651855,-1,3658936,"?, A",3658917,3658935,3658891,3658909
2663,BSU_35560,tuaF,3651879,3652559,-1,3658937,"?, A",3658919,3658937,3658894,3658912
2664,BSU_35620,lytC,3659119,3660609,-1,3663109,D,3663090,3663108,3663065,3663083
2665,BSU_35630,lytB,3660648,3662765,-1,3663130,"A, D",3663111,3663129,3663086,3663104
2667,BSU_35650,tagU,3663281,3664201,1,3663113,?,3663094,3663112,3663070,3663088
2668,BSU_35660,mnaA,3664241,3665383,-1,3665436,A,3665418,3665436,3665393,3665411
2669,BSU_35670,gtaB,3665629,3666507,1,3665549,A,3665531,3665549,3665506,3665524
2670,BSU_35698,yvzI,3671416,3671622,-1,3672493,A,3672474,3672492,3672450,3672468
2671,BSU_35699,yvzE,3672929,3673525,1,3672793,A,3672773,3672791,3672748,3672766
2672,BSU_35700,tagH,3673564,3675147,-1,3681091,A,3681071,3681089,3681048,3681066
2674,BSU_35750,tagA,3681370,3682140,1,3681295,A,3681277,3681295,3681252,3681270
2675,new_3681497_3681845_c,S1376,3681497,3681845,-1,3681853,"F, G",3681834,3681852,3681810,3681828
2677,BSU_35770,tagC,3683438,3684766,1,3683392,A,3683373,3683391,3683349,3683367
2678,BSU_35780,lytD,3684826,3687468,-1,3686073,K,3686055,3686073,3686030,3686048
2679,BSU_35790,pmi,3687597,3688547,-1,3688577,B,3688559,3688577,3688533,3688551
