,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
2377,BSU_31690,comP,3253529,3255838,-1,3257021,A,3257027,3257032,3257056,3257061
2378,new_3255432_3256404,S1214,3255432,3256404,1,3254559,A,3254540,3254545,3254524,3254529
2380,BSU_31720,degQ,3257092,3257232,-1,3257307,A,3257312,3257317,3257344,3257349
2381,BSU_31730,yuzC,3257693,3258061,1,3257666,"E, F",3257656,3257661,3257632,3257637
2382,BSU_31740,pdeH,3258037,3259266,-1,3259299,A,3259306,3259311,3259338,3259343
2383,BSU_31760,pncA,3260891,3261442,-1,3261477,A,3261490,3261495,3261515,3261520
2384,BSU_31770,yueI,3261539,3261937,-1,3262291,A,3262299,3262304,3262328,3262333
2385,BSU_31790,yueG,3262330,3262551,-1,3262575,K,3262582,3262587,3262602,3262607
2386,BSU_31800,yueF,3262611,3263720,-1,3263784,A,3263795,3263800,3263809,3263814
2387,BSU_31810,yuzE,3263835,3264224,1,3263403,A,3263397,3263402,3263368,3263373
2388,BSU_31820,yuzF,3264265,3264501,-1,3264535,K,3264541,3264546,3264573,3264578
2389,BSU_31830,yueE,3264678,3265208,-1,3265239,A,3265245,3265250,3265271,3265276
2390,BSU_31840,yueD,3265406,3266137,-1,3266163,A,3266176,3266181,3266197,3266202
2391,BSU_31850,yueC,3266200,3266655,-1,3276513,A,3276522,3276527,3276541,3276546
2392,new_3266637_3269004,S1224,3266637,3269004,1,3266637,B,3266629,3266634,3266607,3266612
2395,new_3273703_3274665,S1225,3273703,3274665,1,3273703,B,3273696,3273701,3273660,3273665
2397,new_3276604_3276710,S1227,3276604,3276710,1,3276494,A,3276479,3276484,3276457,3276462
2398,BSU_31920,adeR,3276955,3278223,1,3276802,A,3276788,3276793,3276770,3276775
2399,BSU_31930,ald,3278325,3279461,1,3278300,A,3278290,3278295,3278262,3278267
2401,BSU_31959,ybdZ,3280294,3280503,-1,3292405,A,3292408,3292413,3292440,3292445
2403,BSU_32010,besA,3292490,3293359,-1,3293440,A,3293446,3293451,3293480,3293485
2404,BSU_32020,yuiH,3293573,3294169,-1,3294254,?,3294258,3294263,3294289,3294294
2405,BSU_32030,yuiG,3294270,3294872,1,3294222,A,3294207,3294212,3294180,3294185
2406,BSU_32040,yuiF,3294942,3296270,-1,3296327,A,3296340,3296345,3296363,3296368
2407,BSU_32050,yuiE,3296417,3297919,-1,3297999,A,3297999,3298004,3298039,3298044
2408,BSU_32060,yuiD,3298077,3298553,1,3297962,A,3297944,3297949,3297919,3297924
2409,BSU_32070,yuiC,3298584,3299240,-1,3299252,"F, G",3299256,3299261,3299282,3299287
2410,new_3298930_3299376,S1234,3298930,3299376,1,3298928,K,3298911,3298916,3298897,3298902
2411,BSU_32080,yuiB,3299344,3299664,-1,3299688,A,3299695,3299700,3299723,3299728
2412,new_3299590_3299699,S1236,3299590,3299699,1,3299590,?,3299573,3299578,3299555,3299560
2413,BSU_32090,yuiA,3299718,3299861,-1,3299906,A,3299918,3299923,3299941,3299946
2414,BSU_32100,yumB,3300034,3301254,-1,3301382,"E, F",3301393,3301398,3301411,3301416
2415,BSU_32110,yumC,3301586,3302584,1,3301541,A,3301534,3301539,3301505,3301510
2416,BSU_32120,yuzG,3302623,3302763,-1,3302893,A,3302908,3302913,3302918,3302923
2417,BSU_32130,guaC,3303042,3304022,1,3302979,A,3302968,3302973,3302934,3302939
2418,BSU_32140,paiB,3304096,3304719,-1,3305320,A,3305329,3305334,3305349,3305354
2419,BSU_32150,paiA,3304743,3305261,-1,3305428,A,3305428,3305433,3305464,3305469
2420,BSU_32160,sufA,3305599,3305961,-1,3306002,A,3306012,3306017,3306035,3306040
2421,BSU_32170,dapF,3306040,3306894,-1,3306618,K,3306632,3306637,3306645,3306650
2422,BSU_32180,yutK,3307017,3308231,-1,3308273,A,3308288,3308293,3308302,3308307
2423,new_3307598_3308367,S1243,3307598,3308367,1,3307594,B,3307574,3307579,3307559,3307564
2424,BSU_32190,yuzB,3308368,3308604,-1,3308576,?,3308589,3308594,3308605,3308610
2425,BSU_32200,yutJ,3308867,3309934,1,3308787,A,3308778,3308783,3308746,3308751
2426,BSU_32210,yuzD,3309960,3310286,-1,3310335,A,3310347,3310352,3310371,3310376
2427,BSU_32220,yutI,3310386,3310721,1,3310392,A,3310380,3310385,3310359,3310364
2428,BSU_32230,yuxL,3310763,3312736,-1,3312774,H,3312787,3312792,3312801,3312806
2429,BSU_32240,thrB,3312844,3313773,-1,3316211,A,3316221,3316226,3316243,3316248
2430,BSU_32250,thrC,3313770,3314828,-1,3317379,"E, F",3317392,3317397,3317418,3317423
2431,BSU_32280,yutG,3317502,3318002,1,3317409,"E, F",3317389,3317394,3317372,3317377
2432,BSU_32290,yutF,3318029,3318799,-1,3319606,A,3319621,3319626,3319644,3319649
2433,BSU_32320,yutC,3319676,3320308,1,3319653,"F, G",3319648,3319653,3319609,3319614
2434,BSU_32330,lipA,3320324,3321220,-1,3321355,A,3321364,3321369,3321385,3321390
2435,BSU_32340,lytH,3321455,3322435,1,3321427,"F, G",3321408,3321413,3321388,3321393
2436,BSU_32350,fisB,3322463,3323227,-1,3323245,"E, F",3323260,3323265,3323283,3323288
2437,BSU_32360,yunC,3323300,3323605,-1,3323642,K,3323649,3323654,3323668,3323673
2438,BSU_32370,yunD,3323670,3325058,-1,3326791,A,3326804,3326809,3326823,3326828
2439,BSU_32380,yunE,3325078,3325899,-1,3327182,A,3327189,3327194,3327214,3327219
2440,BSU_32410,pucH,3327247,3328587,-1,3328654,A,3328665,3328670,3328689,3328694
2441,BSU_32420,pucR,3328762,3330357,1,3328672,A,3328663,3328668,3328634,3328639
2443,BSU_32440,pucK,3331857,3333149,1,3330475,A,3330470,3330475,3330430,3330435
2445,BSU_32460,pucM,3334646,3334990,1,3334745,A,3334731,3334736,3334707,3334712
2446,BSU_32469,yuzJ,3335414,3335545,1,3335378,K,3335359,3335364,3335344,3335349
2447,BSU_32470,pucE,3335751,3336272,-1,3341024,A,3341027,3341032,3341050,3341055
2448,BSU_32480,pucD,3336263,3338500,-1,3341058,A,3341061,3341066,3341098,3341103
2451,BSU_32520,pucG,3341166,3342416,-1,3343697,A,3343699,3343704,3343728,3343733
2452,BSU_32540,yurI,3344113,3344979,1,3344072,A,3344054,3344059,3344032,3344037
2453,BSU_32560,frlR,3346298,3347026,1,3346185,A,3346173,3346178,3346151,3346156
2454,BSU_32570,frlD,3347051,3347905,-1,3347250,A,3347262,3347267,3347281,3347286
2455,BSU_32580,frlM,3347919,3348821,-1,3347448,?,3347460,3347465,3347478,3347483
2456,BSU_32590,frlN,3348825,3349703,-1,3352143,A,3352151,3352156,3352173,3352178
2457,BSU_32600,frlO,3349761,3351029,-1,3352750,"F, G",3352754,3352759,3352790,3352795
2458,BSU_32610,frlB,3351110,3352096,-1,3353938,A,3353940,3353945,3353974,3353979
2459,BSU_32620,yurQ,3352312,3352686,-1,3354048,?,3354052,3354057,3354082,3354087
2460,BSU_32630,yurR,3352789,3353907,-1,3354356,?,3354363,3354368,3354383,3354388
2461,BSU_32640,sspG,3354066,3354212,1,3354043,K,3354036,3354041,3354010,3354015
2463,BSU_32660,glxB,3354551,3354934,-1,3355345,A,3355354,3355359,3355375,3355380
2464,BSU_32670,sufB,3355593,3356990,-1,3360825,A,3360829,3360834,3360863,3360868
2465,BSU_32680,sufU,3357011,3357454,-1,3360890,A,3360905,3360910,3360929,3360934
2466,BSU_32719,yuzK,3360974,3361111,-1,3361705,"F, G",3361716,3361721,3361744,3361749
2467,BSU_32730,metQ,3361767,3362591,-1,3364542,A,3364551,3364556,3364570,3364575
2469,BSU_32790,yusG,3365831,3366067,-1,3366082,"F, G",3366086,3366091,3366121,3366126
2470,BSU_32800,gcvH,3366123,3366506,-1,3366544,A,3366558,3366563,3366578,3366583
2471,BSU_32810,yusI,3366573,3366929,-1,3366962,A,3366977,3366982,3366997,3367002
2472,BSU_32820,fadE,3367040,3368824,-1,3372465,A,3372469,3372474,3372502,3372507
2473,BSU_32830,fadA,3368839,3370014,-1,3374171,K,3374182,3374187,3374210,3374215
2474,BSU_32849,yuzL,3372569,3372715,1,3371836,"E, F",3371827,3371832,3371796,3371801
2475,BSU_32870,mdtR,3374492,3374959,1,3374426,A,3374406,3374411,3374384,3374389
2476,BSU_32890,yusQ,3376617,3377000,-1,3377808,A,3377820,3377825,3377847,3377852
2477,BSU_32920,yusT,3377893,3378780,1,3377833,A,3377824,3377829,3377801,3377806
2478,BSU_32930,yusU,3378800,3379087,-1,3380077,A,3380081,3380086,3380112,3380117
2480,BSU_32950,yusW,3380157,3380594,-1,3380624,"E, F",3380628,3380633,3380661,3380666
2481,BSU_32960,yusY/1,3380704,3382212,-1,3382538,A,3382545,3382550,3382565,3382570
2482,BSU_32980,yusZ,3382633,3383475,1,3382593,A,3382584,3382589,3382561,3382566
2484,BSU_33000,htrB,3384070,3385446,-1,3385618,A,3385629,3385634,3385644,3385649
2485,BSU_33010,cssR,3385724,3386401,1,3385625,A,3385612,3385617,3385583,3385588
2487,BSU_33029,yirB,3387781,3387945,-1,3388007,A,3388009,3388014,3388035,3388040
2488,BSU_33030,yuxN,3388113,3388988,1,3388000,A,3387995,3388000,3387966,3387971
2489,BSU_33040,citG,3389024,3390412,-1,3390443,H,3390446,3390451,3390480,3390485
2490,BSU_33049,yvzF,3390479,3390664,-1,3390698,A,3390711,3390716,3390724,3390729
2491,BSU_33050,gerAA,3390782,3392230,1,3390753,"F, G",3390738,3390743,3390721,3390726
2492,BSU_33080,liaR,3394422,3395057,-1,3397765,A,3397776,3397781,3397798,3397803
2493,BSU_33090,liaS,3395035,3396117,-1,3398956,A,3398966,3398971,3398983,3398988
2495,BSU_33140,yvqJ,3399092,3400360,-1,3400405,A,3400417,3400422,3400439,3400444
2496,BSU_33150,yvqK,3400537,3401118,-1,3404707,A,3404709,3404714,3404734,3404739
2497,BSU_33190,yvrD,3404835,3405626,1,3404795,A,3404776,3404781,3404753,3404758
2498,BSU_33200,yvrE,3405664,3406542,-1,3406585,B,3406585,3406590,3406617,3406622
2499,BSU_33210,yvrG,3406614,3408356,-1,3409115,A,3409125,3409130,3409154,3409159
2500,BSU_33221,yvrHb,3408353,3409066,-1,3409463,B,3409464,3409469,3409493,3409498
2501,BSU_33222,rsoA,3409219,3409458,-1,3410002,A,3410013,3410018,3410037,3410042
2502,BSU_33230,sigO,3409462,3409992,-1,3410048,"A, O",3410059,3410064,3410086,3410091
2503,BSU_33239,yvrJ,3410007,3410345,1,3410151,?,3410142,3410147,3410112,3410117
2504,BSU_33240,oxdC,3410466,3411623,1,3410395,"?, O",3410379,3410384,3410358,3410363
2506,BSU_33260,yvrN,3412128,3413357,-1,3415273,A,3415282,3415287,3415306,3415311
2507,BSU_33290,fhuC,3415387,3416196,-1,3418326,A,3418340,3418345,3418358,3418363
2508,BSU_33320,fhuD,3418474,3419421,1,3418419,A,3418407,3418412,3418379,3418384
2509,BSU_33330,yvsH,3419656,3421065,-1,3421389,A,3421402,3421407,3421423,3421428
2510,new_3420519_3421486,S1279,3420519,3421486,1,3420512,?,3420492,3420497,3420480,3420485
2511,BSU_33340,sspJ,3421465,3421605,-1,3421634,"F, G",3421638,3421643,3421673,3421678
2512,BSU_33350,yvsG,3421772,3422254,1,3421716,A,3421702,3421707,3421685,3421690
2513,BSU_33360,yvgJ,3422354,3424207,1,3422301,A,3422285,3422290,3422260,3422265
2514,BSU_33370,yvgK,3424235,3425161,-1,3425194,A,3425199,3425204,3425233,3425238
2515,BSU_33380,yvgL,3425272,3426054,1,3425239,A,3425231,3425236,3425207,3425212
2516,BSU_33400,yvgN,3426749,3427579,-1,3427627,A,3427630,3427635,3427659,3427664
2517,BSU_33410,yvgO,3427802,3428287,1,3427755,B,3427747,3427752,3427724,3427729
2518,BSU_33420,nhaK,3428331,3430343,-1,3430011,?,3430014,3430019,3430049,3430054
2519,BSU_33430,cysI,3430598,3432313,-1,3434200,A,3434204,3434209,3434229,3434234
2520,BSU_33450,helD,3434327,3436651,-1,3436699,?,3436704,3436709,3436734,3436739
2521,BSU_33460,yvgT,3436849,3437457,-1,3437513,A,3437523,3437528,3437547,3437552
2522,BSU_33470,bdbC,3437644,3438060,-1,3438800,A,3438803,3438808,3438835,3438840
2523,BSU_33490,cadA,3438853,3440961,-1,3441054,A,3441067,3441072,3441081,3441086
2524,BSU_33500,copA,3441121,3443529,-1,3443867,A,3443877,3443882,3443899,3443904
2526,BSU_33520,csoR,3443896,3444201,-1,3444241,B,3444251,3444256,3444270,3444275
2527,BSU_33530,iolW,3444329,3445405,1,3444176,A,3444171,3444176,3444146,3444151
2528,BSU_33540,azoR2,3445442,3446077,-1,3446112,G,3446113,3446118,3446152,3446157
2529,BSU_33550,yvaC,3446237,3448132,-1,3448183,"F, G",3448196,3448201,3448214,3448219
2530,BSU_33560,yvaD,3448295,3448696,-1,3449664,A,3449670,3449675,3449693,3449698
2531,BSU_33590,yvaG,3449732,3450526,-1,3450559,B,3450572,3450577,3450590,3450595
2532,BSU_misc_RNA_55,ssrA,3450708,3451071,-1,3451065,?,3451070,3451075,3451097,3451102
2533,BSU_33600,smpB,3451248,3451718,-1,3451131,A,3451141,3451146,3451162,3451167
2534,BSU_33610,rnr,3451863,3454202,-1,3451197,A,3451205,3451210,3451230,3451235
2535,BSU_33620,yvaK,3454221,3454961,-1,3451765,A,3451770,3451775,3451793,3451798
2536,BSU_33630,secG,3455093,3455323,-1,3454629,B,3454638,3454643,3454667,3454672
2537,BSU_33640,yvaM,3455472,3456242,1,3455433,"F, G",3455424,3455429,3455390,3455395
2538,BSU_33660,rghR,3456667,3457074,1,3456621,A,3456602,3456607,3456583,3456588
2539,BSU_33680,catR,3457615,3457941,1,3457589,A,3457572,3457577,3457559,3457564
2540,BSU_33690,yvaQ,3458066,3459766,1,3458028,D,3458019,3458024,3457983,3457988
2541,BSU_33700,opuBD,3459806,3460486,-1,3463319,A,3463319,3463324,3463345,3463350
2542,new_3460206_3462957,S1290,3460206,3462957,1,3460206,B,3460200,3460205,3460173,3460178
2543,BSU_33740,yvaV,3463534,3464067,1,3463374,"E, F",3463368,3463373,3463332,3463337
2544,new_3463734_3464253_c,S1292,3463734,3464253,-1,3464253,A,3464265,3464270,3464285,3464290
2545,BSU_33750,sdpA,3464289,3464765,1,3464210,A,3464199,3464204,3464168,3464173
2546,BSU_33760,sdpB,3464762,3465733,1,3465630,A,3465612,3465617,3465587,3465592
2547,BSU_33780,sdpI,3466434,3467057,-1,3467384,A,3467384,3467389,3467410,3467415
2549,BSU_33800,opuCD,3467546,3468235,-1,3471061,A,3471073,3471078,3471100,3471105
2550,BSU_33840,opcR,3471266,3471823,1,3471230,A,3471223,3471228,3471200,3471205
2551,BSU_33850,yvbG,3471841,3472476,-1,3472523,B,3472535,3472540,3472551,3472556
2552,BSU_33860,yvbH,3472626,3473240,1,3472590,A,3472577,3472582,3472554,3472559
2553,BSU_33870,yvbI,3473372,3474070,1,3473320,A,3473315,3473320,3473275,3473280
2554,BSU_33880,yvbJ,3474106,3475923,-1,3475978,A,3475992,3475997,3476013,3476018
2555,BSU_33890,yvbK,3476043,3476510,1,3475974,A,3475969,3475974,3475939,3475944
2556,BSU_33900,eno,3476555,3477847,-1,3481636,A,3481648,3481653,3481675,3481680
2557,BSU_33910,pgm,3477877,3479412,-1,3482768,?,3482771,3482776,3482804,3482809
2558,BSU_33920,tpi,3479405,3480166,-1,3483870,A,3483878,3483883,3483896,3483901
2559,BSU_33930,pgk,3480197,3481381,-1,3483996,K,3483997,3484002,3484027,3484032
2562,BSU_33960,araE,3484072,3485466,-1,3485569,A,3485573,3485578,3485604,3485609
2563,BSU_33970,araR,3485670,3486758,1,3485643,A,3485633,3485638,3485599,3485604
2564,BSU_33980,yvbT,3486807,3487817,-1,3487895,A,3487896,3487901,3487932,3487937
2565,BSU_33990,yvbU,3487974,3488852,-1,3488904,A,3488919,3488924,3488930,3488935
2566,BSU_34000,yvbV,3488952,3489869,1,3488909,A,3488896,3488901,3488873,3488878
2567,BSU_34020,yvbX,3491655,3492689,-1,3492717,D,3492721,3492726,3492751,3492756
2568,BSU_34030,lutC,3492797,3493519,-1,3495768,A,3495776,3495781,3495804,3495809
2569,BSU_34070,yvfT,3496495,3497610,-1,3497654,A,3497658,3497663,3497694,3497699
2570,BSU_34080,yvfS,3497614,3498351,-1,3499288,A,3499302,3499307,3499320,3499325
2571,BSU_34100,rsbQ,3499541,3500350,1,3499491,A,3499484,3499489,3499447,3499452
2572,BSU_34120,ganB,3501651,3502940,-1,3508556,A,3508571,3508576,3508583,3508588
2573,BSU_34180,lutR,3509831,3510490,-1,3510597,A,3510606,3510611,3510627,3510632
2574,BSU_34190,lutP,3510780,3512471,1,3510671,A,3510655,3510660,3510629,3510634
2575,BSU_34200,sigL,3512498,3513808,-1,3513837,A,3513845,3513850,3513870,3513875
2576,BSU_34210,yvfG,3513887,3514105,1,3513628,A,3513621,3513626,3513595,3513600
2577,BSU_34220,epsO,3514115,3515083,-1,3529911,A,3529923,3529928,3529938,3529943
2578,BSU_34380,slrR,3530101,3530559,1,3529837,"E, F",3529824,3529829,3529807,3529812
2579,BSU_34390,pnbA,3530635,3532104,1,3530057,A,3530045,3530050,3530014,3530019
2580,BSU_34400,padC,3532325,3532810,-1,3533345,A,3533359,3533364,3533384,3533389
2581,BSU_34430,racX,3533419,3534102,-1,3535486,"W, X, Y",3535493,3535498,3535516,3535521
2582,BSU_34450,sacB,3536012,3537433,1,3535813,A,3535796,3535801,3535775,3535780
2585,BSU_34480,yvdT,3540717,3541406,1,3540786,A,3540777,3540782,3540755,3540760
2587,BSU_34510,yvdQ,3542179,3542691,-1,3542722,"F, G",3542726,3542731,3542755,3542760
2588,BSU_34520,cotQ,3542943,3544286,-1,3544323,K,3544332,3544337,3544357,3544362
2589,BSU_34530,cotR,3544642,3545604,1,3544599,K,3544579,3544584,3544557,3544562
2590,BSU_tRNA_81,trnQ-Arg,3545888,3545964,-1,3546012,A,3546015,3546020,3546038,3546043
2591,BSU_34540,clpP,3546234,3546827,1,3546132,B,3546114,3546119,3546092,3546097
2592,BSU_34550,pgcM,3546873,3547553,-1,3557722,A,3557727,3557732,3557752,3557757
2593,BSU_34560,malL,3547550,3549235,-1,3558762,H,3558767,3558772,3558799,3558804
2594,BSU_34640,yvdD,3558940,3559515,-1,3559574,A,3559583,3559588,3559604,3559609
2595,BSU_34650,yvdC,3559632,3559952,1,3559581,A,3559570,3559575,3559539,3559544
2596,BSU_34660,yvdB,3559979,3561571,-1,3562238,A,3562249,3562254,3562277,3562282
2597,BSU_34680,yvcT,3562566,3563543,1,3562331,"E, F",3562313,3562318,3562289,3562294
2598,BSU_34700,psdA,3565496,3566275,-1,3568193,A,3568202,3568207,3568227,3568232
2599,BSU_34729,yvzJ,3568282,3568491,1,3568239,A,3568225,3568230,3568205,3568210
2600,BSU_34730,yvcN,3568527,3569291,-1,3572923,A,3572927,3572932,3572952,3572957
2601,BSU_34740,crh,3569292,3569549,-1,3572980,A,3572987,3572992,3573005,3573010
2604,BSU_34790,trxB,3573207,3574157,-1,3574245,A,3574255,3574260,3574284,3574289
2605,new_3574321_3577707,S1326,3574321,3577707,1,3574320,B,3574308,3574313,3574288,3574293
2606,BSU_34800,cwlO,3574363,3575784,-1,3575982,A,3575986,3575991,3576019,3576024
2607,BSU_34810,yvcD,3576165,3577619,-1,3579580,A,3579583,3579588,3579615,3579620
2609,BSU_34830,yvzA,3579679,3580038,-1,3582779,A,3582788,3582793,3582805,3582810
2610,BSU_34860,hisI,3582936,3583565,-1,3589438,A,3589451,3589456,3589471,3589476
2611,BSU_34940,yvpB,3589611,3590363,1,3589435,A,3589424,3589429,3589391,3589396
2612,BSU_34950,pelC,3590603,3591268,1,3589577,A,3589560,3589565,3589532,3589537
2613,BSU_34960,yvoF,3591288,3591806,-1,3595218,A,3595232,3595237,3595252,3595257
2615,BSU_35010,nagA,3595356,3596546,1,3595327,A,3595319,3595324,3595293,3595298
2616,BSU_35040,yvnB,3598040,3601909,-1,3601936,"F, G",3601951,3601956,3601962,3601967
2617,BSU_35050,yvnA,3602074,3602547,1,3602024,A,3602019,3602024,3601992,3601997
2618,BSU_35060,cypX,3602588,3603805,-1,3604754,A,3604761,3604766,3604792,3604797
2619,new_3602657_3602942,S1335,3602657,3602942,1,3602657,?,3602640,3602645,3602615,3602620
2620,BSU_35080,pchR,3604993,3605502,1,3604922,A,3604907,3604912,3604890,3604895
2621,BSU_35100,yvlD,3606762,3607121,-1,3608829,"W, X, Y",3608829,3608834,3608858,3608863
2622,BSU_35110,yvlC,3607123,3607320,-1,3609334,A,3609345,3609350,3609371,3609376
2623,BSU_35140,yvkN,3608991,3609221,1,3608949,A,3608931,3608936,3608907,3608912
2624,BSU_35150,yvzB,3609420,3609902,-1,3609575,?,3609585,3609590,3609610,3609615
2625,BSU_35160,uvrA,3610064,3612937,-1,3614976,A,3614978,3614983,3615005,3615010
2627,BSU_35180,csbA,3615116,3615346,-1,3615374,A,3615384,3615389,3615410,3615415
2628,BSU_35190,yvkC,3615793,3618288,1,3615701,A,3615685,3615690,3615660,3615665
2629,BSU_35200,yvkB,3618364,3618933,1,3618321,?,3618302,3618307,3618289,3618294
2630,BSU_35239,swrAA/2,3621931,3622047,-1,3622137,A,3622140,3622145,3622174,3622179
2631,BSU_35240,ctpB,3622356,3623798,-1,3623840,"F, G",3623851,3623856,3623866,3623871
2632,BSU_35250,ftsX,3623938,3624828,-1,3625640,A,3625653,3625658,3625666,3625671
2634,BSU_35270,cccB,3625741,3626079,-1,3626119,A,3626132,3626137,3626153,3626158
2635,BSU_35280,yvjA,3626128,3627012,-1,3627021,A,3627036,3627041,3627048,3627053
2636,BSU_35290,prfB,3627139,3628240,-1,3630908,A,3630916,3630921,3630934,3630939
2637,BSU_35310,hpf,3631003,3631572,-1,3631600,H,3631600,3631605,3631629,3631634
2638,BSU_35319,smiA,3631763,3632140,-1,3631608,"B, H",3631613,3631618,3631644,3631649
2639,BSU_35320,fliT,3632150,3632491,-1,3631729,"E, F",3631730,3631735,3631768,3631773
2640,BSU_35330,fliS,3632488,3632889,-1,3634778,D,3634780,3634785,3634805,3634810
2641,BSU_35340,fliD,3632911,3634407,-1,3634897,A,3634911,3634916,3634928,3634933
2643,BSU_35360,hag,3634987,3635901,-1,3635993,D,3636008,3636013,3636019,3636024
2644,BSU_35380,fliW,3636264,3636695,-1,3640591,D,3640591,3640596,3640630,3640635
2645,BSU_35390,yviE,3636716,3637291,-1,3641093,D,3641094,3641099,3641126,3641131
2646,BSU_35400,flgL,3637338,3638234,-1,3642146,A,3642150,3642155,3642174,3642179
2647,BSU_35410,flgK,3638245,3639768,-1,3643575,A,3643579,3643584,3643609,3643614
2654,BSU_35480,degV,3643664,3644509,-1,3644555,A,3644568,3644573,3644588,3644593
2655,new_3643957_3645689,S1354,3643957,3645689,1,3643957,A,3643950,3643955,3643921,3643926
2656,BSU_35500,degS,3645379,3646536,-1,3646657,A,3646662,3646667,3646694,3646699
2657,BSU_35510,yvyE,3646753,3647406,1,3646613,A,3646605,3646610,3646583,3646588
2658,new_3647109_3647701_c,S1358,3647109,3647701,-1,3647706,B,3647706,3647711,3647734,3647739
2660,BSU_35530,tagO,3648654,3649730,-1,3649813,A,3649828,3649833,3649851,3649856
2661,new_3648747_3649980,S1359,3648747,3649980,1,3648747,K,3648728,3648733,3648717,3648722
2662,BSU_35550,tuaG,3651097,3651855,-1,3658936,"?, A",3658941,3658946,3658971,3658976
2663,BSU_35560,tuaF,3651879,3652559,-1,3658937,"?, A",3658941,3658946,3658971,3658976
2664,BSU_35620,lytC,3659119,3660609,-1,3663109,D,3663117,3663122,3663141,3663146
2665,BSU_35630,lytB,3660648,3662765,-1,3663130,"A, D",3663130,3663135,3663159,3663164
2667,BSU_35650,tagU,3663281,3664201,1,3663113,?,3663101,3663106,3663071,3663076
2668,BSU_35660,mnaA,3664241,3665383,-1,3665436,A,3665437,3665442,3665462,3665467
2669,BSU_35670,gtaB,3665629,3666507,1,3665549,A,3665529,3665534,3665507,3665512
2670,BSU_35698,yvzI,3671416,3671622,-1,3672493,A,3672493,3672498,3672530,3672535
2671,BSU_35699,yvzE,3672929,3673525,1,3672793,A,3672777,3672782,3672758,3672763
2672,BSU_35700,tagH,3673564,3675147,-1,3681091,A,3681091,3681096,3681127,3681132
2674,BSU_35750,tagA,3681370,3682140,1,3681295,A,3681286,3681291,3681262,3681267
2675,new_3681497_3681845_c,S1376,3681497,3681845,-1,3681853,"F, G",3681855,3681860,3681882,3681887
2677,BSU_35770,tagC,3683438,3684766,1,3683392,A,3683383,3683388,3683347,3683352
2678,BSU_35780,lytD,3684826,3687468,-1,3686073,K,3686085,3686090,3686102,3686107
2679,BSU_35790,pmi,3687597,3688547,-1,3688577,B,3688579,3688584,3688607,3688612
2680,BSU_35800,gerBA,3688812,3690263,1,3688776,"F, G",3688756,3688761,3688742,3688747
2681,BSU_35830,ywtG,3692533,3693906,-1,3693954,B,3693954,3693959,3693992,3693997
2682,BSU_35840,tagT,3694239,3695207,1,3694080,"W, X, Y",3694062,3694067,3694039,3694044
2684,BSU_35860,pgdS,3696257,3697498,-1,3697542,D,3697548,3697553,3697571,3697576
2685,BSU_35910,rbsR,3701411,3702391,1,3701379,A,3701368,3701373,3701344,3701349
2686,BSU_35970,ywsB,3707144,3707680,1,3707094,B,3707088,3707093,3707062,3707067
2687,BSU_35980,ywsA,3707836,3708132,1,3707820,"F, G",3707809,3707814,3707789,3707794
2688,BSU_35990,ywrO,3708172,3708699,-1,3708732,A,3708741,3708746,3708769,3708774
2689,BSU_36000,alsD,3708799,3709566,-1,3711394,A,3711396,3711401,3711432,3711437
2690,BSU_36020,alsR,3711498,3712406,1,3710262,K,3710252,3710257,3710229,3710234
2691,BSU_36030,ywrK,3712617,3713945,1,3711450,A,3711442,3711447,3711413,3711418
2692,BSU_36050,cotB,3714739,3715881,-1,3715921,K,3715922,3715927,3715956,3715961
2693,BSU_36060,cotH,3716009,3717097,-1,3717196,"?, K",3717205,3717210,3717235,3717240
2695,new_3717709_3717906_c,S1388,3717709,3717906,-1,3717911,K,3717914,3717919,3717947,3717952
2696,BSU_36080,ywrF,3717999,3718616,1,3717961,A,3717951,3717956,3717917,3717922
2697,BSU_36090,ywrE,3718794,3719129,1,3718777,"W, X, Y",3718769,3718774,3718743,3718748
2698,BSU_36110,chrS,3720925,3721401,1,3720886,A,3720868,3720873,3720850,3720855
2699,BSU_36160,ywqM,3723454,3724335,1,3723374,A,3723357,3723362,3723339,3723344
2700,BSU_36180,ywqK,3725146,3725610,-1,3728202,A,3728217,3728222,3728237,3728242
2701,BSU_36220,ywqG,3728511,3729296,-1,3729412,A,3729423,3729428,3729442,3729447
2702,BSU_36230,ugd,3729488,3730810,-1,3730844,"E, F",3730857,3730862,3730872,3730877
2703,BSU_36240,ptpZ,3731005,3731769,-1,3730971,A,3730986,3730991,3731001,3731006
2704,BSU_36250,ptkA,3731822,3732535,-1,3733315,A,3733328,3733333,3733355,3733360
2706,BSU_36269,ywzD,3733505,3733648,-1,3733734,?,3733749,3733754,3733760,3733765
2707,BSU_36270,ywqB,3733852,3735462,1,3733802,A,3733791,3733796,3733760,3733765
2708,BSU_36290,phoC,3738343,3739200,-1,3740030,A,3740039,3740044,3740066,3740071
2709,BSU_36300,glcR,3739206,3739982,-1,3740588,A,3740592,3740597,3740620,3740625
2710,BSU_36310,ssbB,3740206,3740547,-1,3741049,A,3741051,3741056,3741086,3741091
2712,BSU_36330,ywpF,3741182,3741592,1,3741040,A,3741024,3741029,3740995,3741000
