##gnf-version 1
# Copies and Copyright-Notice
#
#      RegulonDB is free for academic/noncommercial use
#
#      User is not entitled to change or erase data sets of the RegulonDB
#      database or to eliminate copyright notices from RegulonDB. Furthermore,
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly
#      or as a whole into other databank systems, without prior written consent
#      from CCG-UNAM.
#
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp
#
# Citation
#
#      Tierrafría, V. H. et al. (2022). RegulonDB 11.0: Comprehensive high-throughput datasets on transcriptional regulation in Escherichia coli K-12,
#      Microb Genom. 2022 May;8(5). doi: 10.1099/mgen.0.000833. PMID: 35584008. https://doi.org/10.1099/mgen.0.000833
#
#
# Contact
#
#      Person: RegulonDB Team
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp
#          (regulondb@ccg.unam.mx)
#
#
# Release: 11.1 Date: 12/12/2022
# ___________________________________________________________________________
# Created: 12/14/2022 13:38:07
# Columns:
# (1) regulatorId. Transcription Factor (TF) identifier
# (2) regulatorName. Transcription Factor (TF) Name
# (3) regulatorGeneName. Gene(s) coding for the TF
# (4) regulatedId. Gene ID regulated by the TF (regulated Gene)
# (5) regulatedName. Gene regulated by the TF (regulated Gene)
# (6) function. Regulatory Function of the TF on the regulated Gene (+ activator, - repressor, +- dual, ? unknown)
# (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed, Strong, Weak)
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel
ECK120016814	NsrR	nsrR	ECK120001421	rffM	-	Weak
ECK120016814	NsrR	nsrR	ECK120001442	wzxE	-	Weak
ECK120016814	NsrR	nsrR	ECK120001592	dkgB	-	Weak
ECK120016814	NsrR	nsrR	ECK120001715	nrfA	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120001813	tehA	-	Weak
ECK120016814	NsrR	nsrR	ECK120001814	tehB	-	Weak
ECK120016814	NsrR	nsrR	ECK120001872	nrfB	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120001873	nrfC	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120001874	nrfD	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120001875	nrfE	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120001876	nrfF	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120001877	nrfG	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120002013	norR	-	Weak
ECK120016814	NsrR	nsrR	ECK120002074	grxD	-	Weak
ECK120016814	NsrR	nsrR	ECK120002429	dsdC	-	Weak
ECK120016814	NsrR	nsrR	ECK120002591	rybB	-	Weak
ECK120016814	NsrR	nsrR	ECK120002820	mhpT	-	Weak
ECK120016814	NsrR	nsrR	ECK120003056	hcr	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120003057	hcp	-	Confirmed
ECK120016814	NsrR	nsrR	ECK120003301	feaR	-	Weak
ECK120016814	NsrR	nsrR	ECK120003481	mepH	-	Weak
ECK120016814	NsrR	nsrR	ECK120003494	sufE	-	Weak
ECK120016814	NsrR	nsrR	ECK120003495	sufS	-	Weak
ECK120016814	NsrR	nsrR	ECK120003496	sufD	-	Weak
ECK120016814	NsrR	nsrR	ECK120003497	sufC	-	Weak
ECK120016814	NsrR	nsrR	ECK120003498	sufB	-	Weak
ECK120016814	NsrR	nsrR	ECK120003554	yeaE	-	Weak
ECK120016814	NsrR	nsrR	ECK120003569	yoaG	-	Weak
ECK120016814	NsrR	nsrR	ECK120003570	yeaR	-	Weak
ECK120016814	NsrR	nsrR	ECK120003625	tcyJ	-	Strong
ECK120016814	NsrR	nsrR	ECK120003979	hycI	-	Weak
ECK120016814	NsrR	nsrR	ECK120004311	wecF	-	Weak
ECK120016814	NsrR	nsrR	ECK120004361	ytfE	-	Strong
ECK120016814	NsrR	nsrR	ECK120004375	bdcA	-	Weak
ECK120016814	NsrR	nsrR	ECK120004448	feaB	-	Weak
ECK120020634	PepA	pepA	ECK120000130	carA	-	Strong
ECK120020634	PepA	pepA	ECK120000131	carB	-	Strong
ECK120020634	PepA	pepA	ECK120000686	pepA	-	Strong
ECK120026318	AscG	ascG	ECK120000081	ascB	-	Strong
ECK120026318	AscG	ascG	ECK120000082	ascF	-	Strong
ECK120026318	AscG	ascG	ECK120000454	htpG	-	Strong
ECK120026318	AscG	ascG	ECK120002813	prpR	-	Strong
ECK120026318	AscG	ascG	ECK120003023	ybiT	-	Strong
ECK120026325	HipB	hipB	ECK120000435	hipB	-	Strong
ECK120026325	HipB	hipB	ECK120000436	hipA	-	Strong
ECK120026325	HipB	hipB	ECK120000564	mazE	-	Strong
ECK120026325	HipB	hipB	ECK120000826	relA	-	Strong
ECK120026325	HipB	hipB	ECK120001224	mazF	-	Strong
ECK120026325	HipB	hipB	ECK120002681	fadH	-	Strong
ECK120026325	HipB	hipB	ECK120003855	eutA	-	Strong
ECK120026325	HipB	hipB	ECK120003856	eutH	-	Strong
ECK120026337	FeaR	feaR	ECK120002427	tynA	+	Confirmed
ECK120026337	FeaR	feaR	ECK120004448	feaB	+	Confirmed
ECK120029345	DicA	dicA	ECK120000220	dicA	+	Strong
ECK120029345	DicA	dicA	ECK120000221	dicB	-	Weak
ECK120029345	DicA	dicA	ECK120000222	dicC	-	Strong
ECK120029345	DicA	dicA	ECK120001276	ydfD	-	Weak
ECK120029345	DicA	dicA	ECK120001277	ydfE	-	Weak
ECK120029345	DicA	dicA	ECK120003423	ydfW	-	Strong
ECK120029345	DicA	dicA	ECK120003424	ydfX	-	Strong
ECK120029345	DicA	dicA	ECK120003425	insD7	-	Weak
ECK120029345	DicA	dicA	ECK120003426	intQ	-	Weak
ECK120029348	BolA	bolA	ECK120000036	ampC	+	Weak
ECK120029348	BolA	bolA	ECK120000036	ampC	-	Weak
ECK120029348	BolA	bolA	ECK120000197	dacC	+	Weak
ECK120029348	BolA	bolA	ECK120000197	dacC	-	Weak
ECK120029348	BolA	bolA	ECK120000309	fimH	+	Weak
ECK120029348	BolA	bolA	ECK120000601	mreB	-	Strong
ECK120029348	BolA	bolA	ECK120000602	mreC	-	Strong
ECK120029348	BolA	bolA	ECK120000603	mreD	-	Strong
ECK120029348	BolA	bolA	ECK120001445	csgA	+	Weak
ECK120029348	BolA	bolA	ECK120003139	csgG	+	Weak
ECK120029348	BolA	bolA	ECK120003140	csgF	+	Weak
ECK120029348	BolA	bolA	ECK120003141	csgE	+	Weak
ECK120029348	BolA	bolA	ECK120003142	csgD	+	Weak
ECK120030264	AlaS	alaS	ECK120000031	alaS	-	Confirmed
ECK120030724	ArsR	arsR	ECK120002119	arsR	-	Strong
ECK120030724	ArsR	arsR	ECK120002120	arsB	-	Strong
ECK120030724	ArsR	arsR	ECK120002121	arsC	-	Strong
ECK120032161	SgrR	sgrR	ECK120001524	thiQ	-	Confirmed
ECK120032161	SgrR	sgrR	ECK120001525	thiP	-	Confirmed
ECK120032161	SgrR	sgrR	ECK120001526	thiB	-	Confirmed
ECK120032161	SgrR	sgrR	ECK120001692	setA	+	Confirmed
ECK120032161	SgrR	sgrR	ECK120001999	sgrR	-	Confirmed
ECK120032161	SgrR	sgrR	ECK120002641	sroA	-	Confirmed
ECK120032161	SgrR	sgrR	ECK120002667	sgrS	+	Confirmed
ECK120032161	SgrR	sgrR	ECK120003817	alaC	+	Strong
ECK120032161	SgrR	sgrR	ECK120033551	sgrT	+	Confirmed
ECK120033010	RcnR	rcnR	ECK120003719	rcnR	-	Strong
ECK120033010	RcnR	rcnR	ECK120003720	rcnA	-	Strong
ECK120033010	RcnR	rcnR	ECK120003721	rcnB	-	Strong
ECK120033053	NrdR	nrdR	ECK120000653	nrdA	-	Confirmed
ECK120033053	NrdR	nrdR	ECK120000654	nrdB	-	Confirmed
ECK120033053	NrdR	nrdR	ECK120001382	nrdD	-	Strong
ECK120033053	NrdR	nrdR	ECK120002228	yfaE	-	Confirmed
ECK120033053	NrdR	nrdR	ECK120002248	nrdF	-	Strong
ECK120033053	NrdR	nrdR	ECK120002450	nrdE	-	Strong
ECK120033053	NrdR	nrdR	ECK120003968	nrdH	-	Strong
ECK120033053	NrdR	nrdR	ECK120003969	nrdI	-	Strong
ECK120033053	NrdR	nrdR	ECK120004452	nrdG	-	Strong
ECK120033066	RstA	rstA	ECK120000631	narG	+	Weak
ECK120033066	RstA	rstA	ECK120000632	narH	+	Weak
ECK120033066	RstA	rstA	ECK120000633	narI	+	Weak
ECK120033066	RstA	rstA	ECK120000634	narJ	+	Weak
ECK120033066	RstA	rstA	ECK120000664	ompF	-	Weak
ECK120033066	RstA	rstA	ECK120003139	csgG	-	Strong
ECK120033066	RstA	rstA	ECK120003140	csgF	-	Strong
ECK120033066	RstA	rstA	ECK120003141	csgE	-	Strong
ECK120033066	RstA	rstA	ECK120003142	csgD	-	Strong
ECK120033066	RstA	rstA	ECK120003444	asr	+	Strong
ECK120033905	RutR	rutR	ECK120000130	carA	+	Confirmed
ECK120033905	RutR	rutR	ECK120000131	carB	+	Confirmed
ECK120033905	RutR	rutR	ECK120000288	fepB	-	Strong
ECK120033905	RutR	rutR	ECK120002125	gadW	-	Strong
ECK120033905	RutR	rutR	ECK120002126	gadX	-	Strong
ECK120033905	RutR	rutR	ECK120002180	rutR	-	Confirmed
ECK120033905	RutR	rutR	ECK120003117	rutG	-	Confirmed
ECK120033905	RutR	rutR	ECK120003118	rutF	-	Confirmed
ECK120033905	RutR	rutR	ECK120003119	rutE	-	Confirmed
ECK120033905	RutR	rutR	ECK120003120	rutD	-	Confirmed
ECK120033905	RutR	rutR	ECK120003121	rutC	-	Confirmed
ECK120033905	RutR	rutR	ECK120003122	rutB	-	Confirmed
ECK120033905	RutR	rutR	ECK120003123	rutA	-	Confirmed
ECK120033905	RutR	rutR	ECK120003234	pdeR	-	Weak
ECK120033905	RutR	rutR	ECK120003478	nemR	-	Strong
ECK120033905	RutR	rutR	ECK120003479	nemA	-	Strong
ECK120033905	RutR	rutR	ECK120003480	gloA	-	Strong
ECK120034476	DpiA	dpiA	ECK120000046	appY	-	Weak
ECK120034476	DpiA	dpiA	ECK120000569	mdh	+	Strong
ECK120034476	DpiA	dpiA	ECK120002376	exuT	+	Strong
ECK120034476	DpiA	dpiA	ECK120002946	citG	+	Strong
ECK120034476	DpiA	dpiA	ECK120002947	citX	+	Strong
ECK120034476	DpiA	dpiA	ECK120002948	citF	+	Strong
ECK120034476	DpiA	dpiA	ECK120002949	citE	+	Strong
ECK120034476	DpiA	dpiA	ECK120002950	citD	+	Strong
ECK120034476	DpiA	dpiA	ECK120002951	citC	+	Strong
ECK120034476	DpiA	dpiA	ECK120002952	dpiB	+	Strong
ECK120034476	DpiA	dpiA	ECK120002953	dpiA	+	Strong
ECK120034571	StpA	stpA	ECK120000110	bglB	-	Weak
ECK120034571	StpA	stpA	ECK120000111	bglF	-	Weak
ECK120034571	StpA	stpA	ECK120000112	bglG	-	Weak
ECK120034571	StpA	stpA	ECK120000524	leuO	-	Weak
ECK120034571	StpA	stpA	ECK120000547	malE	+	Weak
ECK120034571	StpA	stpA	ECK120000548	malF	+	Weak
ECK120034571	StpA	stpA	ECK120000549	malG	+	Weak
ECK120034571	StpA	stpA	ECK120001141	fau	-	Strong
ECK120034571	StpA	stpA	ECK120001507	stpA	-	Weak
ECK120034571	StpA	stpA	ECK120002398	cas2	+	Confirmed
ECK120034571	StpA	stpA	ECK120002541	ssrS	-	Strong
ECK120034571	StpA	stpA	ECK120003990	cas1	+	Confirmed
ECK120034571	StpA	stpA	ECK120003991	casE	+	Confirmed
ECK120034571	StpA	stpA	ECK120003992	casD	+	Confirmed
ECK120034571	StpA	stpA	ECK120003993	casC	+	Confirmed
ECK120034571	StpA	stpA	ECK120003994	casB	+	Confirmed
ECK120034571	StpA	stpA	ECK120003995	casA	+	Confirmed
ECK120034571	StpA	stpA	ECK125302577	malH	+	Weak
ECK120035002	CreB	creB	ECK120000024	ackA	+	Weak
ECK120035002	CreB	creB	ECK120000141	creD	+	Strong
ECK120035002	CreB	creB	ECK120000547	malE	-	Weak
ECK120035002	CreB	creB	ECK120000548	malF	-	Weak
ECK120035002	CreB	creB	ECK120000549	malG	-	Weak
ECK120035002	CreB	creB	ECK120000680	parE	+	Weak
ECK120035002	CreB	creB	ECK120000820	recG	+	Weak
ECK120035002	CreB	creB	ECK120001657	cbrA	+	Weak
ECK120035002	CreB	creB	ECK120001665	cbrB	+	Weak
ECK120035002	CreB	creB	ECK120001731	talA	+	Weak
ECK120035002	CreB	creB	ECK120002344	nudF	+	Weak
ECK120035002	CreB	creB	ECK120002445	pta	+	Weak
ECK120035002	CreB	creB	ECK120004135	yqiA	+	Weak
ECK120035002	CreB	creB	ECK120004136	cpdA	+	Weak
ECK120035002	CreB	creB	ECK120004137	yqiB	+	Weak
ECK120035002	CreB	creB	ECK125302577	malH	-	Weak
ECK120035026	EnvR	envR	ECK120001646	acrA	-	Strong
ECK120035026	EnvR	envR	ECK120001647	acrB	-	Strong
ECK120035042	NemR	nemR	ECK120003478	nemR	-	Strong
ECK120035042	NemR	nemR	ECK120003479	nemA	-	Strong
ECK120035042	NemR	nemR	ECK120003480	gloA	-	Strong
ECK120048826	MurR	murR	ECK120003836	murR	+	Weak
ECK120048826	MurR	murR	ECK120003836	murR	-	Weak
ECK120048826	MurR	murR	ECK120003837	murQ	-	Strong
ECK120048826	MurR	murR	ECK120003838	murP	-	Strong
ECK120048934	RelB	relB	ECK120000827	relB	-	Confirmed
ECK120048934	RelB	relB	ECK120001114	hokD	-	Confirmed
ECK120048934	RelB	relB	ECK120001115	relE	-	Confirmed
ECK120051438	BluR	bluR	ECK120003199	ycgZ	-	Confirmed
ECK120051438	BluR	bluR	ECK120003200	ymgA	-	Confirmed
ECK120051438	BluR	bluR	ECK120003201	ariR	-	Confirmed
ECK120051438	BluR	bluR	ECK120003202	ymgC	-	Confirmed
ECK120051441	McbR	mcbR	ECK120001109	yciE	+	Strong
ECK120051441	McbR	mcbR	ECK120001110	yciF	+	Strong
ECK120051441	McbR	mcbR	ECK120001111	yciG	+	Strong
ECK120051441	McbR	mcbR	ECK120001677	rsd	+	Strong
ECK120051441	McbR	mcbR	ECK120002563	rmf	+	Strong
ECK120051441	McbR	mcbR	ECK120003015	mcbA	-	Strong
ECK120051444	YgiV	ygiV	ECK120003350	mcbR	-	Strong
ECK120051451	Dan	ttdR	ECK120001151	ttdA	+	Strong
ECK120051451	Dan	ttdR	ECK120001152	ttdB	+	Strong
ECK120051451	Dan	ttdR	ECK120002256	ttdT	+	Strong
ECK120051451	Dan	ttdR	ECK120002359	ttdR	+	Strong
ECK120051460	MqsA	mqsA	ECK120000503	rpoS	-	Confirmed
ECK120051460	MqsA	mqsA	ECK120001097	cspD	-	Strong
ECK120051460	MqsA	mqsA	ECK120003139	csgG	-	Strong
ECK120051460	MqsA	mqsA	ECK120003140	csgF	-	Strong
ECK120051460	MqsA	mqsA	ECK120003141	csgE	-	Strong
ECK120051460	MqsA	mqsA	ECK120003142	csgD	-	Strong
ECK120051460	MqsA	mqsA	ECK120004129	mqsA	-	Strong
ECK120051460	MqsA	mqsA	ECK120004130	mqsR	-	Strong
ECK125108627	GlrR	glrR	ECK120001827	rpoE	+	Strong
ECK125108627	GlrR	glrR	ECK120002216	rseA	+	Strong
ECK125108627	GlrR	glrR	ECK120002620	glmY	+	Confirmed
ECK125108627	GlrR	glrR	ECK120003917	rseC	+	Strong
ECK125108627	GlrR	glrR	ECK120003918	rseB	+	Strong
ECK125108627	GlrR	glrR	ECK125256960	rseD	+	Strong
ECK125110189	YqhC	yqhC	ECK120004123	yqhD	+	Confirmed
ECK125110189	YqhC	yqhC	ECK120004124	dkgA	+	Confirmed
ECK125134665	MlrA	mlrA	ECK120000129	cadC	+	Strong
ECK125134665	MlrA	mlrA	ECK120001455	yhbE	+	Strong
ECK125134665	MlrA	mlrA	ECK120002560	rplU	+	Strong
ECK125134665	MlrA	mlrA	ECK120002561	rpmA	+	Strong
ECK125134665	MlrA	mlrA	ECK120003139	csgG	+	Strong
ECK125134665	MlrA	mlrA	ECK120003140	csgF	+	Strong
ECK125134665	MlrA	mlrA	ECK120003141	csgE	+	Strong
ECK125134665	MlrA	mlrA	ECK120003142	csgD	+	Strong
ECK125134665	MlrA	mlrA	ECK120004206	obgE	+	Strong
ECK125134665	MlrA	mlrA	ECK120004207	ibaG	+	Strong
ECK125134683	AidB	aidB	ECK120001745	aidB	-	Strong
ECK125134855	NfeR	nfeR	ECK120004147	nfeF	-	Confirmed
ECK125134855	NfeR	nfeR	ECK120004148	nfeR	-	Confirmed
ECK125135147	YefM	yefM	ECK120002397	yefM	-	Confirmed
ECK125135147	YefM	yefM	ECK120002629	yoeB	-	Confirmed
ECK125140737	MazE	mazE	ECK120000564	mazE	-	Strong
ECK125140737	MazE	mazE	ECK120000565	mazG	-	Strong
ECK125140737	MazE	mazE	ECK120001224	mazF	-	Strong
ECK125141239	ComR	comR	ECK120003166	bhsA	-	Strong
ECK125141903	HypT	hypT	ECK120000168	cydA	+	Strong
ECK125141903	HypT	hypT	ECK120000169	cydB	+	Strong
ECK125141903	HypT	hypT	ECK120000184	cysH	+	Weak
ECK125141903	HypT	hypT	ECK120000280	fecA	-	Weak
ECK125141903	HypT	hypT	ECK120000281	fecB	-	Weak
ECK125141903	HypT	hypT	ECK120000282	fecC	-	Weak
ECK125141903	HypT	hypT	ECK120000283	fecD	-	Weak
ECK125141903	HypT	hypT	ECK120000284	fecE	-	Weak
ECK125141903	HypT	hypT	ECK120000575	metB	+	Weak
ECK125141903	HypT	hypT	ECK120000583	metL	+	Weak
ECK125141903	HypT	hypT	ECK120001460	metQ	+	Strong
ECK125141903	HypT	hypT	ECK120001569	metN	+	Strong
ECK125141903	HypT	hypT	ECK120001676	metI	+	Strong
ECK125141911	MatA	matA	ECK120000313	flhC	-	Strong
ECK125141911	MatA	matA	ECK120000314	flhD	-	Strong
ECK125141911	MatA	matA	ECK120000315	fliC	-	Strong
ECK125141911	MatA	matA	ECK120001324	fliA	-	Strong
ECK125141911	MatA	matA	ECK120001325	fliZ	-	Strong
ECK125141911	MatA	matA	ECK120002784	ecpA	+	Strong
ECK125141911	MatA	matA	ECK120002785	matA	+	Strong
ECK125141911	MatA	matA	ECK120003625	tcyJ	-	Strong
ECK125141911	MatA	matA	ECK125303717	fliX	-	Strong
ECK125141939	FliZ	fliZ	ECK120000313	flhC	-	Strong
ECK125141939	FliZ	fliZ	ECK120000314	flhD	-	Strong
ECK125141939	FliZ	fliZ	ECK120001358	osmY	-	Strong
ECK125141939	FliZ	fliZ	ECK120001364	hdeA	-	Strong
ECK125141939	FliZ	fliZ	ECK120001365	hdeB	-	Strong
ECK125141939	FliZ	fliZ	ECK120001366	yhiD	-	Strong
ECK125141939	FliZ	fliZ	ECK120001445	csgA	-	Weak
ECK125141939	FliZ	fliZ	ECK120001446	gadB	-	Strong
ECK125141939	FliZ	fliZ	ECK120001498	gadE	-	Confirmed
ECK125141939	FliZ	fliZ	ECK120001856	yjbJ	-	Strong
ECK125141939	FliZ	fliZ	ECK120001927	mlrA	-	Confirmed
ECK125141939	FliZ	fliZ	ECK120002123	mdtE	-	Confirmed
ECK125141939	FliZ	fliZ	ECK120002124	mdtF	-	Confirmed
ECK125141939	FliZ	fliZ	ECK120003139	csgG	-	Strong
ECK125141939	FliZ	fliZ	ECK120003140	csgF	-	Strong
ECK125141939	FliZ	fliZ	ECK120003141	csgE	-	Strong
ECK125141939	FliZ	fliZ	ECK120003142	csgD	-	Strong
ECK125141939	FliZ	fliZ	ECK120003143	csgB	-	Weak
ECK125141939	FliZ	fliZ	ECK120003144	csgC	-	Weak
ECK125141939	FliZ	fliZ	ECK120003234	pdeR	-	Confirmed
ECK125141939	FliZ	fliZ	ECK120003375	gadC	-	Strong
ECK125141939	FliZ	fliZ	ECK125242747	gadF	-	Confirmed
ECK125145850	BtsR	btsR	ECK120000021	aceE	-	Strong
ECK125145850	BtsR	btsR	ECK120000022	aceF	-	Strong
ECK125145850	BtsR	btsR	ECK120000536	lpd	-	Strong
ECK125145850	BtsR	btsR	ECK120000569	mdh	-	Strong
ECK125145850	BtsR	btsR	ECK120001076	pdhR	-	Strong
ECK125145850	BtsR	btsR	ECK120001445	csgA	-	Strong
ECK125145850	BtsR	btsR	ECK120002092	cspC	-	Strong
ECK125145850	BtsR	btsR	ECK120003139	csgG	-	Strong
ECK125145850	BtsR	btsR	ECK120003140	csgF	-	Strong
ECK125145850	BtsR	btsR	ECK120003141	csgE	-	Strong
ECK125145850	BtsR	btsR	ECK120003142	csgD	-	Strong
ECK125145850	BtsR	btsR	ECK120003143	csgB	-	Strong
ECK125145850	BtsR	btsR	ECK120003144	csgC	-	Strong
ECK125145850	BtsR	btsR	ECK120003587	yobF	-	Strong
ECK125145850	BtsR	btsR	ECK120004436	btsT	+	Confirmed
ECK125145855	BasR	basR	ECK120000218	dgkA	+	Confirmed
ECK125145855	BasR	basR	ECK120000303	fimB	+	Strong
ECK125145855	BasR	basR	ECK120000432	hha	+	Strong
ECK125145855	BasR	basR	ECK120000792	putA	-	Strong
ECK125145855	BasR	basR	ECK120001240	waaH	+	Weak
ECK125145855	BasR	basR	ECK120001561	eptA	+	Strong
ECK125145855	BasR	basR	ECK120002285	tomB	+	Strong
ECK125145855	BasR	basR	ECK120002348	qseC	+	Strong
ECK125145855	BasR	basR	ECK120003139	csgG	+	Strong
ECK125145855	BasR	basR	ECK120003140	csgF	+	Strong
ECK125145855	BasR	basR	ECK120003141	csgE	+	Strong
ECK125145855	BasR	basR	ECK120003142	csgD	+	Strong
ECK125145855	BasR	basR	ECK120003414	cspI	+	Strong
ECK125145855	BasR	basR	ECK120003742	arnB	+	Strong
ECK125145855	BasR	basR	ECK120003743	arnC	+	Strong
ECK125145855	BasR	basR	ECK120003744	arnA	+	Strong
ECK125145855	BasR	basR	ECK120003745	arnD	+	Strong
ECK125145855	BasR	basR	ECK120003746	arnT	+	Strong
ECK125145855	BasR	basR	ECK120003747	arnF	+	Strong
ECK125145855	BasR	basR	ECK120004133	qseB	+	Strong
ECK125145855	BasR	basR	ECK120004214	yrbL	-	Strong
ECK125145855	BasR	basR	ECK120016312	arnE	+	Strong
ECK125158217	RcdA	rcdA	ECK120000973	sulA	-	Strong
ECK125158217	RcdA	rcdA	ECK120001588	ydeI	+	Strong
ECK125158217	RcdA	rcdA	ECK120001677	rsd	+	Strong
ECK125158217	RcdA	rcdA	ECK120002563	rmf	+	Strong
ECK125158217	RcdA	rcdA	ECK120002768	yagK	-	Strong
ECK125158217	RcdA	rcdA	ECK120003042	ybjI	-	Strong
ECK125158217	RcdA	rcdA	ECK120003043	ybjJ	-	Strong
ECK125158217	RcdA	rcdA	ECK120003044	rcdA	+	Strong
ECK125158217	RcdA	rcdA	ECK120003139	csgG	+	Strong
ECK125158217	RcdA	rcdA	ECK120003140	csgF	+	Strong
ECK125158217	RcdA	rcdA	ECK120003141	csgE	+	Strong
ECK125158217	RcdA	rcdA	ECK120003142	csgD	+	Strong
ECK125158217	RcdA	rcdA	ECK120003198	bluF	+	Strong
ECK125158217	RcdA	rcdA	ECK120003444	asr	+	Strong
ECK125158221	RspR	rspR	ECK120003427	rspB	-	Strong
ECK125158221	RspR	rspR	ECK120003428	rspA	-	Strong
ECK125158264	PyrR	pyrR	ECK120002149	yhjX	+	Confirmed
ECK125158270	PgrR	pgrR	ECK120001031	tyrR	-	Strong
ECK125158270	PgrR	pgrR	ECK120002412	ycjF	-	Strong
ECK125158270	PgrR	pgrR	ECK120003254	ycjX	-	Strong
ECK125158270	PgrR	pgrR	ECK120003256	ycjG	-	Strong
ECK125158270	PgrR	pgrR	ECK120003257	mpaA	-	Strong
ECK125158270	PgrR	pgrR	ECK120003258	ycjY	-	Strong
ECK125158270	PgrR	pgrR	ECK120003260	mppA	-	Strong
ECK125158270	PgrR	pgrR	ECK120016298	ymjC	-	Strong
ECK125158270	PgrR	pgrR	ECK120048857	ymjD	-	Strong
ECK125160661	PuuR	puuR	ECK120000033	puuC	-	Confirmed
ECK125160661	PuuR	puuR	ECK120001754	puuB	-	Confirmed
ECK125160661	PuuR	puuR	ECK120002286	puuR	-	Confirmed
ECK125160661	PuuR	puuR	ECK120003238	puuP	-	Confirmed
ECK125160661	PuuR	puuR	ECK120003239	puuA	-	Confirmed
ECK125160661	PuuR	puuR	ECK120003240	puuD	-	Confirmed
ECK125160661	PuuR	puuR	ECK120003241	puuE	-	Confirmed
ECK125160661	PuuR	puuR	ECK125276527	ymjE	-	Confirmed
ECK125162247	RclR	rclR	ECK120002791	rclC	+	Strong
ECK125162247	RclR	rclR	ECK120002792	rclB	+	Strong
ECK125162247	RclR	rclR	ECK120002793	rclA	+	Strong
ECK125165914	MraZ	mraZ	ECK120000208	ddlB	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000259	lpxC	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000333	ftsA	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000335	ftsI	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000336	ftsQ	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000338	ftsW	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000341	ftsZ	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000597	mraY	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000612	murC	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000613	murD	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000614	murE	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000615	murF	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120000616	murG	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120001072	mraZ	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120001073	rsmH	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120001074	ftsL	-	Confirmed
ECK125165914	MraZ	mraZ	ECK120001180	mioC	-	Strong
ECK125202685	SutR	sutR	ECK120000182	cysE	-	Strong
ECK125202685	SutR	sutR	ECK120001324	fliA	-	Strong
ECK125202685	SutR	sutR	ECK120001325	fliZ	-	Strong
ECK125202685	SutR	sutR	ECK120003333	ydcO	-	Strong
ECK125202685	SutR	sutR	ECK120003334	sutR	+	Strong
ECK125202685	SutR	sutR	ECK120003334	sutR	-	Strong
ECK125202685	SutR	sutR	ECK120003625	tcyJ	-	Strong
ECK125228798	HprR	hprR	ECK120000173	cyoA	-	Weak
ECK125228798	HprR	hprR	ECK120000174	cyoB	-	Weak
ECK125228798	HprR	hprR	ECK120000175	cyoC	-	Weak
ECK125228798	HprR	hprR	ECK120000176	cyoD	-	Weak
ECK125228798	HprR	hprR	ECK120000177	cyoE	-	Weak
ECK125228798	HprR	hprR	ECK120002235	cusA	+	Strong
ECK125228798	HprR	hprR	ECK120002926	cusS	+	Strong
ECK125228798	HprR	hprR	ECK120002927	cusR	+	Strong
ECK125228798	HprR	hprR	ECK120002928	cusC	+	Strong
ECK125228798	HprR	hprR	ECK120002929	cusF	+	Strong
ECK125228798	HprR	hprR	ECK120002930	cusB	+	Strong
ECK125228798	HprR	hprR	ECK120003644	hiuH	+	Confirmed
ECK125228822	NimR	nimR	ECK120003563	nimR	-	Confirmed
ECK125228822	NimR	nimR	ECK120003564	nimT	-	Confirmed
ECK125228840	YebK	yebK	ECK120002406	yebK	-	Strong
ECK125228843	YjjQ	yjjQ	ECK120000313	flhC	-	Strong
ECK125228843	YjjQ	yjjQ	ECK120000314	flhD	-	Strong
ECK125228843	YjjQ	yjjQ	ECK120000663	ompC	-	Weak
ECK125228843	YjjQ	yjjQ	ECK120001135	yfiB	-	Weak
