,k_d_RNAP,k_eq_opening,k_escape
b2446,-3.348759787621028,-2.4975719924548656,-2.4005396108266295
b2447,-3.3661415856629384,-2.480201573148184,-2.383172253364976
b2464,-3.8762337575041377,-1.97361891075406,-1.8774598614647904
b2465,-3.8547597385371755,-1.9945682571538674,-1.8982881601001447
b2469,-3.4793334216802845,-2.3671292381575366,-2.27013197673145
b2470,-3.3741191240832014,-2.4722297340778447,-2.375201947295318
b2472,-3.7404806245917097,-2.107123516650605,-2.010423632147262
b4547,-3.7301832308782368,-2.117325417045537,-2.020601260334056
b2476,-3.9821507296864675,-1.8721685283045206,-1.776923212677153
b2477,-3.955442113180646,-1.89735041581355,-1.801815245772379
b2478,-4.060100171048706,-1.8017535182256397,-1.7076480588462981
b2479,-3.911189080670336,-1.9397315886989792,-1.8438096419595282
b2480,-4.080221402506685,-1.7848793959261773,-1.6911406556535642
b2481,-3.001160055637933,-2.845090739205995,-2.74803651890875
b2482,-3.1394375427460353,-2.7068261421830133,-2.609775403350027
b2483,-2.9617630262233985,-2.884485848619103,-2.7874311095733435
b2484,-3.038127454905493,-2.80812568456966,-2.7110720976853213
b2485,-3.0706554394288332,-2.7756003214009373,-2.678547442606049
b2486,-3.1983670343323207,-2.6479071805273087,-2.5508592841634377
b2487,-3.2987189427050994,-2.547586786791347,-2.4505473892544254
b2488,-3.2650006188643292,-2.5812920110645274,-2.484249082362259
b2489,-3.2428176465106913,-2.6034678899969186,-2.5064230482710923
b2490,-3.259708937607567,-2.5865819000470163,-2.489538488046054
b2491,-3.1965908822194073,-2.6496829485927424,-2.552634948582775
b2492,-3.2666486426310195,-2.579644559012262,-2.482601784468139
b2494,-3.735456774721936,-2.1120998904911494,-2.015387952314436
b2495,-3.9016255382044998,-1.9489727678509279,-1.852980547466422
b2497,-3.7171054728280017,-2.1302916794028572,-2.033539044672117
b2498,-3.944034873786126,-1.9082066917059015,-1.8125613685971445
b2499,-3.9110306197327116,-1.939884502937791,-1.8439613563703519
b2500,-3.8838551330994013,-1.9662058562273086,-1.8700940253112819
b2501,-3.773144275035703,-2.0748145782076732,-1.9782039022173377
b2502,-3.7530372917507155,-2.094693343676357,-1.9980254433898874
b2503,-3.2423583028259206,-2.6039270979962703,-2.506882219671329
b2504,-3.889604518264053,-1.9606220965561842,-1.8645474682230914
b2507,-3.960265198019781,-1.892777082481146,-1.7972908585233986
b2508,-3.9145986568909157,-1.9364431046958601,-1.8405472709645578
b2509,-3.7535060180203206,-2.0942295659862737,-1.9975629130803345
b2511,-3.8278993390402167,-2.0208830191054084,-1.9244737594469863
b2512,-3.9170209823887463,-1.9341088733898322,-1.8382319398109956
b2513,-3.897363181572897,-1.953099239231678,-1.8570770641600822
b2514,-3.9388579564409945,-1.9131506921508081,-1.8174578896163036
b2519,-3.3994072433294384,-2.446961913021659,-2.3499395827145744
b2520,-3.6498231187016765,-2.1971396749190553,-2.100274664695659
b2521,-3.7595646466234576,-2.088236442344755,-1.9915862737466914
b2524,-3.8347210665953733,-2.014189516572514,-1.917810914094679
b2525,-3.857265231371518,-1.9921195932447946,-1.8958527553756657
b2526,-3.7995071196342924,-2.0488067331180253,-1.9522838517175696
b2527,-3.798076354972117,-2.050216408658082,-1.953688352924406
b2528,-4.000167354413122,-1.855412033668267,-1.7603896780403392
b2529,-4.0312829322971275,-1.8270632442243584,-1.7324826010156873
b2530,-4.020547377026731,-1.8367453810574714,-1.7420039865660708
b2531,-3.9647313890341254,-1.8885517264132359,-1.7931121264018737
b2535,-3.494004141971302,-2.352482069445802,-2.2554911051884172
b2537,-3.6325390568147005,-2.214341826918203,-2.117455367922494
b2538,-3.494183450963848,-2.3523030634467497,-2.255312180158161
b2539,-3.40984101060079,-2.436537615160247,-2.3395178286216805
b2540,-3.3955991893654534,-2.4507666781058735,-2.3537434640448933
b2541,-3.393026050844183,-2.453337642976202,-2.3563138447600345
b2542,-3.3860589410105644,-2.4602990584097766,-2.363273729579347
b2552,-3.5658000929795928,-2.2808434948067347,-2.183894432819924
b2553,-3.908534052056408,-1.9422946147629658,-1.8463527245070022
b2556,-3.5811178537613517,-2.2655708094016154,-2.1686336924932585
b2557,-3.864760224732385,-1.9848012917368205,-1.8885754484687187
b2558,-3.444542430226665,-2.401873111479489,-2.3048632309971957
b2559,-3.687375944088531,-2.1598034822407675,-2.062994804418929
b2560,-3.686157531215625,-2.1610139209443826,-2.0642031796661984
b2563,-3.7209255899249256,-2.126503053934749,-2.0297584778741684
b2564,-3.8159702308979058,-2.032603121542406,-1.9361434869999972
b2565,-3.6961279554767312,-2.151110833182845,-2.054317492177275
b2566,-3.8750901656983063,-1.9747323024343617,-1.8785663683873306
b2567,-3.8985632634870266,-1.951936949124061,-1.8559231248102488
b2568,-3.8728054808759627,-1.9769574538663457,-1.8807779184820264
b2569,-3.8826686915487354,-1.9673590435028652,-1.871239707004617
b2570,-3.711498290600186,-2.1358541747752167,-2.0390900842402067
b2571,-3.8638526424641553,-1.9856869303364488,-1.8894560148146429
b2572,-3.9944107303805896,-1.8607427397308816,-1.7656466190041396
b2573,-3.9832641103950883,-1.87112707383596,-1.7758948719643641
b2574,-3.7144094403034917,-2.1329660012144434,-2.0362078037872444
b2579,-4.079746246609783,-1.7852681089737668,-1.691520426067581
b2580,-3.725998098039894,-2.1214737211548944,-2.02474017423291
b2582,-3.71944270768654,-2.127973609087892,-2.0312258799619243
b2584,-3.6349544011554857,-2.211937336727984,-2.11505372470219
b2585,-3.8787232778688776,-1.9711960748456958,-1.8750521921535341
b2592,-3.832928529422721,-2.015947718097536,-1.9195609247542689
b2595,-4.006142371860388,-1.8499045210448382,-1.7549613033553189
b2599,-3.8678032865977694,-1.9818329404255455,-1.8856243262712757
b2600,-3.8124352479470653,-2.036079671055839,-1.9396058628015023
b2601,-3.8958758185889186,-1.9545402629932607,-1.858507827495586
b2603,-3.5949938583525163,-2.2517400341336438,-2.154814877896477
b2604,-3.4637804483589028,-2.382659734652359,-2.285656456988166
b2605,-3.635328302698374,-2.2115651320390572,-2.114681964956023
b2610,-3.8593485951996396,-1.9900843242345558,-1.8938286794691723
b2614,-3.9813394784304084,-1.8729278297353602,-1.7776730127860054
b2616,-3.577841857566245,-2.2688367545398815,-2.1718969762520057
b2617,-3.9671223010028314,-1.8862936807797366,-1.7908795632506416
b2630,-3.809382846707183,-2.0390828411632036,-1.9425970606822331
b2631,-3.761213115153921,-2.0866063022833425,-1.9899607369195333
b2659,-3.5687866633480665,-2.2778653375841262,-2.180918507005429
b2660,-3.5786134134224037,-2.268067545149513,-2.171128388284597
b2661,-3.6746351735121867,-2.172464192800557,-2.075634763004036
b2662,-3.6910208657477197,-2.1561828333768736,-2.0593804318206774
b2663,-3.50751957982964,-2.338990564468839,-2.2420059922696476
b2665,-3.9575834755324917,-1.8953186477959443,-1.7998050310493479
b2666,-3.7599292368394943,-2.0878758868890896,-1.9912267319717782
b2669,-3.987573337641108,-1.8671032545897224,-1.771922620719216
b2670,-3.3967986934913608,-2.449568200591444,-2.352545262405418
b2671,-3.575818839567546,-2.2708536800272805,-2.173912287920379
b2672,-3.9128492518401834,-1.9381299601292696,-1.8422206571530035
b2673,-3.7569016280698766,-2.0908703129257713,-1.9942128155413306
b2674,-3.7174302420586365,-2.1299695539618972,-2.0332175962326082
b2675,-3.654519185028648,-2.192467648265902,-2.095608917450365
b2676,-3.6212123876811546,-2.2256199918742774,-2.12872079290788
b2677,-3.707903899754699,-2.1394208507461223,-2.042649643205466
b2678,-3.6272291740903064,-2.21962848843158,-2.12273593381947
b2679,-3.683215722693319,-2.1639367591526333,-2.06712110587109
b2684,-3.9474671523306375,-1.904934570747953,-1.8093215789390331
b2685,-3.655914491136063,-2.191079640296384,-2.094222814431993
b2686,-3.5352424755775735,-2.311324417064656,-2.2143549729473415
b2687,-4.055006927060194,-1.806141805302397,-1.7119478390644398
b2697,-3.977979084974285,-1.8760770689905557,-1.780783375488085
b2698,-3.416829137571841,-2.429556224797276,-2.3325382472333906
b2699,-3.964942837593614,-1.8883519157798456,-1.7929145545928824
b2700,-3.7097681577107857,-2.137570878181207,-2.0408033401962675
b2702,-3.3009461823411432,-2.5453605248460396,-2.4483213907727808
b2703,-3.298520885716883,-2.5477847575661565,-2.4507453367962637
b2704,-3.3446627661740878,-2.501666525604562,-2.404633474197727
b2705,-3.4495064710716736,-2.3969151170002556,-2.2999068573860977
b2706,-3.3648046807154404,-2.4815375534320547,-2.3845079848962714
b2707,-3.641150476471338,-2.205769967037779,-2.1088938773462838
b2708,-3.5913371521277897,-2.2553843905743878,-2.1584559710011684
b2709,-3.4680707631681504,-2.378375379259965,-2.2813736973298204
b2710,-3.355365754423035,-2.49097018951535,-2.3939389285070027
b2711,-3.2793444168507713,-2.566953414623611,-2.469911888325147
b2712,-3.3864788317929544,-2.4598795030792044,-2.36285426442706
b2713,-3.285777064382873,-2.560523272835557,-2.463482421997224
b2715,-3.3695574177202614,-2.476788142916889,-2.379759469221896
b2716,-3.442735847824532,-2.4036775446515475,-2.306667087908719
b2717,-3.6309067623536606,-2.215966890197,-2.119078533709804
b2718,-3.4469744818753467,-2.399443996094903,-2.3024349028029687
b2719,-3.345768653522762,-2.500561302964845,-2.403528430486263
b2720,-3.2304219282922912,-2.6158600936588807,-2.5188143038596364
b2721,-3.220806847949955,-2.6254726479691644,-2.5284261766615965
b2722,-3.1387456692143703,-2.7075179158029843,-2.610467149992999
b2723,-3.114688209586174,-2.7315721824917154,-2.634520554495318
b2724,-3.1229921211018485,-2.7232693136238018,-2.62621796718663
b2725,-3.1349459528117705,-2.711317091935639,-2.614266180246048
b2726,-3.366084267459496,-2.4802588515317345,-2.3832295210364176
b2727,-3.507895721203463,-2.338615121930292,-2.24163073627099
b2728,-3.428685732256738,-2.4177118347347832,-2.3206971330245096
b2729,-3.516411803875083,-2.3301153618142525,-2.233135331405055
b2730,-3.5505372075900543,-2.2960660261848695,-2.19910624898711
b2731,-3.4817155054139373,-2.3647508168358593,-2.2677545351102086
b2732,-3.414454388211673,-2.43192864813939,-2.334910046036169
b2733,-3.620492221338453,-2.226337203238629,-2.129437227192832
b2737,-3.3000393921735127,-2.5462669151401447,-2.449227673312228
b2741,-4.141404368362806,-1.7416532383453684,-1.6490770303030944
b2742,-3.922717276490925,-1.9286267482456791,-1.8327954246893174
b2743,-3.757768835783449,-2.0900125352543855,-1.9933574100052989
b2744,-3.78136270043745,-2.066699529125922,-1.970114571636019
b2750,-3.762610499870897,-2.0852246276719537,-1.9885830047644117
b2751,-3.9149562904669577,-1.9360983682127875,-1.8402053065807844
b2752,-3.9502431846715393,-1.902291549436478,-1.8067052141984248
b2754,-3.469208227670959,-2.3772395247885862,-2.2802382738955798
b2755,-3.429204441626777,-2.4171936825799807,-2.3201791303880137
b2756,-3.4814679327864124,-2.3649980059914815,-2.268001621694369
b2757,-3.4336180577474584,-2.4127848897963324,-2.3157716316950534
b2758,-3.3659098318900513,-2.4804331660152212,-2.3834038029459643
b2759,-3.335594685043515,-2.510729344115376,-2.413694875906627
b2760,-3.221305202815289,-2.6249744199427485,-2.5279279828574657
b2762,-3.940646795639403,-1.911441185900774,-1.8157646166347556
b2763,-3.933144667903991,-1.9186184439820835,-1.8228749942104456
b2764,-3.919119435463318,-1.9320881573225839,-1.8362278342265428
b2780,-3.9983876062182424,-1.8570576152458755,-1.7620121960968915
b2781,-3.6846867158609564,-2.162475202015821,-2.0656619925616493
b2782,-3.723184004440423,-2.124263667768518,-2.0275239552596807
b2783,-3.756672172168936,-2.091097283652523,-1.994439160944506
b2784,-3.7708882102890606,-2.077043336840303,-1.9804258464615547
b2785,-3.6073365863669498,-2.2394414134333216,-2.1425278968808903
b2794,-3.7267941032271095,-2.120684635494015,-2.023952854083321
b2799,-3.4651248724740165,-2.3813171589027595,-2.284314376216798
b2800,-3.3311154159636285,-2.5152061331316076,-2.4181709971203933
b2801,-3.1052453987199278,-2.7410138781961195,-2.6439619490435393
b2802,-3.336959105659789,-2.509365694362402,-2.4123314337070245
b2803,-3.428734278127825,-2.4176633409282373,-2.320648653188675
b2804,-3.686196571019247,-2.160975135572859,-2.0641644601453635
b2805,-3.658413317670238,-2.1885940655187386,-2.0917406969494614
b2808,-3.6702097452295623,-2.176863467710629,-2.0800272419383146
b2818,-3.8392653690884626,-2.0097343750894026,-1.9133769795171005
b2819,-3.5737874419350386,-2.272879046210061,-2.1759360560069863
b2820,-3.6191086345880046,-2.2277151547691005,-2.130813696515584
b2821,-3.6026323649062766,-2.2441283714260627,-2.147210301989307
b2822,-3.5999484273583295,-2.2468027122727183,-2.1498821103170775
b2823,-3.470906554804701,-2.3755436253952835,-2.2785430243952303
b2824,-3.39080829247538,-2.455553558775497,-2.3585292653340377
b2825,-3.336747868902062,-2.5095768112995205,-2.412542518383175
b2826,-3.235894832897969,-2.610388703699277,-2.513343322504171
b2827,-3.8282822139636017,-2.0205071675305155,-1.9240995919424222
b2828,-3.770265691215561,-2.0776584002873117,-1.9810390477866808
b2829,-3.806227990635389,-2.042187976262597,-1.9456900759376528
b2830,-3.913721112419949,-1.9372891615122798,-1.841386552475882
b2837,-3.6266649425938433,-2.220190303158613,-2.123297113759487
b2838,-3.697304700435016,-2.1499423563598072,-2.0531511481183125
b2839,-3.4487177212212052,-2.3977028921362735,-2.300694371258164
b2840,-3.6624998392485817,-2.1845297277750886,-2.087682142024391
b2841,-3.440828259464318,-2.4055828927076566,-2.3085718352238755
b2852,-3.0364482043813155,-2.8098048151045227,-2.7127511958061916
b2866,-3.3359942985717,-2.510329955604868,-2.4132955479824365
b2867,-3.320872368897548,-2.5254437898411433,-2.4284072021127523
b2868,-3.3329029583843304,-2.5134195712140475,-2.416384699230412
b2869,-3.4568504838225382,-2.389580440911244,-2.292574683310638
b2878,-3.1335390632775133,-2.7127237850010877,-2.615672820261569
b2879,-3.103730829683822,-2.7425282750432824,-2.6454762993886507
b2891,-3.986281709847881,-1.8683081452022765,-1.7731119183334199
b2892,-3.7221419319473394,-2.1252969218350413,-2.02855495592118
b2893,-3.7962144000994367,-2.052051251166383,-1.9555165356462267
b2894,-3.7140109800408263,-2.133361288227724,-2.03660227727834
b2895,-3.7736776751926393,-2.074287700183768,-1.977678650525173
b2896,-3.738777487663145,-2.108810365218418,-2.012106348305805
b2897,-3.8501252566572055,-1.9991004556196497,-1.9027964026770237
b2898,-3.886794947469881,-1.9633497916436904,-1.8672568098183024
b2903,-3.6754106140572897,-2.1716934202541656,-2.074865202565718
b2904,-3.833730579916109,-2.01516097321182,-1.9187778327252258
b2905,-3.7641445522740886,-2.083708007128675,-1.9870707553291396
b2906,-3.697101066650429,-2.1501445543790405,-2.053352975841479
b2907,-3.7291192275025566,-2.1183799517682584,-2.0216533823909058
b2908,-3.8657640417352295,-1.983821925254827,-1.8876017273861763
b2909,-3.8820419505837287,-1.9679683426025323,-1.8718450645938645
b2912,-3.6748919378699525,-2.172208971264277,-2.0753799421112396
b2914,-3.9841627023372457,-1.8702870688725037,-1.77506551349727
b2916,-3.754998572970219,-2.092752881431844,-1.9960902269866607
b2922,-3.867460296939715,-1.9821674209727216,-1.8859568476477746
b2923,-3.5867364907239394,-2.259969957765988,-2.163037547109211
b2924,-4.006099482078837,-1.8499439582208623,-1.7550001630148249
b2926,-4.200069842654652,-1.7247929463086937,-1.6327744869261014
b2927,-3.920776490563379,-1.9304934383521442,-1.8346463893043794
b2935,-3.97920507544319,-1.874927370304331,-1.7796477710691898
b2936,-3.719998155421503,-2.1274227633641223,-2.030676211570602
b2937,-3.7246605146102216,-2.122799766148119,-2.0260632739253572
b2938,-3.92236386790138,-1.9289665761481094,-1.8331323746154784
b2942,-4.070266694945396,-1.7931274740824956,-1.699204087737103
b2943,-3.6285733815340553,-2.218290077516346,-2.1213990451244444
b2945,-3.328566569795746,-2.5177536020348215,-2.4207180951367206
b2954,-3.7458742161697027,-2.1017828524287787,-2.0050963738881302
b2955,-3.6779836821943723,-2.1691360272027542,-2.0723118778202423
b2957,-3.4544440540974937,-2.39198375862313,-2.2949771671942294
b2958,-3.5748185005066007,-2.271851038238466,-2.1749088563801533
b2961,-3.700988987170632,-2.1462844106996757,-2.049499991619242
b2962,-3.8614170263121177,-1.9880644125746885,-1.8918200335359088
b2963,-3.685322973289922,-2.161843056745139,-2.0650309119562413
b2964,-3.538398256637482,-2.3081758197283273,-2.2112082878140646
b2965,-3.625680845574606,-2.221170207941838,-2.1242759172428753
b2975,-3.4253589360056913,-2.4210351045458705,-2.3240194564914938
b2976,-3.6669037366813915,-2.180150468004502,-2.0833092976956715
b2977,-3.690066654176391,-2.1571306294254255,-2.0603265696890642
b4467,-3.5136310361070024,-2.3328906928345696,-2.2359092121377646
b4468,-3.394996802903847,-2.4513685522199697,-2.3543452004740906
b2979,-3.421831350117858,-2.4245590390677516,-2.3275424109811405
b2980,-3.6121921553103897,-2.2346042726198556,-2.1376956120614956
b2987,-3.165910712453013,-2.6803571776011235,-2.583307574073987
b2988,-3.774627567487739,-2.0733494859257027,-1.9767433470000408
b2989,-3.829159736071252,-2.0196458190489186,-1.9232421194528815
b2990,-3.509288358345738,-2.3372250881850936,-2.240241397396415
b2991,-3.4370786326369807,-2.409328201502682,-2.3123159859555242
b2992,-3.568007091849113,-2.2786426960390394,-2.1816952785822363
b2993,-3.643389209883833,-2.2035419183472515,-2.106668626019884
b2994,-3.5281346105202895,-2.3184166702243125,-2.2214430682406276
b2995,-3.334792510548735,-2.5115310687908003,-2.4144964794656762
b2996,-3.4082105980296737,-2.4381665024487478,-2.3411463062489535
b2997,-3.4615086812058933,-2.384928417494495,-2.2879243137806013
b3005,-3.9452473509655834,-1.907050257759739,-1.8114162774094993
b3006,-3.95870208879426,-1.8942581000559227,-1.7987558550809115
b3008,-3.819054734774403,-2.029570881437417,-1.93312389070251
b3009,-3.698053455682943,-2.149198898377201,-2.0524090561295787
b3011,-3.70205271037216,-2.1452284226513543,-2.0484459956391867
b3012,-3.7476175140256918,-2.1000571084338695,-2.003375068727501
b3013,-3.3052086443927604,-2.541099976442296,-2.4440613580155817
b3021,-3.7572741214812817,-2.0905018627311716,-1.9938453825507756
b3022,-3.7715453863583326,-2.0763940683851727,-1.9797785522996776
b3025,-3.413616889476933,-2.432765335662743,-2.3357465157321764
b3026,-3.4147223658457637,-2.4316609310689814,-2.3346423989308565
b3035,-3.9882937780275878,-1.866431645522638,-1.7712597600601792
b3037,-3.9012460760893957,-1.949339943757954,-1.853345023128585
b3038,-3.866956594567239,-1.9826586681035268,-1.8864452255863686
b3040,-3.733504496531364,-2.114034179239293,-2.0173176666835935
b3044,-2.8196308930817415,-3.0266141432671163,-2.929558366993587
b3045,-2.877488984858872,-2.968757181242243,-2.8717017102666063
b3047,-3.1705738748956787,-2.675694838932909,-2.5786454577836677
b3048,-3.1548085495843186,-2.6914574828554274,-2.594407377834136
b3049,-3.8261866008299887,-2.02256458594697,-1.9261478451467884
b3055,-3.7641256544532182,-2.0837266890199553,-1.9870893830972367
b3056,-3.7657931550497135,-2.082078356593665,-1.9854458530604546
b3057,-3.661006557167119,-2.186014828898156,-2.089165111257358
b3060,-3.285424850332238,-2.560875346780484,-2.463834458176671
b3061,-3.1501397996184437,-2.6961254932402676,-2.5990751885446453
b3062,-3.115359162647733,-2.7309013114712575,-2.633849705629939
b3063,-3.0562293764631616,-2.790025148857814,-2.6929719363337083
b3066,-3.8234334593333226,-2.025268454779867,-1.9288398657950043
b3067,-3.953972903563266,-1.898745598177689,-1.8031958028793993
b3070,-3.6829952649854105,-2.16415581118257,-2.0673397937535034
b3071,-3.6648314855336728,-2.1822110299846025,-2.0853668168364234
b3072,-3.5603677165076726,-2.286261012074415,-2.1893080068621376
b3073,-3.844584749561242,-2.0045233442843053,-1.9081915981095274
b3075,-3.58982203315138,-2.2568944847107395,-2.159964736823868
b3076,-3.1796041902143077,-2.6666661964013407,-2.5696172667947828
b3077,-3.1346027488583275,-2.711660247785114,-2.614609323106677
b3081,-3.3742148107344554,-2.4721341177183747,-2.375106349840271
b3082,-3.501483263536749,-2.3450159128603025,-2.248028412207854
b3083,-3.4548211809283003,-2.391607116062526,-2.294600654396206
b3087,-3.6915930545690476,-2.1556145125953043,-2.05881311054617
b3089,-3.8961114606186933,-1.9543119258827417,-1.8582811093746625
b3091,-3.4634711428969798,-2.382968617308833,-2.2859652264145773
b3092,-3.514874180449041,-2.331649965969208,-2.23466913019523
b3093,-3.4434739633370093,-2.402940303992221,-2.3059300818256143
b3094,-3.8056685916798068,-2.0427386801602054,-1.9462386574067376
b3095,-3.7475215897859537,-2.100152061002476,-2.0034697756862547
b3096,-3.686498468068189,-2.160675208454233,-2.0638650428464707
b4471,-3.3206566766348913,-2.5256593726566905,-2.4286227554485182
b3113,-3.336213367460291,-2.5101110103359567,-2.413076635998025
b3114,-3.267141442564128,-2.5791519313059874,-2.4821092032006296
b3115,-3.2445826890562417,-2.6017033728567225,-2.50465867284897
b3116,-3.370943303239781,-2.4754032482092163,-2.378374841020386
b3117,-3.113740008519099,-2.732520268263914,-2.635468609132161
b3118,-3.218558486423307,-2.6277204426577403,-2.5306738184096806
b3124,-3.4666389059303295,-2.379805227790776,-2.282803008044949
b3125,-3.4855947763653665,-2.3608776416931683,-2.263882990235162
b3126,-3.3146476462079613,-2.5316654187612895,-2.4346279976626706
b3127,-3.1355098289943206,-2.7107532950349937,-2.6137024047527326
b3129,-3.7596170542038694,-2.0881846140771616,-1.9915345910357387
b3130,-3.7235068060772054,-2.1239436112428316,-2.0272046000116264
b3131,-3.7502337500824012,-2.0974676360121016,-2.0007923569423793
b3132,-3.1882947616337876,-2.657977336520761,-2.560928868881071
b3133,-3.2970773781038645,-2.5492276403835628,-2.45218805123965
b3134,-3.288679760767587,-2.5576217442006253,-2.460581208119573
b3135,-3.3311607336006976,-2.5151608402024968,-2.4181257108447305
b3136,-3.0533099270723376,-2.792944362853384,-2.6958910867433663
b3137,-3.050679317771727,-2.7955747640773145,-2.698521431760209
b3139,-3.069714244698479,-2.7765414317134494,-2.679488530116661
b3140,-3.1281882518799518,-2.7180738663816166,-2.6210227045208163
b3141,-3.192587720516503,-2.6536852618166593,-2.5566370328140415
b3150,-3.7969804008671524,-2.051296359104092,-1.95476437332423
b3152,-3.454693855421937,-2.391734277927691,-2.294727772413234
b3156,-3.759172829801131,-2.0886239350248843,-1.9919726798282422
b3157,-3.8419856809303896,-2.0070689255676104,-1.910724534075155
b3161,-3.582713349682448,-2.263980292841408,-2.1670444939364435
b3162,-3.8643412266640333,-1.9852101400681748,-1.8889819513662511
b3164,-4.074779088292231,-1.789362301680876,-1.6955218875524773
b3166,-3.826618362112432,-2.022140644772388,-1.92572578184762
b3167,-3.8564996429464107,-1.99286770062685,-1.896596787979107
b3168,-3.9951794376808554,-1.8600295766984634,-1.7649431669056557
b3169,-3.9601302071368454,-1.8929049396660125,-1.7974173260984818
b3170,-3.952750551739871,-1.899907072306137,-1.8043452092011985
b3172,-3.9849876070356425,-1.8695163732693056,-1.774304640747016
b3178,-4.025592505713667,-1.832180848475612,-1.737513889737644
b3179,-3.9887710604137196,-1.8659868929442849,-1.7708208233586586
b3180,-3.9885725743650235,-1.8661718334536321,-1.7710033432811803
b3183,-3.7664215458192647,-2.081457249995567,-1.9848265702968433
b3184,-3.7232475621869496,-2.124200650014344,-2.0274610754613795
b3188,-3.514984083989777,-2.331540277161971,-2.234559498670059
b3189,-3.8644135972765117,-1.9851395202004056,-1.8889117361480119
b3190,-3.905782642163394,-1.9449527422869066,-1.848990539423944
b3191,-3.8390751826215563,-2.0099207681408626,-1.9135624721478581
b3192,-3.890007681067155,-1.960230832560969,-1.8641588654389554
b3193,-3.782495851856513,-2.0655811265359727,-1.9689998280868
b3194,-3.7560248642022316,-2.0917376031136823,-1.9950777215532838
b3195,-3.805286058801431,-2.0431152878925585,-1.946613818332105
b3196,-3.6524512939698726,-2.1945248550188885,-2.097663334225468
b3197,-3.7868576430621173,-2.061277268279108,-1.9647103177094225
b3198,-3.832218190058393,-2.0166445792000953,-1.9202545669034545
b3199,-3.8391974010259937,-2.009800986848122,-1.913443269356756
b3200,-3.8961440028469347,-1.95428039354408,-1.8582498008126473
b3201,-3.858904694921717,-1.9905179122620122,-1.8942598697067032
b3202,-3.925860819282933,-1.925605760522586,-1.8298003218258587
b3203,-4.043726868289671,-1.8159985300145698,-1.721615361528905
b3204,-3.9299411028087157,-1.9216893763668157,-1.825918312042461
b3205,-3.8851796655958393,-1.9649188171297314,-1.8688154340957257
b3206,-3.7283420623915418,-2.119150246562548,-2.02242192591683
b3207,-4.034424168827047,-1.824253095930564,-1.729721174030568
b3210,-3.6746516214268037,-2.1724478436322134,-2.0756184394792228
b3212,-4.091464095205219,-1.7758475546746093,-1.6823235799207221
b3213,-4.110221808529145,-1.7616401951604297,-1.6684827048524227
b3214,-3.5868763364110445,-2.2598305637509073,-2.162898272562192
b3221,-3.559218943087894,-2.287406714962682,-2.1904528945751327
b3222,-3.476901273666638,-2.3695577088997077,-2.2725594636303863
b3223,-3.3983326512483867,-2.4480355682004435,-2.351012986152382
b3224,-3.328465946635427,-2.5178541713208538,-2.4208186499143354
b3225,-3.463572270504228,-2.3828676278380394,-2.2858642739378747
b3227,-3.119598814270067,-2.726662187145528,-2.6296107236978723
b3228,-3.914031452517603,-1.936989931211893,-1.8410897138997924
b3229,-4.0235715419677724,-1.8340063255442842,-1.7393093139835816
b3233,-3.9615805200885834,-1.8915317116794657,-1.7960590876871112
b3234,-3.656832611068494,-2.190166362084307,-2.0933107996410762
b3235,-3.683926586558423,-2.16323044294582,-2.066415967592294
b3237,-3.8758631870288345,-1.973979665603616,-1.877818379736318
b3240,-3.313742402820315,-2.532570223234412,-2.4355326838954743
b3241,-3.347802212587135,-2.498528979571645,-2.4014964396998826
b3242,-3.2663812954155067,-2.579911813039011,-2.4828690133675755
b3243,-3.646827000051187,-2.2001208683855333,-2.1032519559980436
b3249,-3.710609572743241,-2.1367359735011435,-2.0399701070444936
b3250,-3.7597491637944023,-2.0880539658059187,-1.9914043099141117
b3251,-3.9873458235803265,-1.8673154152110556,-1.7721320262021645
b3255,-4.060411887448033,-1.8014863177850995,-1.7073863354885161
b3256,-4.007687601227578,-1.8484846444998166,-1.7535623252808235
b3257,-3.500821934093558,-2.345676068477842,-2.2486882543229036
b3258,-3.5339726247815597,-2.3125914215857524,-2.215621219654424
b3259,-3.734824249323491,-2.1127265596418505,-2.0160131327561377
b3260,-4.009056211985643,-1.8472286425936508,-1.7523249826407674
b3261,-4.040673880343221,-1.8186958846696462,-1.7242631641742368
b3265,-3.0209352724537775,-2.8253167020000807,-2.7282628003884923
b3266,-3.309248408976896,-2.5370620783957767,-2.4400239628772815
b3268,-3.4908746545408924,-2.3556063291904046,-2.2586139677615384
b3269,-3.2032155728103167,-2.643059714755517,-2.5460121078820372
b3270,-3.211757520625962,-2.634519746539878,-2.5374726738616893
b3271,-3.3965829448171427,-2.4497837639837408,-2.3527607760090223
b4473,-3.654579476504544,-2.192407670655342,-2.0955490217779413
b3287,-3.9669094600155312,-1.8864945798572863,-1.791078178916919
b3288,-3.8634982277978684,-1.9860328176148403,-1.889799929550729
b3291,-3.922505044506676,-1.9288308199034834,-1.8329977672665823
b3292,-3.6583050396874017,-2.188701764405846,-2.0918482447991344
b3293,-3.6892020820198277,-2.1579894263253654,-2.0611838734676957
b3322,-3.4663840096504868,-2.3800597685773757,-2.2830574536457675
b3323,-3.2176187824923823,-2.6286599122778176,-2.531613224808384
b3324,-3.3113384198372366,-2.534973053892791,-2.437935204114658
b3325,-3.314183907316212,-2.5321289324618483,-2.4350914506986934
b3326,-3.243151449049254,-2.603134186331058,-2.5060893712745207
