mg_tu_id,mg_tss,mg_tss_strand,strain_id,strain_tss,strain_tss_strand,strain_name,strain_tu_length
ECK120026943,1441780,-1,NC_007779.1,1443035,-1,W3110,459
ECK120026942,1435641,-1,NC_007779.1,1436899,-1,W3110,456
ECK120026926,1408024,1,NC_007779.1,1409738,1,W3110,1009
ECK120026924,1398659,-1,NC_007779.1,1399386,-1,W3110,987
ECK120026919,1392072,-1,NC_007779.1,1392647,-1,W3110,1139
ECK120026914,1362728,1,NC_007779.1,1364442,1,W3110,4087
ECK120026913,1361052,1,NC_007779.1,1362766,1,W3110,5763
ECK120026908,1351118,-1,NC_007779.1,1351965,-1,W3110,867
ECK120026907,1350132,-1,NC_007779.1,1350694,-1,W3110,1152
ECK120026904,1340135,1,NC_007779.1,1341849,1,W3110,1592
ECK120026903,1339309,1,NC_007779.1,1341023,1,W3110,785
ECK120026902,1335090,1,NC_007779.1,1336804,1,W3110,368
ECK120026898,1323188,1,NC_007779.1,1324902,1,W3110,3453
ECK120026897,1316092,-1,NC_007779.1,1316382,-1,W3110,1424
ECK120026894,1313698,-1,NC_007779.1,1313975,-1,W3110,1437
ECK120026892,1310892,-1,NC_007779.1,1312283,-1,W3110,323
ECK120026887,1289177,-1,NC_007779.1,1290251,-1,W3110,503
ECK120026874,1227609,1,NC_007779.1,1229186,1,W3110,398
ECK120026863,1214113,-1,NC_007779.1,1214905,-1,W3110,785
ECK120026861,1212090,-1,NC_007779.1,1213257,-1,W3110,410
ECK120026843,1170417,-1,NC_007779.1,1170989,-1,W3110,1005
ECK120026835,1124103,-1,NC_007779.1,1124984,-1,W3110,696
ECK120026833,1121509,-1,NC_007779.1,1122819,-1,W3110,267
ECK120026832,1120609,-1,NC_007779.1,1120884,-1,W3110,1302
ECK120026831,1119071,-1,NC_007779.1,1119478,-1,W3110,1170
ECK120026828,1105803,1,NC_007779.1,1107380,1,W3110,1973
ECK120026826,1100252,1,NC_007779.1,1100493,1,W3110,535
ECK120026820,1081307,1,NC_007779.1,1081729,1,W3110,878
ECK120026819,1067758,-1,NC_007779.1,1067286,-1,W3110,894
ECK120026814,1050702,-1,NC_007779.1,1049861,-1,W3110,1263
ECK120026811,1031443,-1,NC_007779.1,1031123,-1,W3110,742
ECK120026807,1027837,-1,NC_007779.1,1027533,-1,W3110,726
ECK120026806,1027041,-1,NC_007779.1,1026979,-1,W3110,484
ECK120015312,3101640,-1,NC_007779.1,3099560,-1,W3110,736
ECK120026799,989044,-1,NC_007779.1,987814,-1,W3110,1652
ECK120026797,983023,1,NC_007779.1,983445,1,W3110,1274
ECK120026796,980931,1,NC_007779.1,981353,1,W3110,1963
ECK120026795,971672,1,NC_007779.1,972094,1,W3110,973
ECK120026794,970642,1,NC_007779.1,971064,1,W3110,956
ECK120026789,951154,-1,NC_007779.1,950723,-1,W3110,853
ECK120026786,939365,1,NC_007779.1,939787,1,W3110,1400
ECK120026785,937328,1,NC_007779.1,937750,1,W3110,2009
ECK120026784,932078,-1,NC_007779.1,931441,-1,W3110,1059
ECK120026782,914895,-1,NC_007779.1,914380,-1,W3110,937
ECK120026779,904517,1,NC_007779.1,904939,1,W3110,1226
ECK120026776,888057,-1,NC_007779.1,888399,-1,W3110,80
ECK120026769,866537,1,NC_007779.1,866959,1,W3110,6264
ECK120026765,853098,1,NC_007779.1,853520,1,W3110,1667
ECK120026762,842153,-1,NC_007779.1,842218,-1,W3110,357
ECK120026759,838484,-1,NC_007779.1,838612,-1,W3110,294
ECK120026756,830669,-1,NC_007779.1,825424,-1,W3110,5667
ECK120026753,819858,1,NC_007779.1,820280,1,W3110,730
ECK120026751,807321,-1,NC_007779.1,806420,-1,W3110,1323
ECK120026749,794751,1,NC_007779.1,795173,1,W3110,171
ECK120026745,782061,1,NC_007779.1,782483,1,W3110,1824
ECK120026729,708236,1,NC_007779.1,708658,1,W3110,1880
ECK120026717,669072,-1,NC_007779.1,664524,-1,W3110,4970
ECK120026712,660301,-1,NC_007779.1,659673,-1,W3110,1050
ECK120026709,657250,1,NC_007779.1,657672,1,W3110,251
ECK120026708,651984,1,NC_007779.1,651207,1,W3110,2558
ECK120026707,651952,-1,NC_007779.1,645854,-1,W3110,5321
ECK120026705,645034,-1,NC_007779.1,643420,-1,W3110,837
ECK120026702,636686,-1,NC_007779.1,634572,-1,W3110,1337
ECK120026675,557781,-1,NC_007779.1,555884,-1,W3110,1120
ECK120026667,515903,1,NC_007779.1,515127,1,W3110,1459
ECK120026666,515823,-1,NC_007779.1,513625,-1,W3110,1422
ECK120026662,503295,-1,NC_007779.1,500786,-1,W3110,1733
ECK120026661,498031,1,NC_007779.1,497255,1,W3110,986
ECK120026658,492056,1,NC_007779.1,491280,1,W3110,1967
ECK120026655,486492,1,NC_007779.1,485716,1,W3110,3406
ECK120026654,480794,-1,NC_007779.1,479314,-1,W3110,704
ECK120026652,479288,-1,NC_007779.1,478005,-1,W3110,507
ECK120026647,468352,1,NC_007779.1,467576,1,W3110,489
ECK120026643,464360,1,NC_007779.1,463584,1,W3110,440
ECK120026640,454993,1,NC_007779.1,454217,1,W3110,1438
ECK120026639,454210,-1,NC_007779.1,452781,-1,W3110,653
ECK120021206,2025313,-1,NC_007779.1,2027364,-1,W3110,86
ECK120026634,432977,1,NC_007779.1,432201,1,W3110,4130
ECK120026631,419488,1,NC_007779.1,418712,1,W3110,2871
ECK120026630,416977,-1,NC_007779.1,411831,-1,W3110,4370
ECK120026629,408574,1,NC_007779.1,407798,1,W3110,376
ECK120026628,408148,1,NC_007779.1,407372,1,W3110,313
ECK120026626,401319,1,NC_007779.1,400543,1,W3110,327
ECK120026621,389754,-1,NC_007779.1,387977,-1,W3110,1001
ECK120026613,375386,1,NC_007779.1,374610,1,W3110,1284
ECK120026603,332039,1,NC_007779.1,331263,1,W3110,1420
ECK120026596,312805,-1,NC_007779.1,311598,-1,W3110,431
ECK120026595,311393,-1,NC_007779.1,309970,-1,W3110,647
ECK120026594,310797,-1,NC_007779.1,309308,-1,W3110,713
ECK120026593,310119,-1,NC_007779.1,303719,-1,W3110,5624
ECK120026586,293118,-1,NC_007779.1,291546,-1,W3110,796
ECK120026572,256502,1,NC_007779.1,256502,1,W3110,1269
ECK120026569,251969,1,NC_007779.1,251969,1,W3110,1192
ECK120026568,250880,1,NC_007779.1,250880,1,W3110,2281
ECK120026564,246615,-1,NC_007779.1,245961,-1,W3110,654
ECK120026555,231064,1,NC_007779.1,231064,1,W3110,1485
ECK120026554,229098,1,NC_007779.1,229098,1,W3110,872
ECK120026553,222806,1,NC_007779.1,222806,1,W3110,602
ECK120026550,214280,1,NC_007779.1,214280,1,W3110,1699
ECK120026549,214187,-1,NC_007779.1,213678,-1,W3110,509
ECK120026538,179196,1,NC_007779.1,179196,1,W3110,1558
ECK120026537,179183,-1,NC_007779.1,177001,-1,W3110,2182
ECK120026535,164721,1,NC_007779.1,164721,1,W3110,2543
ECK120026530,134339,1,NC_007779.1,134339,1,W3110,411
ECK120026529,118663,-1,NC_007779.1,117752,-1,W3110,911
ECK120026528,117705,-1,NC_007779.1,114522,-1,W3110,3183
ECK120026526,106508,1,NC_007779.1,106508,1,W3110,1036
ECK120026525,87947,1,NC_007779.1,87947,1,W3110,1085
ECK120026524,84188,1,NC_007779.1,84188,1,W3110,1124
ECK120026523,77367,1,NC_007779.1,77367,1,W3110,1432
ECK120026522,77338,-1,NC_007779.1,72229,-1,W3110,5109
ECK120026521,71271,1,NC_007779.1,71271,1,W3110,844
ECK120026516,45592,1,NC_007779.1,45592,1,W3110,1546
ECK120026317,3982781,1,NC_007779.1,3652488,-1,W3110,1412
ECK120026304,255737,-1,NC_007779.1,254259,-1,W3110,1478
ECK120026302,403687,1,NC_007779.1,402911,1,W3110,1131
ECK120026301,4602177,-1,NC_007779.1,4604819,-1,W3110,2038
ECK120026300,4601615,-1,NC_007779.1,4604819,-1,W3110,1476
ECK120026299,4602177,-1,NC_007779.1,4604300,-1,W3110,2557
ECK120026298,1717269,-1,NC_007779.1,1716740,-1,W3110,2243
ECK120026297,1718034,-1,NC_007779.1,1716740,-1,W3110,3008
ECK120026296,3513697,-1,NC_007779.1,4126719,1,W3110,1063
ECK120021265,1799301,-1,NC_007779.1,1800875,-1,W3110,140
ECK120021264,1799763,-1,NC_007779.1,1800875,-1,W3110,602
ECK120021263,2814816,-1,NC_007779.1,2812874,-1,W3110,598
ECK120021260,3700272,-1,NC_007779.1,3940143,1,W3110,373
ECK120021253,1405751,-1,NC_007779.1,1407373,-1,W3110,92
ECK120021241,1618941,-1,NC_007779.1,1619957,-1,W3110,698
ECK120021238,1437121,1,NC_007779.1,1438835,1,W3110,108
ECK120021236,3522826,1,NC_007779.1,4114968,-1,W3110,2622
ECK120021233,2290422,1,NC_007779.1,2293756,1,W3110,725
ECK120021231,3840017,-1,NC_007779.1,3800398,1,W3110,842
ECK120021227,1313991,1,NC_007779.1,1315705,1,W3110,667
ECK120021226,850419,1,NC_007779.1,850841,1,W3110,590
ECK120021223,1024438,1,NC_007779.1,1024860,1,W3110,2087
ECK120021222,3948021,-1,NC_007779.1,3688660,1,W3110,893
ECK120021219,1734162,-1,NC_007779.1,1735468,-1,W3110,408
ECK120021213,1447492,1,NC_007779.1,1449206,1,W3110,1526
ECK120021212,1234916,1,NC_007779.1,1236493,1,W3110,782
ECK120021211,243406,-1,NC_007779.1,240859,-1,W3110,2547
ECK120021202,880653,1,NC_007779.1,881075,1,W3110,1276
ECK120021196,142703,-1,NC_007779.1,142008,-1,W3110,695
ECK120027501,3138610,-1,NC_007779.1,3135319,-1,W3110,1947
ECK120015485,578921,-1,NC_007779.1,577823,-1,W3110,321
ECK120021191,396363,-1,NC_007779.1,394354,-1,W3110,1233
ECK120021188,3843910,1,NC_007779.1,3794685,-1,W3110,1820
ECK120021186,2976189,-1,NC_007779.1,2974758,-1,W3110,87
ECK120021185,2976385,-1,NC_007779.1,2974960,-1,W3110,81
ECK120021184,3374583,1,NC_007779.1,3374438,1,W3110,1653
ECK120021182,3389496,1,NC_007779.1,3389351,1,W3110,953
ECK120021181,3172323,-1,NC_007779.1,3170535,-1,W3110,444
ECK120021180,3206380,-1,NC_007779.1,3203980,-1,W3110,1056
ECK120021176,3138700,1,NC_007779.1,3137356,1,W3110,893
ECK120021173,3041282,1,NC_007779.1,3039938,1,W3110,1011
ECK120021172,3005847,-1,NC_007779.1,3002664,-1,W3110,1839
ECK120021169,2799084,1,NC_007779.1,2797740,1,W3110,529
ECK120021162,2629031,-1,NC_007779.1,2625351,-1,W3110,2336
ECK120021147,2137863,1,NC_007779.1,2140000,1,W3110,1622
ECK120021140,1995717,1,NC_007779.1,1997854,1,W3110,371
ECK120021138,1877657,1,NC_007779.1,1879371,1,W3110,1083
ECK120021137,1875600,-1,NC_007779.1,1876469,-1,W3110,845
ECK120021136,1874323,1,NC_007779.1,1876037,1,W3110,475
ECK120021134,1779328,-1,NC_007779.1,1780104,-1,W3110,938
ECK120021133,1746202,-1,NC_007779.1,1746585,-1,W3110,1331
ECK120021130,1624688,1,NC_007779.1,1626402,1,W3110,603
ECK120021124,1495134,-1,NC_007779.1,1495862,-1,W3110,986
ECK120021123,1440831,-1,NC_007779.1,1438974,-1,W3110,3571
ECK120021122,1441029,1,NC_007779.1,1442743,1,W3110,295
ECK120021118,1388874,1,NC_007779.1,1390588,1,W3110,1021
ECK120021116,1273760,1,NC_007779.1,1275337,1,W3110,1418
ECK120021114,1258738,1,NC_007779.1,1260315,1,W3110,331
ECK120021111,1237285,-1,NC_007779.1,1237286,-1,W3110,1576
ECK120021110,1169033,1,NC_007779.1,1170610,1,W3110,297
ECK120021109,1168844,-1,NC_007779.1,1169777,-1,W3110,644
ECK120021107,1092841,1,NC_007779.1,1093263,1,W3110,1393
ECK120021104,1021083,1,NC_007779.1,1021505,1,W3110,684
ECK120021102,1018459,1,NC_007779.1,1018881,1,W3110,478
ECK120021094,3182433,1,NC_007779.1,3181089,1,W3110,890
ECK120021091,4428819,-1,NC_007779.1,4432759,-1,W3110,740
ECK120021089,4016343,-1,NC_007779.1,3620338,1,W3110,989
ECK120021086,3216753,1,NC_007779.1,3215409,1,W3110,649
ECK120021072,1901772,-1,NC_007779.1,1901743,-1,W3110,1743
ECK120021071,1842163,-1,NC_007779.1,1843577,-1,W3110,300
ECK120021070,1841432,-1,NC_007779.1,1842497,-1,W3110,649
ECK120021069,1809263,-1,NC_007779.1,1810411,-1,W3110,566
ECK120021067,1523227,1,NC_007779.1,1524941,1,W3110,1141
ECK120021065,1395973,-1,NC_007779.1,1396605,-1,W3110,1082
ECK120021062,880519,-1,NC_007779.1,880276,-1,W3110,665
ECK120021061,878070,-1,NC_007779.1,877132,-1,W3110,1360
ECK120021059,4605777,1,NC_007779.1,4610457,1,W3110,263
ECK120021054,4556856,1,NC_007779.1,4561536,1,W3110,529
ECK120021047,4478445,1,NC_007779.1,4483125,1,W3110,444
ECK120021041,4394092,-1,NC_007779.1,4397608,-1,W3110,1164
ECK120021039,4275418,1,NC_007779.1,4279008,1,W3110,1639
ECK120021038,4275164,-1,NC_007779.1,4278350,-1,W3110,404
ECK120021027,3860253,1,NC_007779.1,3779239,-1,W3110,923
ECK120021020,3719097,-1,NC_007779.1,3921318,1,W3110,763
ECK120021017,3634743,1,NC_007779.1,4004522,-1,W3110,1150
ECK120021009,3327759,1,NC_007779.1,3327614,1,W3110,324
ECK120020537,2303695,-1,NC_007779.1,2300991,-1,W3110,6038
ECK120020536,1791254,-1,NC_007779.1,1791522,-1,W3110,1446
ECK120020535,3545596,1,NC_007779.1,4094217,-1,W3110,603
ECK120020534,176561,1,NC_007779.1,176561,1,W3110,393
ECK120020533,583567,1,NC_007779.1,582790,1,W3110,863
ECK120020510,824601,1,NC_007779.1,825023,1,W3110,439
ECK120020504,674993,1,NC_007779.1,675415,1,W3110,507
ECK120016690,1966216,-1,NC_007779.1,1964294,-1,W3110,3636
ECK120020499,444658,1,NC_007779.1,443882,1,W3110,516
ECK120016726,1538687,-1,NC_007779.1,1537651,-1,W3110,2750
ECK120020481,2465135,-1,NC_007779.1,2469698,-1,W3110,883
ECK120020480,641903,-1,NC_007779.1,640662,-1,W3110,464
ECK120020476,1673890,1,NC_007779.1,1675604,1,W3110,1057
ECK120020474,441468,1,NC_007779.1,440692,1,W3110,1529
ECK120020473,475201,-1,NC_007779.1,473525,-1,W3110,900
ECK120020471,2652391,1,NC_007779.1,2651047,1,W3110,948
ECK120020469,508191,1,NC_007779.1,507415,1,W3110,368
ECK120020467,507204,1,NC_007779.1,506428,1,W3110,83
ECK120020465,4278066,-1,NC_007779.1,4281517,-1,W3110,139
ECK120020464,3986432,1,NC_007779.1,3650078,-1,W3110,171
ECK120020463,3350577,1,NC_007779.1,3350432,1,W3110,120
ECK120020462,3311183,1,NC_007779.1,3311038,1,W3110,215
ECK120020459,919103,-1,NC_007779.1,918550,-1,W3110,975
ECK120020489,240216,-1,NC_007779.1,239419,-1,W3110,797
ECK120020429,554577,1,NC_007779.1,553800,1,W3110,1419
ECK120020452,4126908,1,NC_007779.1,3509456,-1,W3110,317
ECK120020449,855947,1,NC_007779.1,856369,1,W3110,1608
ECK120020448,4406044,1,NC_007779.1,4410724,1,W3110,4490
ECK120020440,1930857,1,NC_007779.1,1932571,1,W3110,1202
ECK120020439,405686,-1,NC_007779.1,404010,-1,W3110,900
ECK120020438,4449686,-1,NC_007779.1,4453802,-1,W3110,564
ECK120020437,3637612,1,NC_007779.1,4001274,-1,W3110,1529
ECK120020436,1185823,1,NC_007779.1,1187400,1,W3110,1247
ECK120020435,990591,1,NC_007779.1,991013,1,W3110,2643
ECK120020433,2537319,-1,NC_007779.1,2541832,-1,W3110,933
ECK120020432,146745,-1,NC_007779.1,146314,-1,W3110,431
ECK120020431,4158394,-1,NC_007779.1,3478287,1,W3110,109
ECK120027500,3136403,-1,NC_007779.1,3133528,-1,W3110,1531
ECK120020454,1923066,1,NC_007779.1,1924780,1,W3110,248
ECK120020461,2814802,1,NC_007779.1,2813458,1,W3110,71
ECK120020493,346432,1,NC_007779.1,345656,1,W3110,327
ECK120020428,3318375,-1,NC_007779.1,3317886,-1,W3110,344
ECK120020425,1712671,1,NC_007779.1,1714385,1,W3110,1600
ECK120020424,2949156,1,NC_007779.1,2947812,1,W3110,1417
ECK120017003,2178667,-1,NC_007779.1,2180846,-1,W3110,1155
ECK120017000,1092523,-1,NC_007779.1,1086528,-1,W3110,6417
ECK120016931,1705755,1,NC_007779.1,1707469,1,W3110,6403
ECK120016930,1705207,1,NC_007779.1,1706921,1,W3110,6951
ECK120016929,742798,1,NC_007779.1,743220,1,W3110,3928
ECK120016928,742619,1,NC_007779.1,743041,1,W3110,4107
ECK120016778,2856828,-1,NC_007779.1,2855109,-1,W3110,375
ECK120016777,4432009,-1,NC_007779.1,4436001,-1,W3110,688
ECK120016729,3455634,-1,NC_007779.1,4184782,1,W3110,2126
ECK120016728,2766707,1,NC_007779.1,2765363,1,W3110,648
ECK120016727,1728353,1,NC_007779.1,1730067,1,W3110,5387
ECK120016725,576873,1,NC_007779.1,576096,1,W3110,1695
ECK120020427,1344638,-1,NC_007779.1,1345311,-1,W3110,1041
ECK120016724,3893829,1,NC_007779.1,3741463,-1,W3110,1389
ECK120016723,687896,-1,NC_007779.1,684952,-1,W3110,3366
ECK120016722,2013146,1,NC_007779.1,2015283,1,W3110,6367
ECK120016700,1986775,1,NC_007779.1,1988912,1,W3110,653
ECK120016699,639002,1,NC_007779.1,638225,1,W3110,2316
ECK120016698,3836664,-1,NC_007779.1,3803751,1,W3110,4445
ECK120016697,1720998,1,NC_007779.1,1722712,1,W3110,3135
ECK120016696,1074134,1,NC_007779.1,1074556,1,W3110,746
ECK120016695,4256598,-1,NC_007779.1,4257633,-1,W3110,2555
ECK120016694,3682016,-1,NC_007779.1,3958399,1,W3110,1572
ECK120016693,3550399,-1,NC_007779.1,4090017,1,W3110,2413
ECK120016692,2013036,-1,NC_007779.1,2014837,-1,W3110,336
ECK120016691,1144728,-1,NC_007779.1,1142759,-1,W3110,3546
ECK120020426,3311786,-1,NC_007779.1,3311227,-1,W3110,414
ECK120020498,399454,1,NC_007779.1,398678,1,W3110,351
ECK125285347,4073663,-1,NC_007779.1,3563018,1,W3110,3148
ECK120016590,1988200,1,NC_007779.1,1990337,1,W3110,345
ECK120016564,1757296,1,NC_007779.1,1759010,1,W3110,361
ECK120016563,716641,-1,NC_007779.1,716369,-1,W3110,694
ECK120016562,197026,1,NC_007779.1,197026,1,W3110,11582
ECK120016561,3343396,1,NC_007779.1,3343251,1,W3110,4573
ECK120016560,3328853,-1,NC_007779.1,3328661,-1,W3110,47
ECK120016559,3296072,1,NC_007779.1,3295927,1,W3110,912
ECK120016558,3169801,1,NC_007779.1,3168457,1,W3110,2032
ECK120016557,3201042,1,NC_007779.1,3199698,1,W3110,2087
ECK120016556,3039633,-1,NC_007779.1,3033840,-1,W3110,4449
ECK120016555,2735961,1,NC_007779.1,2734617,1,W3110,922
ECK120016554,926685,-1,NC_007779.1,926584,-1,W3110,523
ECK120016553,926479,-1,NC_007779.1,926584,-1,W3110,317
ECK120016552,3169749,1,NC_007779.1,3168405,1,W3110,2084
ECK120016551,2638975,-1,NC_007779.1,2634540,-1,W3110,3091
ECK120016550,2616068,1,NC_007779.1,2614724,1,W3110,1869
ECK120016549,2537315,1,NC_007779.1,2542761,1,W3110,1168
ECK120016547,1825688,-1,NC_007779.1,1826771,-1,W3110,631
ECK120016408,518490,-1,NC_007779.1,516649,-1,W3110,1065
ECK120016405,1442915,-1,NC_007779.1,1443568,-1,W3110,1061
ECK120016404,1121032,-1,NC_007779.1,1122278,-1,W3110,331
ECK120016403,1121058,-1,NC_007779.1,1122278,-1,W3110,357
ECK120016338,2065972,-1,NC_007779.1,2065525,-1,W3110,2584
ECK120016337,1289106,1,NC_007779.1,1290683,1,W3110,2149
ECK120016334,1290220,1,NC_007779.1,1291797,1,W3110,1035
ECK120016333,159195,-1,NC_007779.1,157253,-1,W3110,1942
ECK120016332,159151,-1,NC_007779.1,157253,-1,W3110,1898
ECK120016331,3669551,1,NC_007779.1,3969174,-1,W3110,1690
ECK120016329,3692673,-1,NC_007779.1,3947742,1,W3110,3518
ECK120016328,4351685,-1,NC_007779.1,4353993,-1,W3110,2370
ECK120016222,2850839,1,NC_007779.1,2849495,1,W3110,5577
ECK120016221,2850627,1,NC_007779.1,2849283,1,W3110,5789
ECK120016218,2013093,-1,NC_007779.1,2014837,-1,W3110,393
ECK120016181,2695767,1,NC_007779.1,2694423,1,W3110,1590
ECK120016180,855786,-1,NC_007779.1,855246,-1,W3110,962
ECK120015960,485699,1,NC_007779.1,484923,1,W3110,709
ECK120015958,1277821,1,NC_007779.1,1279398,1,W3110,1527
ECK120015950,2041346,1,NC_007779.1,2043483,1,W3110,679
ECK120015947,3216538,-1,NC_007779.1,3214383,-1,W3110,811
ECK120015945,4591412,1,NC_007779.1,4596092,1,W3110,1900
ECK120015944,4105686,-1,NC_007779.1,3530995,1,W3110,2084
ECK120015766,2751759,1,NC_007779.1,2750415,1,W3110,1697
ECK120015523,1125522,1,NC_007779.1,1127099,1,W3110,624
ECK120015515,4012837,-1,NC_007779.1,3623844,1,W3110,974
ECK120015514,4012855,-1,NC_007779.1,3623826,1,W3110,992
ECK120015513,4012884,1,NC_007779.1,3621367,-1,W3110,2430
ECK120015512,3068185,-1,NC_007779.1,3065996,-1,W3110,845
ECK120015511,3068126,-1,NC_007779.1,3065996,-1,W3110,786
ECK120015510,904523,-1,NC_007779.1,904374,-1,W3110,571
ECK120015509,1727801,1,NC_007779.1,1729515,1,W3110,443
ECK120015508,1114213,-1,NC_007779.1,1115384,-1,W3110,406
ECK120015507,4439511,1,NC_007779.1,4444191,1,W3110,282
ECK120015506,3719431,1,NC_007779.1,3920647,-1,W3110,337
ECK120015505,2578570,1,NC_007779.1,2577226,1,W3110,3069
ECK120015502,4111524,-1,NC_007779.1,3525157,1,W3110,784
ECK120015501,2587475,1,NC_007779.1,2586131,1,W3110,3233
ECK120015499,846631,-1,NC_007779.1,846163,-1,W3110,890
ECK120015493,585665,-1,NC_007779.1,583903,-1,W3110,985
ECK120015492,883508,-1,NC_007779.1,883214,-1,W3110,716
ECK120015491,174921,-1,NC_007779.1,173602,-1,W3110,1319
ECK120015490,703175,-1,NC_007779.1,702025,-1,W3110,1572
ECK120015488,1719748,1,NC_007779.1,1721462,1,W3110,595
ECK120015487,1719777,1,NC_007779.1,1721491,1,W3110,566
ECK120015486,1682138,1,NC_007779.1,1683852,1,W3110,2045
ECK120016589,2962507,-1,NC_007779.1,2957716,-1,W3110,3447
ECK120015484,2494433,-1,NC_007779.1,2493469,-1,W3110,6410
ECK120015482,2493439,-1,NC_007779.1,2497450,-1,W3110,1435
ECK120015478,1586664,-1,NC_007779.1,1585921,-1,W3110,2457
ECK120015476,4605694,-1,NC_007779.1,4609555,-1,W3110,819
ECK120015475,1636603,-1,NC_007779.1,1636024,-1,W3110,2293
ECK120015474,3581111,1,NC_007779.1,4058789,-1,W3110,515
ECK120015374,2196445,1,NC_007779.1,2199779,1,W3110,853
ECK120015373,1263556,-1,NC_007779.1,1262472,-1,W3110,2661
ECK120015372,3813852,1,NC_007779.1,3825325,-1,W3110,1238
ECK120015371,2414486,1,NC_007779.1,2419932,1,W3110,2405
ECK120015369,1823492,1,NC_007779.1,1825206,1,W3110,910
ECK120015368,607731,1,NC_007779.1,606954,1,W3110,257
ECK120015367,711939,-1,NC_007779.1,712027,-1,W3110,334
ECK120015366,4579917,-1,NC_007779.1,4584179,-1,W3110,418
ECK120015365,3647982,-1,NC_007779.1,3992433,1,W3110,330
ECK120015364,3721065,1,NC_007779.1,3918366,-1,W3110,984
ECK120015363,1810170,1,NC_007779.1,1811884,1,W3110,631
ECK120015362,1946110,1,NC_007779.1,1947824,1,W3110,743
ECK120015361,1946144,1,NC_007779.1,1947858,1,W3110,709
ECK120015360,1948674,-1,NC_007779.1,1948529,-1,W3110,1859
ECK120015359,1947439,-1,NC_007779.1,1948529,-1,W3110,624
ECK120015358,1948185,-1,NC_007779.1,1948529,-1,W3110,1370
ECK120015357,1806323,1,NC_007779.1,1808037,1,W3110,976
ECK120015356,900626,-1,NC_007779.1,900070,-1,W3110,978
ECK120015355,601929,1,NC_007779.1,601152,1,W3110,1480
ECK120015354,1526020,-1,NC_007779.1,1526195,-1,W3110,1539
ECK120015353,1526011,-1,NC_007779.1,1526195,-1,W3110,1530
ECK120015352,8191,1,NC_007779.1,8191,1,W3110,1035
ECK120015350,1950617,-1,NC_007779.1,1950376,-1,W3110,1955
ECK120015349,3072857,-1,NC_007779.1,3070087,-1,W3110,1426
ECK120015348,3073823,-1,NC_007779.1,3068821,-1,W3110,3658
ECK120015347,3072857,-1,NC_007779.1,3068821,-1,W3110,2692
ECK120015345,1250944,-1,NC_007779.1,1249273,-1,W3110,3248
ECK120015344,1251003,1,NC_007779.1,1252580,1,W3110,1982
ECK120015343,2239391,-1,NC_007779.1,2240077,-1,W3110,2648
ECK120015342,2153979,1,NC_007779.1,2156116,1,W3110,11019
ECK120015341,1601460,1,NC_007779.1,1603174,1,W3110,6644
ECK120015340,21120,-1,NC_007779.1,20771,-1,W3110,349
ECK120015339,21210,-1,NC_007779.1,20771,-1,W3110,439
ECK120015338,656526,1,NC_007779.1,656948,1,W3110,591
ECK120015337,4635353,-1,NC_007779.1,4639121,-1,W3110,912
ECK120015336,3348421,1,NC_007779.1,3348276,1,W3110,663
ECK120015335,2168349,-1,NC_007779.1,2169739,-1,W3110,747
ECK120015333,1982442,-1,NC_007779.1,1982233,-1,W3110,2346
ECK120015332,546411,-1,NC_007779.1,542485,-1,W3110,3150
ECK120015331,533907,1,NC_007779.1,533131,1,W3110,9126
ECK120015330,532300,-1,NC_007779.1,530519,-1,W3110,1005
ECK120015329,532390,1,NC_007779.1,531614,1,W3110,543
ECK120015327,65803,-1,NC_007779.1,63429,-1,W3110,2374
ECK120015326,2483641,1,NC_007779.1,2489087,1,W3110,4326
ECK120015325,2483631,1,NC_007779.1,2489077,1,W3110,4336
ECK120015324,4160802,-1,NC_007779.1,3475879,1,W3110,1412
ECK120015323,2222120,-1,NC_007779.1,2222994,-1,W3110,2460
ECK120015322,2006115,1,NC_007779.1,2008252,1,W3110,1559
ECK120015321,1291405,1,NC_007779.1,1292982,1,W3110,960
ECK120015320,2509461,-1,NC_007779.1,2513870,-1,W3110,1037
ECK120015319,1065559,1,NC_007779.1,1065981,1,W3110,1298
ECK120015318,1824984,-1,NC_007779.1,1826076,-1,W3110,622
ECK120015317,2579308,1,NC_007779.1,2577964,1,W3110,2331
ECK120015316,3059353,-1,NC_007779.1,3057300,-1,W3110,709
ECK120015315,2512734,-1,NC_007779.1,2516914,-1,W3110,1266
ECK120015314,3497793,1,NC_007779.1,4141215,-1,W3110,1408
ECK120015313,1147577,1,NC_007779.1,1149154,1,W3110,3827
ECK120021194,3544858,-1,NC_007779.1,4095558,1,W3110,784
ECK120015311,3646112,1,NC_007779.1,3992764,-1,W3110,1539
ECK120009079,2460511,-1,NC_007779.1,2462461,-1,W3110,3496
ECK120009263,813462,1,NC_007779.1,813884,1,W3110,2085
ECK120015178,817977,1,NC_007779.1,818399,1,W3110,1770
ECK120015177,348471,-1,NC_007779.1,346081,-1,W3110,1614
ECK120015176,2668964,-1,NC_007779.1,2666662,-1,W3110,958
ECK120015175,3853192,-1,NC_007779.1,3787223,1,W3110,74
ECK120015174,3808256,1,NC_007779.1,3830598,-1,W3110,1561
ECK120015173,3808516,1,NC_007779.1,3830598,-1,W3110,1301
ECK120015172,1556340,-1,NC_007779.1,1557540,-1,W3110,514
ECK120015171,3088255,1,NC_007779.1,3086911,1,W3110,1423
