,TU,tss,best score,name,ID,Sigma70_Prib_score,Sigma54_Prib_score,Sigma32_Prib_score,Sigma24_Prib_score,Sigma38_Prib_score,Sigma28_Prib_score
3141,ECK120010978,3658345,,mdtE,b3513,-6.2148135760431655,-8.450295936146087,-7.7333391192977885,-6.321817772933795,-9.43950859226955,-7.97807807849517
3142,ECK120027641,3659084,,mdtE,b3513,-6.927676619767529,-4.164014358430589,-5.37974483213992,-16.191476511814482,-6.999337836322941,-10.340626636256774
3143,ECK120035088,3659140,,mdtE,b3513,-9.652959220077603,-6.989310682424607,-6.811735651889503,-10.893730737165406,-8.291315841813441,-5.613670823941117
3144,ECK120035089,3659145,,mdtE,b3513,-9.652959220077603,-6.989310682424607,-3.793271296826068,-10.893730737165406,-10.130385624294956,-5.613670823941117
3145,ECK120049210,3658062,,mdtE,b3513,-5.079211094469638,-6.119539966185346,-9.670799688608076,-16.540279137846944,-5.688392912444837,-8.355243717081969
3146,ECK120010978,3658345,,mdtF,b3514,-6.2148135760431655,-8.450295936146087,-7.7333391192977885,-6.321817772933795,-9.43950859226955,-7.97807807849517
3147,ECK120027641,3659084,,mdtF,b3514,-6.927676619767529,-4.164014358430589,-5.37974483213992,-16.191476511814482,-6.999337836322941,-10.340626636256774
3148,ECK120035088,3659140,,mdtF,b3514,-9.652959220077603,-6.989310682424607,-6.811735651889503,-10.893730737165406,-8.291315841813441,-5.613670823941117
3149,ECK120035089,3659145,,mdtF,b3514,-9.652959220077603,-6.989310682424607,-3.793271296826068,-10.893730737165406,-10.130385624294956,-5.613670823941117
3150,ECK120049210,3658062,,mdtF,b3514,-5.079211094469638,-6.119539966185346,-9.670799688608076,-16.540279137846944,-5.688392912444837,-8.355243717081969
3151,ECK120033211,3665839,,gadW,b3515,-5.079211094469638,-6.119539966185346,-5.645447997872926,-11.464301787013436,-4.696752743328896,-10.792062571484298
3152,ECK120035098,3664651,,gadW,b3515,-3.2902888010427516,-5.165462898645051,-10.21265405461276,-12.68834487725976,-5.542326351017538,-8.71006509237138
3153,ECK120035099,3664781,,gadW,b3515,-3.6408955485988694,-4.454297212582428,-9.059529556347973,-15.477677286701871,-8.335534360460056,-8.445360220020214
3154,ECK120009100,3664864,,gadY,b4452,-3.6408955485988694,-9.164062403908767,-8.877959032259243,-10.880716183515672,-5.200040144530905,-12.847882677485291
3155,ECK120008969,3665839,,gadX,b3516,-5.079211094469638,-6.119539966185346,-5.645447997872926,-11.464301787013436,-4.696752743328896,-10.792062571484298
3156,ECK120009797,3667607,,gadX,b3516,-8.045075080897165,-6.991378935488667,-8.724016277006067,-7.280587504522598,-5.4852101036931655,-11.626766769004908
3157,ECK120033211,3665839,,gadX,b3516,-5.079211094469638,-6.119539966185346,-5.645447997872926,-11.464301787013436,-4.696752743328896,-10.792062571484298
3158,ECK120009797,3667607,,gadA,b3517,-8.045075080897165,-6.991378935488667,-8.724016277006067,-7.280587504522598,-5.4852101036931655,-11.626766769004908
3159,ECK120016331,3669551,,treF,b3519,-6.297654198442332,-6.583845574316443,-6.908207220130084,-11.860283303820449,-5.687734367804639,-11.71515082980651
3160,ECK120027643,3672136,,yhjC,b3521,-5.072871506425248,-1.8332583884698475,-11.916885484478543,-10.466728846799382,-7.788131030554137,-10.265811337381653
3161,ECK120027646,3678412,,yhjG,b3524,-6.438151677109567,-3.2516410641412383,-4.5956969277390645,-8.9170302511544,-6.39102575333003,-9.607138346013924
3162,ECK120010894,3679229,,yhjH,b3525,-4.604369469341514,-6.879611765168182,-11.762144660048735,-17.02733676376181,-6.602334846997237,-3.2016310437565814
3163,ECK120016694,3682016,,yhjJ,b3527,-11.502102029973544,-5.892766646820556,-9.081612977189929,-5.2355611149711105,-8.953224077419677,-11.018348206480063
3164,ECK120008951,3683498,,dctA,b3528,-4.353758592323231,-8.000911594103087,-11.480648717703625,-11.58992973789509,-5.988497504895176,-10.549996105272799
3165,ECK120016329,3692673,,bcsZ,b3531,-5.384468264435816,-4.686725589430561,-7.41898608105382,-7.239106329673148,-7.2812658080042425,-12.351075306449657
3166,ECK120016329,3692673,,bcsB,b3532,-5.384468264435816,-4.686725589430561,-7.41898608105382,-7.239106329673148,-7.2812658080042425,-12.351075306449657
3167,ECK120030145,3696364,,yhjR,b3535,-5.77679079456266,-4.820256982055084,-9.165866833809234,-10.4580602274705,-8.785627336051073,-9.21359141365576
3168,ECK120027649,3696443,,bcsE,b3536,-4.604369469341514,-4.583868203990853,-5.958460791448761,-11.405461286990503,-6.553927262696018,-6.4834415401803795
3169,ECK120027649,3696443,,bcsF,b3537,-4.604369469341514,-4.583868203990853,-5.958460791448761,-11.405461286990503,-6.553927262696018,-6.4834415401803795
3170,ECK120027649,3696443,,bcsG,b3538,-4.604369469341514,-4.583868203990853,-5.958460791448761,-11.405461286990503,-6.553927262696018,-6.4834415401803795
3171,ECK120021260,3700272,,ldrD,b4453,-4.207740943033848,-8.152461492230287,-8.721646020693811,-16.66544228080095,-8.136931918061961,-12.850963402160708
3172,ECK120027650,3700136,,rdlD,b4454,-4.003151844767114,-5.892766646820556,-8.397905067160005,-12.174422456761192,-4.149559475392031,-9.480654198904805
3173,ECK120009452,3707870,,dppF,b3540,-6.641245690349846,-6.43592544423982,-11.02917598530212,-5.7937503427333,-11.872164551713674,-10.29699959080891
3174,ECK120009452,3707870,,dppD,b3541,-6.641245690349846,-6.43592544423982,-11.02917598530212,-5.7937503427333,-11.872164551713674,-10.29699959080891
3175,ECK120009452,3707870,,dppC,b3542,-6.641245690349846,-6.43592544423982,-11.02917598530212,-5.7937503427333,-11.872164551713674,-10.29699959080891
3176,ECK120009452,3707870,,dppB,b3543,-6.641245690349846,-6.43592544423982,-11.02917598530212,-5.7937503427333,-11.872164551713674,-10.29699959080891
3177,ECK120009452,3707870,,dppA,b3544,-6.641245690349846,-6.43592544423982,-11.02917598530212,-5.7937503427333,-11.872164551713674,-10.29699959080891
3178,ECK120009700,3708694,,proK,b3545,-4.265196315990108,-8.091883372308814,-6.011638310736096,-10.894251684685488,-7.849249845610182,-10.71598672424905
3179,ECK120027652,3710581,,eptB,b3546,-8.690711390527943,-4.263241975819719,-8.724016277006067,-10.939343589627311,-10.008234469672121,-11.322030620278285
3180,ECK125145763,3712043,,yhjX,b3547,-5.173903495328467,-6.251711739293828,-7.455297026968477,-11.518366278842997,-6.48097398999297,-11.624311515090726
3181,ECK120021020,3719097,,yiaF,b3554,-4.859338652571563,-6.991378935488667,-8.500100822913275,-7.448198127531707,-5.199381599890708,-11.612771975685758
3182,ECK120015506,3719431,,yiaG,b3555,-4.003151844767114,-5.892766646820556,-9.346230881747687,-12.85595550026887,-4.149559475392031,-8.293300429009282
3183,ECK120011080,3719889,,cspA,b3556,-9.9061300646171,-5.470844548196234,-7.855762534510674,-7.229529839565905,-9.17008699007543,-10.84662933296768
3184,ECK120011081,3719940,,cspA,b3556,-7.086764259614812,-4.164014358430589,-9.510896905574468,-11.387455467081228,-10.584640896572553,-12.86255328264405
3185,ECK120015364,3721065,,insK,b3558,-8.00720152863838,-1.8332583884698475,-7.6368675510572075,-5.140067267866347,-8.65105123190528,-10.49947576427768
3186,ECK120009470,3725354,,glyS,b3559,-3.2902888010427516,-7.017481559391303,-12.242198625147973,-12.990250011036775,-5.542326351017538,-8.905290054001243
3187,ECK120009470,3725354,,glyQ,b3560,-3.2902888010427516,-7.017481559391303,-12.242198625147973,-12.990250011036775,-5.542326351017538,-8.905290054001243
3188,ECK120009808,3730807,,xylB,b3564,-6.814542484212717,-7.080282460630334,-7.959936520627796,-11.159666434000494,-6.510985068409009,-8.678927194897783
3189,ECK120009808,3730807,,xylA,b3565,-6.814542484212717,-7.080282460630334,-7.959936520627796,-11.159666434000494,-6.510985068409009,-8.678927194897783
3190,ECK120009562,3731069,,xylF,b3566,-5.072871506425248,-2.7050973577731687,-10.218652073261312,-15.477677286701871,-6.796490861438194,-7.277378366309275
3191,ECK120009562,3731069,,xylG,b3567,-5.072871506425248,-2.7050973577731687,-10.218652073261312,-15.477677286701871,-6.796490861438194,-7.277378366309275
3192,ECK120009562,3731069,,xylH,b3568,-5.072871506425248,-2.7050973577731687,-10.218652073261312,-15.477677286701871,-6.796490861438194,-7.277378366309275
3193,ECK120009562,3731069,,xylR,b3569,-5.072871506425248,-2.7050973577731687,-10.218652073261312,-15.477677286701871,-6.796490861438194,-7.277378366309275
3194,ECK120009809,3734906,,xylR,b3569,-6.4667228260417104,-5.846246631185664,-4.556941222731805,-14.426927131875175,-9.280443897639861,-9.096931342743998
3195,ECK120009329,3737470,,malS,b3571,-6.279512826432659,-4.164014358430589,-8.17682780535879,-5.131107762486271,-8.404527231947005,-7.5595809729964305
3196,ECK120027661,3739674,,avtA,b3572,-4.528281456631367,-7.441295806167664,-7.455297026968477,-16.936441853292795,-6.576284169797295,-12.18165715449161
3197,ECK120009756,3742618,,yiaJ,b3574,-9.25031290752969,-4.974407661882342,-14.844888310592355,-12.85899417628175,-13.2494672016416,-8.315238382468271
3198,ECK120009799,3742674,,yiaK,b3575,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3199,ECK120033240,3742720,,yiaK,b3575,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3200,ECK120009799,3742674,,yiaL,b3576,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3201,ECK120033240,3742720,,yiaL,b3576,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3202,ECK120009799,3742674,,yiaM,b3577,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3203,ECK120033240,3742720,,yiaM,b3577,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3204,ECK120009799,3742674,,yiaN,b3578,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3205,ECK120033240,3742720,,yiaN,b3578,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3206,ECK120009799,3742674,,yiaO,b3579,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3207,ECK120033240,3742720,,yiaO,b3579,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3208,ECK120009799,3742674,,lyxK,b3580,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3209,ECK120033240,3742720,,lyxK,b3580,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3210,ECK120009799,3742674,,sgbH,b3581,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3211,ECK120033240,3742720,,sgbH,b3581,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3212,ECK120009799,3742674,,sgbU,b3582,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3213,ECK120033240,3742720,,sgbU,b3582,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3214,ECK120009799,3742674,,sgbE,b3583,-3.6408955485988694,-5.165462898645051,-6.242274387122622,-10.836496663190745,-8.335534360460056,-9.879072061497565
3215,ECK120033240,3742720,,sgbE,b3583,-7.646789533869544,-7.632351042930373,-9.314195799034161,-4.445287790654059,-9.09907595443224,-10.36879751322347
3216,ECK120009330,3756535,,aldB,b3588,-8.486907833176206,-5.749619795496591,-6.908207220130084,-15.66673140833965,-5.687734367804639,-12.081742372666072
3217,ECK120009543,3761297,,selB,b3590,-3.929720781493805,-6.251711739293828,-7.639899557690162,-7.0087364041251785,-5.443270454411853,-12.604119838968344
3218,ECK120009543,3761297,,selA,b3591,-3.929720781493805,-6.251711739293828,-7.639899557690162,-7.0087364041251785,-5.443270454411853,-12.604119838968344
3219,ECK120027665,3761975,,yibF,b3592,-4.353758592323231,-8.450295936146087,-6.140782348242718,-11.140670970919894,-5.211702084278748,-7.6984641806929
3220,ECK120009384,3772188,,mtlA,b3599,-7.931149283453979,-3.4426963009039477,-9.606513980011352,-9.983405084759726,-8.051430109356158,-10.107409289677856
3221,ECK120009384,3772188,,mtlD,b3600,-7.931149283453979,-3.4426963009039477,-9.606513980011352,-9.983405084759726,-8.051430109356158,-10.107409289677856
3222,ECK120009384,3772188,,mtlR,b3601,-7.931149283453979,-3.4426963009039477,-9.606513980011352,-9.983405084759726,-8.051430109356158,-10.107409289677856
3223,ECK120009720,3777289,,lldP,b3603,-8.656225214456773,-5.020927677517236,-5.1558293780471285,-15.994232079117591,-7.821771877020755,-12.577716162324501
3224,ECK120009720,3777289,,lldR,b3604,-8.656225214456773,-5.020927677517236,-5.1558293780471285,-15.994232079117591,-7.821771877020755,-12.577716162324501
3225,ECK120009720,3777289,,lldD,b3605,-8.656225214456773,-5.020927677517236,-5.1558293780471285,-15.994232079117591,-7.821771877020755,-12.577716162324501
3226,ECK120009129,3782681,,cysE,b3607,-8.350708822006958,-4.820256982055084,-5.1405151430740865,-8.008546192536702,-12.56028042229775,-11.183548722493907
3227,ECK120027672,3784203,,gpsA,b3608,-10.289264062282372,-5.379872769990507,-10.074129548420702,-13.403955756482912,-12.000664634362328,-13.055636688294042
3228,ECK125203403,3785195,,gpsA,b3608,-2.9067112335686462,-4.974407661882342,-10.95917789372871,-10.5433620728203,-8.423947279374973,-8.664049420985044
3229,ECK120027672,3784203,,secB,b3609,-10.289264062282372,-5.379872769990507,-10.074129548420702,-13.403955756482912,-12.000664634362328,-13.055636688294042
3230,ECK125203403,3785195,,secB,b3609,-2.9067112335686462,-4.974407661882342,-10.95917789372871,-10.5433620728203,-8.423947279374973,-8.664049420985044
3231,ECK125203403,3785195,,grxC,b3610,-2.9067112335686462,-4.974407661882342,-10.95917789372871,-10.5433620728203,-8.423947279374973,-8.664049420985044
3232,ECK125203403,3785195,,yibN,b3611,-2.9067112335686462,-4.974407661882342,-10.95917789372871,-10.5433620728203,-8.423947279374973,-8.664049420985044
3233,ECK120027675,3785235,,gpmM,b3612,-2.9067112335686462,-3.7120292346875323,-6.834590166101765,-8.081568265223398,-7.156102665050237,-9.446808760234676
3234,ECK125136340,3785187,,gpmM,b3612,-3.6408955485988694,-6.565496435648246,-10.096799115676339,-6.971849690346963,-6.389624211404741,-10.905940445306832
3235,ECK120027675,3785235,,envC,b3613,-2.9067112335686462,-3.7120292346875323,-6.834590166101765,-8.081568265223398,-7.156102665050237,-9.446808760234676
3236,ECK125136340,3785187,,envC,b3613,-3.6408955485988694,-6.565496435648246,-10.096799115676339,-6.971849690346963,-6.389624211404741,-10.905940445306832
3237,ECK120027675,3785235,,yibQ,b3614,-2.9067112335686462,-3.7120292346875323,-6.834590166101765,-8.081568265223398,-7.156102665050237,-9.446808760234676
3238,ECK125136340,3785187,,yibQ,b3614,-3.6408955485988694,-6.565496435648246,-10.096799115676339,-6.971849690346963,-6.389624211404741,-10.905940445306832
3239,ECK120027676,3790149,,waaH,b3615,-5.680508902157565,-4.87778082619327,-10.678223086790629,-9.737884374522636,-10.2507980684143,-11.232874394629231
3240,ECK120009415,3792577,,tdh,b3616,-3.619574277293009,-4.263241975819719,-11.662219241792355,-11.4989523409069,-12.647291799287382,-10.150010462929261
3241,ECK120009415,3792577,,kbl,b3617,-3.619574277293009,-4.263241975819719,-11.662219241792355,-11.4989523409069,-12.647291799287382,-10.150010462929261
3242,ECK120009015,3793939,,hldD,b3619,-3.8498903180444985,-5.846246631185664,-10.028396388791938,-6.892362631401409,-6.837648933931702,-7.786976834049169
3243,ECK120009016,3793896,,hldD,b3619,-7.433256680015861,-5.470844548196234,-6.255993257406656,-13.081020059429687,-9.231205805131474,-12.406925326554482
3244,ECK120009017,3793970,,hldD,b3619,-6.641245690349846,-6.119539966185346,-3.9988705384893684,-6.821313516073264,-10.984273294361216,-12.081776104598408
3245,ECK120009517,3793865,,hldD,b3619,-6.516985438433965,-5.883151188121114,-5.427242395784041,-12.330063507272754,-6.223302995957228,-9.48565277983208
3246,ECK120009015,3793939,,waaF,b3620,-3.8498903180444985,-5.846246631185664,-10.028396388791938,-6.892362631401409,-6.837648933931702,-7.786976834049169
3247,ECK120009016,3793896,,waaF,b3620,-7.433256680015861,-5.470844548196234,-6.255993257406656,-13.081020059429687,-9.231205805131474,-12.406925326554482
3248,ECK120009017,3793970,,waaF,b3620,-6.641245690349846,-6.119539966185346,-3.9988705384893684,-6.821313516073264,-10.984273294361216,-12.081776104598408
3249,ECK120009517,3793865,,waaF,b3620,-6.516985438433965,-5.883151188121114,-5.427242395784041,-12.330063507272754,-6.223302995957228,-9.48565277983208
3250,ECK120009015,3793939,,waaC,b3621,-3.8498903180444985,-5.846246631185664,-10.028396388791938,-6.892362631401409,-6.837648933931702,-7.786976834049169
3251,ECK120009016,3793896,,waaC,b3621,-7.433256680015861,-5.470844548196234,-6.255993257406656,-13.081020059429687,-9.231205805131474,-12.406925326554482
3252,ECK120009017,3793970,,waaC,b3621,-6.641245690349846,-6.119539966185346,-3.9988705384893684,-6.821313516073264,-10.984273294361216,-12.081776104598408
3253,ECK120009517,3793865,,waaC,b3621,-6.516985438433965,-5.883151188121114,-5.427242395784041,-12.330063507272754,-6.223302995957228,-9.48565277983208
3254,ECK120009015,3793939,,waaL,b3622,-3.8498903180444985,-5.846246631185664,-10.028396388791938,-6.892362631401409,-6.837648933931702,-7.786976834049169
3255,ECK120009016,3793896,,waaL,b3622,-7.433256680015861,-5.470844548196234,-6.255993257406656,-13.081020059429687,-9.231205805131474,-12.406925326554482
3256,ECK120009017,3793970,,waaL,b3622,-6.641245690349846,-6.119539966185346,-3.9988705384893684,-6.821313516073264,-10.984273294361216,-12.081776104598408
3257,ECK120009517,3793865,,waaL,b3622,-6.516985438433965,-5.883151188121114,-5.427242395784041,-12.330063507272754,-6.223302995957228,-9.48565277983208
3258,ECK120015150,3808238,,waaU,b3623,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3259,ECK120015151,3808180,,waaU,b3623,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3260,ECK120015150,3808238,,waaZ,b3624,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3261,ECK120015151,3808180,,waaZ,b3624,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3262,ECK120049211,3801136,,waaZ,b3624,-2.9067112335686462,-5.6920959513584055,-10.015641782408798,-9.914163616860627,-5.784889949759714,-8.926195130102522
3263,ECK120015150,3808238,,waaY,b3625,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3264,ECK120015151,3808180,,waaY,b3625,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3265,ECK120049211,3801136,,waaY,b3625,-2.9067112335686462,-5.6920959513584055,-10.015641782408798,-9.914163616860627,-5.784889949759714,-8.926195130102522
3266,ECK120015150,3808238,,waaR,b3626,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3267,ECK120015151,3808180,,waaR,b3626,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3268,ECK120015150,3808238,,waaO,b3627,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3269,ECK120015151,3808180,,waaO,b3627,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3270,ECK120015150,3808238,,waaB,b3628,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3271,ECK120015151,3808180,,waaB,b3628,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3272,ECK120015150,3808238,,waaS,b3629,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3273,ECK120015151,3808180,,waaS,b3629,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3274,ECK120015150,3808238,,waaP,b3630,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3275,ECK120015151,3808180,,waaP,b3630,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3276,ECK120015150,3808238,,waaG,b3631,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3277,ECK120015151,3808180,,waaG,b3631,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3278,ECK120015150,3808238,,waaQ,b3632,-4.72860434691352,-8.648898378544178,-7.353053955383348,-12.782797548789405,-7.976589267986784,-9.841100567744716
3279,ECK120015151,3808180,,waaQ,b3632,-7.10080397184663,-6.4296948944891845,-7.365808561766484,-8.655255783224206,-10.808120525860014,-9.494397723058476
3280,ECK120009481,3808516,,waaA,b3633,-4.207740943033848,-6.119539966185346,-3.769740799415874,-7.972995291540662,-10.082842067117276,-13.388106334244073
3281,ECK120015173,3808516,,waaA,b3633,-4.207740943033848,-6.119539966185346,-3.769740799415874,-7.972995291540662,-10.082842067117276,-13.388106334244073
3282,ECK120015174,3808256,,waaA,b3633,-4.060455087151848,-4.686725589430561,-10.618119162720925,-5.668134698066843,-7.57707416537156,-13.803521773205405
3283,ECK120009481,3808516,,coaD,b3634,-4.207740943033848,-6.119539966185346,-3.769740799415874,-7.972995291540662,-10.082842067117276,-13.388106334244073
3284,ECK120009086,3812577,,mutM,b3635,-7.4601645229098175,-4.454297212582428,-8.397905067160005,-11.408938620974586,-6.796490861438194,-9.792921204416267
3285,ECK120009087,3811175,,mutM,b3635,-6.2148135760431655,-6.583845574316443,-2.4069769357061777,-12.464085384044544,-6.058999944665952,-10.291116140703773
3286,ECK120009088,3811995,,mutM,b3635,-3.705594798988362,-6.899698523734919,-6.689239040226354,-11.917221000635116,-8.499837411751331,-5.744357264433408
3287,ECK120009086,3812577,,rpmG,b3636,-7.4601645229098175,-4.454297212582428,-8.397905067160005,-11.408938620974586,-6.796490861438194,-9.792921204416267
3288,ECK120009088,3811995,,rpmG,b3636,-3.705594798988362,-6.899698523734919,-6.689239040226354,-11.917221000635116,-8.499837411751331,-5.744357264433408
3289,ECK120009096,3812577,,rpmG,b3636,-7.4601645229098175,-4.454297212582428,-8.397905067160005,-11.408938620974586,-6.796490861438194,-9.792921204416267
3290,ECK120009527,3811995,,rpmG,b3636,-3.705594798988362,-6.899698523734919,-6.689239040226354,-11.917221000635116,-8.499837411751331,-5.744357264433408
3291,ECK120009086,3812577,,rpmB,b3637,-7.4601645229098175,-4.454297212582428,-8.397905067160005,-11.408938620974586,-6.796490861438194,-9.792921204416267
3292,ECK120009088,3811995,,rpmB,b3637,-3.705594798988362,-6.899698523734919,-6.689239040226354,-11.917221000635116,-8.499837411751331,-5.744357264433408
3293,ECK120009096,3812577,,rpmB,b3637,-7.4601645229098175,-4.454297212582428,-8.397905067160005,-11.408938620974586,-6.796490861438194,-9.792921204416267
3294,ECK120009527,3811995,,rpmB,b3637,-3.705594798988362,-6.899698523734919,-6.689239040226354,-11.917221000635116,-8.499837411751331,-5.744357264433408
3295,ECK120009086,3812577,,yicR,b3638,-7.4601645229098175,-4.454297212582428,-8.397905067160005,-11.408938620974586,-6.796490861438194,-9.792921204416267
3296,ECK120009096,3812577,,yicR,b3638,-7.4601645229098175,-4.454297212582428,-8.397905067160005,-11.408938620974586,-6.796490861438194,-9.792921204416267
3297,ECK120030182,3812703,,dfp,b3639,-2.9067112335686462,-5.3214671471216315,-3.9361776636088743,-11.288022544675444,-9.10201281410555,-9.290658983972218
3298,ECK120015372,3813852,,dut,b3640,-8.338878551778839,-5.7221589764771394,-6.811735651889503,-12.012559502559846,-7.229173232926723,-10.800145032256271
3299,ECK120015372,3813852,,slmA,b3641,-8.338878551778839,-5.7221589764771394,-6.811735651889503,-12.012559502559846,-7.229173232926723,-10.800145032256271
3300,ECK120009522,3816580,,pyrE,b3642,-2.4914052356230356,-6.565496435648246,-6.071447424941189,-16.06102321584969,-6.144501753371757,-11.213354612759911
3301,ECK120009522,3816580,,rph,b3643,-2.4914052356230356,-6.565496435648246,-6.071447424941189,-16.06102321584969,-6.144501753371757,-11.213354612759911
3302,ECK120035087,3816580,,rph,b3643,-2.4914052356230356,-6.565496435648246,-6.071447424941189,-16.06102321584969,-6.144501753371757,-11.213354612759911
3303,ECK120027678,3816645,,yicC,b3644,-2.4914052356230356,-6.989310682424607,-8.397905067160005,-6.817836182089178,-3.9632775173819788,-8.88310298704773
3304,ECK120027679,3817699,,dinD,b3645,-5.403253034761231,-7.786501722757631,-8.075533401346245,-8.085045599207483,-10.12729382968811,-11.488133280375786
3305,ECK120027681,3821388,,gmk,b3648,-2.4914052356230356,-4.686725589430561,-8.289814438851216,-10.704436941177681,-6.144501753371757,-11.762301444345766
3306,ECK120009532,3822077,,rpoZ,b3649,-4.060455087151848,-6.7701275323264944,-7.571948938836814,-6.0624003141964655,-7.982781238234705,-12.407027362165
3307,ECK120009532,3822077,,spoT,b3650,-4.060455087151848,-6.7701275323264944,-7.571948938836814,-6.0624003141964655,-7.982781238234705,-12.407027362165
3308,ECK120009532,3822077,,trmH,b3651,-4.060455087151848,-6.7701275323264944,-7.571948938836814,-6.0624003141964655,-7.982781238234705,-12.407027362165
3309,ECK120009532,3822077,,recG,b3652,-4.060455087151848,-6.7701275323264944,-7.571948938836814,-6.0624003141964655,-7.982781238234705,-12.407027362165
3310,ECK120027683,3830431,,yicH,b3655,-8.67559746793265,-1.6422031517071383,-7.077438817622509,-16.444229853356912,-9.754901877234978,-12.167766552453932
3311,ECK120016698,3836664,,yicI,b3656,-5.317232513065877,-5.7221589764771394,-14.844888310592355,-5.76272996917429,-8.382432376477448,-6.637592220007637
3312,ECK120016698,3836664,,yicJ,b3657,-5.317232513065877,-5.7221589764771394,-14.844888310592355,-5.76272996917429,-8.382432376477448,-6.637592220007637
3313,ECK120027684,3836198,,selC,b3658,-2.4914052356230356,-8.091883372308814,-6.01835893302983,-6.994115424427171,-3.9632775173819788,-11.339838759869032
3314,ECK120021231,3840017,,nlpA,b3661,-3.815418412907005,-4.583868203990853,-4.5956969277390645,-10.49995987717545,-4.7961866403170825,-9.394663751049283
3315,ECK120027687,3841771,,nepI,b3662,-4.230724410852615,-5.211982914279944,-13.577181814146135,-9.737884374522636,-6.799427721111504,-10.271883483837168
3316,ECK120021188,3843910,,adeD,b3665,-5.680508902157565,-5.892766646820556,-10.713196811423165,-11.968366173615337,-7.042891274916671,-10.834377955837159
3317,ECK120009322,3847198,,uhpT,b3666,-3.929720781493805,-1.6422031517071383,-6.828880314097857,-7.0087364041251785,-5.443270454411853,-11.271097872760384
3318,ECK120009225,3853023,,ilvN,b3670,-9.940205062308443,-2.5140421210104593,-8.23672594693986,-15.441666849178837,-8.52015741424229,-10.199900132432111
