locus_tag,Unnamed: 0,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
ECK120027723,2869,,1.0,4005836.0,Sigma70,4005823.0,4005828.0,4005800.0,4005805.0,4005836.0,4007763.0
ECK120027724,2870,,1.0,,,,,,,4007757.0,4008377.0
ECK120027725,2871,,1.0,,,,,,,4009170.0,4011000.0
ECK120027726,2872,,1.0,,,,,,,4011076.0,4011975.0
ECK120027727,2873,,1.0,,,,,,,4017333.0,4018760.0
ECK120027728,2874,tatABC,1.0,4021909.0,Sigma70,,,,,4021909.0,4024336.0
ECK120027729,2875,,1.0,,,,,,,4023554.0,4024336.0
ECK120027730,2876,,1.0,,,,,,,4024988.0,4026481.0
ECK120027731,2877,,1.0,4031147.0,Sigma70,4031133.0,4031139.0,4031105.0,4031111.0,4031147.0,4035153.0
ECK120027732,2878,,1.0,4042049.0,Sigma70,4042035.0,4042041.0,4042013.0,4042019.0,4042049.0,4042338.0
ECK120027733,2879,,1.0,,,,,,,4044199.0,4045629.0
ECK120027735,2880,,1.0,4051308.0,Sigma70,4051295.0,4051300.0,4051274.0,4051279.0,4051308.0,4051856.0
ECK120027736,2881,,1.0,,,,,,,4058407.0,4060230.0
ECK120027737,2882,,1.0,,,,,,,4060447.0,4062145.0
ECK120027738,2883,,1.0,,,,,,,4062247.0,4063512.0
ECK120027739,2884,,-1.0,,,,,,,4063603.0,4064295.0
ECK120027740,2885,,-1.0,,,,,,,4064363.0,4067194.0
ECK120027741,2886,,-1.0,,,,,,,4067240.0,4069276.0
ECK120027742,2887,,-1.0,,,,,,,4069475.0,4070401.0
ECK120027743,2888,,-1.0,4073586.0,Sigma70,,,,,4070515.0,4073586.0
ECK120027744,2889,,1.0,4073712.0,Sigma70,4073702.0,4073707.0,4073681.0,4073686.0,4073712.0,4075454.0
ECK120027745,2890,,1.0,4075548.0,Sigma70,4075528.0,4075534.0,4075510.0,4075516.0,4075548.0,4078438.0
ECK120027746,2891,,1.0,,,,,,,4079291.0,4079509.0
ECK120027747,2892,,1.0,,,,,,,4079751.0,4080025.0
ECK120027748,2893,,1.0,,,,,,,4086016.0,4086849.0
ECK120027749,2894,,1.0,,,,,,,4087002.0,4088057.0
ECK120027750,2895,,-1.0,,,,,,,4088107.0,4092823.0
ECK120027751,2896,,1.0,,,,,,,4101690.0,4102673.0
ECK120027752,2897,,1.0,,,,,,,4102822.0,4103496.0
ECK120027753,2898,,1.0,,,,,,,4106469.0,4107371.0
ECK120027755,2899,,1.0,,,,,,,4108834.0,4109884.0
ECK120027756,2900,,-1.0,,,,,,,4111615.0,4112214.0
ECK120027757,2901,,1.0,,,,,,,4112315.0,4112755.0
ECK120027762,2902,,-1.0,,,,,,,4127286.0,4127894.0
ECK120027763,2903,,1.0,,,,,,,4136108.0,4137013.0
ECK120027764,2904,,-1.0,,,,,,,4137040.0,4137657.0
ECK120027765,2905,,-1.0,,,,,,,4137932.0,4142221.0
ECK120027766,2906,,1.0,,,,,,,4142530.0,4143944.0
ECK120027767,2907,,-1.0,,,,,,,4147466.0,4148317.0
ECK120027768,2908,,-1.0,,,,,,,4148532.0,4150265.0
ECK120027770,2909,,1.0,,,,,,,4161067.0,4162130.0
ECK120027772,2910,,1.0,,,,,,,4172057.0,4174047.0
ECK120027774,2911,sroH,-1.0,4190487.0,Sigma70,4190493.0,4190499.0,4190516.0,4190522.0,4190327.0,4190487.0
ECK120027776,2912,,1.0,,,,,,,4196903.0,4199461.0
ECK120027777,2913,,1.0,,,,,,,4199504.0,4200094.0
ECK120027778,2914,,1.0,,,,,,,4213234.0,4213617.0
ECK120027779,2915,,-1.0,,,,,,,4220301.0,4222487.0
ECK120027780,2916,,1.0,4227602.0,Sigma70,4227590.0,4227596.0,4227571.0,4227577.0,4227602.0,4229362.0
ECK120027781,2917,,-1.0,,,,,,,4231359.0,4231631.0
ECK120027784,2918,yjbE,1.0,4235858.0,Sigma70,4235841.0,4235846.0,4235818.0,4235823.0,4235858.0,4236209.0
ECK120027785,2919,,1.0,,,,,,,4236262.0,4239730.0
ECK120027786,2920,,-1.0,4242291.0,Sigma70,,,,,4240734.0,4242291.0
ECK120027787,2921,,1.0,,,,,,,4250703.0,4252283.0
ECK120027788,2922,,1.0,4256608.0,Sigma70,4256596.0,4256602.0,4256565.0,4256571.0,4256608.0,4257005.0
ECK120027789,2923,,1.0,,,,,,,4259237.0,4259446.0
ECK120027790,2924,,1.0,,,,,,,4260321.0,4261306.0
ECK120027791,2925,,1.0,,,,,,,4261669.0,4262706.0
ECK120027792,2926,,1.0,4264283.0,Sigma70,4264267.0,4264273.0,4264246.0,4264252.0,4264283.0,4265729.0
ECK120027793,2927,,1.0,,,,,,,4269414.0,4270127.0
ECK120027794,2928,,1.0,4270214.0,Sigma70,4270202.0,4270208.0,4270179.0,4270185.0,4270214.0,4271061.0
ECK120027795,2929,,1.0,4278321.0,Sigma70,4278307.0,4278313.0,4278283.0,4278289.0,4278321.0,4279828.0
ECK120027796,2930,,1.0,,,,,,,4279980.0,4281629.0
ECK120027797,2931,,-1.0,,,,,,,4281783.0,4283075.0
ECK120027798,2932,,1.0,,,,,,,4294481.0,4295794.0
ECK120027799,2933,,-1.0,,,,,,,4296436.0,4297125.0
ECK120027800,2934,,-1.0,,,,,,,4299564.0,4304109.0
ECK120027801,2935,yjcS,-1.0,,Sigma28,,,,,4304612.0,4306597.0
ECK120027802,2936,,1.0,,,,,,,4313868.0,4314197.0
ECK120027803,2937,,-1.0,,,,,,,4325298.0,4325741.0
ECK120027804,2938,,-1.0,,,,,,,4326399.0,4326734.0
ECK120027805,2939,,1.0,4327064.0,Sigma28,4327050.0,4327057.0,4327030.0,4327034.0,4327064.0,4330238.0
ECK120027806,2940,,-1.0,4337202.0,Sigma32,4337209.0,4337214.0,4337231.0,4337237.0,4335694.0,4337202.0
ECK120027808,2941,,-1.0,,,,,,,4344929.0,4345558.0
ECK120027809,2942,,1.0,,,,,,,4351843.0,4352357.0
ECK120027810,2943,,1.0,,,,,,,4352584.0,4353081.0
ECK120027811,2944,,-1.0,,,,,,,4354954.0,4356411.0
ECK120027812,2945,,-1.0,,,,,,,4362733.0,4365042.0
ECK120027813,2946,,1.0,4372761.0,Sigma70,4372751.0,4372757.0,4372727.0,4372733.0,4372761.0,4373162.0
ECK120027814,2947,,-1.0,,,,,,,4373365.0,4374234.0
ECK120027815,2948,,-1.0,,,,,,,4374629.0,4375657.0
ECK120027817,2949,,1.0,,,,,,,4376317.0,4376699.0
ECK120027818,2950,,1.0,4382618.0,Sigma70,4382605.0,4382611.0,4382582.0,4382588.0,4382618.0,4383620.0
ECK120027819,2951,,1.0,,,,,,,4383839.0,4385341.0
ECK120027820,2952,,1.0,,,,,,,4385393.0,4386018.0
ECK120027822,2953,,-1.0,,,,,,,4390457.0,4391509.0
ECK120027823,2954,,1.0,,,,,,,4391604.0,4392149.0
ECK120027824,2955,,1.0,,,,,,,4404386.0,4404583.0
ECK120027825,2956,,1.0,,,,,,,4410133.0,4411251.0
ECK120027826,2957,yjfKLMC,1.0,,,,,,,4411302.0,4414191.0
ECK120027827,2958,,-1.0,,,,,,,4416017.0,4416292.0
ECK120027828,2959,,-1.0,4416869.0,Sigma38,4416876.0,4416881.0,,,4416441.0,4416869.0
ECK120027829,2960,,-1.0,,,,,,,4417698.0,4418453.0
ECK120027830,2961,,1.0,,,,,,,4428935.0,4429555.0
ECK120027831,2962,,1.0,4429780.0,Sigma70,4429768.0,4429774.0,4429747.0,4429753.0,4429780.0,4431276.0
ECK120027832,2963,,-1.0,,,,,,,4432091.0,4433056.0
ECK120027833,2964,,-1.0,,,,,,,4433164.0,4434024.0
ECK120027834,2965,,1.0,,,,,,,4437707.0,4438645.0
ECK120027835,2966,,-1.0,,,,,,,4439872.0,4441215.0
ECK120027836,2967,,1.0,,,,,,,4442382.0,4448235.0
ECK120027837,2968,,1.0,,,,,,,4449962.0,4454578.0
ECK120027838,2969,,1.0,4457945.0,Sigma70,4457933.0,4457939.0,4457914.0,4457920.0,4457945.0,4459311.0
ECK120027839,2970,,1.0,,,,,,,4459488.0,4459855.0
ECK120027840,2971,,-1.0,4470946.0,Sigma70,4470950.0,4470956.0,4470973.0,4470979.0,4470527.0,4470946.0
ECK120027841,2972,,-1.0,,,,,,,4472814.0,4473209.0
ECK120027842,2973,,-1.0,4474064.0,Sigma70,4474070.0,4474075.0,4474096.0,4474101.0,4473340.0,4474064.0
ECK120027843,2974,,1.0,,,,,,,4474124.0,4474717.0
ECK120027844,2975,,1.0,,,,,,,4474862.0,4475314.0
ECK120027845,2976,,1.0,,,,,,,4475437.0,4477251.0
ECK120027846,2977,,-1.0,4486139.0,Sigma70,4486145.0,4486150.0,4486169.0,4486174.0,4484440.0,4486139.0
ECK120027847,2978,,1.0,,,,,,,4486218.0,4488400.0
ECK120027848,2979,,-1.0,,,,,,,4488561.0,4490063.0
ECK120027849,2980,,1.0,,,,,,,4496750.0,4497940.0
ECK120027850,2981,,1.0,,,,,,,4498272.0,4499500.0
ECK120027851,2982,,1.0,,,,,,,4499599.0,4499934.0
ECK120027853,2983,,-1.0,,,,,,,4499593.0,4500791.0
ECK120027854,2984,,1.0,4504020.0,Sigma32,4504009.0,4504014.0,4503991.0,4503997.0,4504020.0,4506405.0
ECK120027855,2985,,1.0,,,,,,,4506861.0,4507109.0
ECK120027857,2987,,-1.0,,,,,,,4507466.0,4508942.0
ECK120027859,2988,,1.0,,,,,,,4509804.0,4510133.0
ECK120027860,2989,,1.0,,,,,,,4518721.0,4519224.0
ECK120027861,2990,,-1.0,,,,,,,4519338.0,4520324.0
ECK120027862,2991,,-1.0,,,,,,,4520671.0,4522020.0
ECK120027863,2992,,-1.0,,Sigma32,,,,,4522127.0,4525803.0
ECK120027864,2993,,-1.0,,,,,,,4526106.0,4531651.0
ECK120027865,2994,,-1.0,,,,,,,4532437.0,4533183.0
ECK120027866,2995,,-1.0,,,,,,,4533239.0,4534053.0
ECK120027867,2996,,-1.0,,,,,,,4536614.0,4537594.0
ECK120027869,2997,,-1.0,,,,,,,4557378.0,4558289.0
ECK120027870,2998,,-1.0,,,,,,,4558354.0,4560680.0
ECK120027871,2999,,-1.0,,,,,,,4561497.0,4562675.0
ECK120027872,3000,,-1.0,,,,,,,4562743.0,4563603.0
ECK120027873,3001,,-1.0,,,,,,,4563922.0,4565850.0
ECK120027874,3002,,-1.0,,,,,,,4565966.0,4568519.0
ECK120027875,3003,,1.0,,,,,,,4568998.0,4569918.0
ECK120027876,3004,,1.0,,,,,,,4571751.0,4571915.0
ECK120027877,3005,,1.0,,Sigma32,,,,,4572414.0,4573931.0
ECK120027878,3006,,1.0,,,,,,,4574135.0,4576855.0
ECK120027879,3007,yjiXA,-1.0,,,,,,,4587909.0,4589079.0
ECK120027881,3008,,-1.0,,,,,,,4593361.0,4594722.0
ECK120027882,3009,,-1.0,4595947.0,Sigma24,4595952.0,4595958.0,4595973.0,4595979.0,4594937.0,4595947.0
ECK120027883,3010,,-1.0,,,,,,,4597150.0,4599441.0
ECK120027884,3011,yjjP,-1.0,4603034.0,Sigma70,4603040.0,4603046.0,4603058.0,4603064.0,4602088.0,4603034.0
ECK120027886,3012,,-1.0,,,,,,,4606669.0,4607700.0
ECK120027887,3013,,1.0,4607781.0,Sigma70,4607768.0,4607774.0,4607744.0,4607750.0,4607781.0,4609323.0
ECK120027888,3014,,1.0,,,,,,,4609414.0,4611003.0
ECK120027889,3015,,1.0,,,,,,,4612128.0,4612289.0
ECK120027890,3016,,1.0,,,,,,,4612411.0,4614260.0
ECK120027891,3017,,-1.0,,,,,,,4614680.0,4615543.0
ECK120027892,3018,,-1.0,,,,,,,4615515.0,4617065.0
ECK120027893,3019,,1.0,,,,,,,4621769.0,4623100.0
ECK120027895,3020,,1.0,,,,,,,4624895.0,4625863.0
ECK120027896,3021,,1.0,,,,,,,4625912.0,4628547.0
ECK120027897,3022,,1.0,4630700.0,Sigma32,4630688.0,4630693.0,4630665.0,4630671.0,4630700.0,4632670.0
ECK120027898,3023,coaA,-1.0,4175107.0,Sigma70,4175114.0,4175120.0,4175142.0,4175148.0,4174076.0,4175107.0
ECK120027899,3024,,-1.0,,,,,,,3993739.0,3994059.0
ECK120027901,3025,,-1.0,,,,,,,3736353.0,3737177.0
ECK120027902,3026,,1.0,,,,,,,3149662.0,3150546.0
ECK120027903,3027,,-1.0,,,,,,,3129043.0,3130215.0
ECK120027904,3028,,1.0,,,,,,,3121358.0,3121579.0
ECK120027905,3029,yggG,1.0,3081892.0,Sigma70,3081879.0,3081884.0,3081856.0,3081861.0,3081892.0,3082671.0
ECK120027906,3030,,-1.0,,,,,,,2653452.0,2653538.0
ECK120027907,3031,,-1.0,2590970.0,Sigma70,2590974.0,2590980.0,2591003.0,2591009.0,2590807.0,2590970.0
ECK120027908,3032,,-1.0,2265330.0,Sigma70,2265337.0,2265343.0,2265358.0,2265364.0,2265041.0,2265330.0
ECK120027909,3033,,1.0,,,,,,,2263863.0,2265044.0
ECK120027910,3034,,1.0,,,,,,,1972739.0,1972816.0
ECK120027911,3035,,-1.0,,,,,,,1517099.0,1517194.0
ECK120027912,3036,,-1.0,,,,,,,1508834.0,1509064.0
ECK120027913,3037,,1.0,,,,,,,1503717.0,1504865.0
ECK120027914,3038,,1.0,,,,,,,1308788.0,1308961.0
ECK120027915,3039,,1.0,,,,,,,1068081.0,1068254.0
ECK120027916,3040,,-1.0,,,,,,,248358.0,250070.0
ECK120027938,3041,bolA,1.0,454349.0,Sigma70,454339.0,454344.0,454318.0,454323.0,454349.0,454865.0
ECK120027941,3042,tig,1.0,,,,,,,455133.0,456431.0
ECK120029296,3043,lsp-fkpB-ispH,1.0,25014.0,Sigma70,25002.0,25007.0,24980.0,24985.0,25014.0,27279.0
ECK120029298,3044,aroH,1.0,1788384.0,Sigma70,1788371.0,1788376.0,1788349.0,1788354.0,1788384.0,1789510.0
ECK120029299,3045,,1.0,,,,,,,144577.0,145017.0
ECK120029300,3046,rclABC,-1.0,320215.0,Sigma24,320221.0,320227.0,320245.0,320251.0,317726.0,320215.0
ECK120029301,3047,,1.0,,,,,,,342884.0,343933.0
ECK120029303,3048,,1.0,491310.0,Sigma70,491299.0,491304.0,491276.0,491281.0,491310.0,491963.0
ECK120029305,3049,,-1.0,638800.0,Sigma70,638814.0,638820.0,638836.0,638842.0,637827.0,638800.0
ECK120029306,3050,,1.0,,,,,,,801887.0,803320.0
ECK120029307,3051,,1.0,,,,,,,803503.0,805764.0
ECK120029308,3052,,-1.0,,,,,,,1053434.0,1056178.0
ECK120029309,3053,,-1.0,,,,,,,1287782.0,1288624.0
ECK120029310,3054,puuAP,-1.0,1360968.0,Sigma38,1360976.0,1360981.0,1360997.0,1361002.0,1357802.0,1360968.0
ECK120029311,3055,,-1.0,1437013.0,Sigma70,1437020.0,1437028.0,1437048.0,1437053.0,1435760.0,1437013.0
ECK120029313,3056,,-1.0,,,,,,,1503218.0,1503649.0
ECK120029314,3057,,1.0,,,,,,,1519027.0,1520064.0
ECK120029315,3058,,-1.0,,,,,,,1552828.0,1553838.0
ECK120029316,3059,,-1.0,,,,,,,1652728.0,1652838.0
ECK120029317,3060,,1.0,1960001.0,Sigma70,1959991.0,1959996.0,1959965.0,1959970.0,1960001.0,1961843.0
ECK120029318,3061,pgsA,-1.0,,,,,,,1992269.0,1992817.0
ECK120029320,3062,,-1.0,,,,,,,2066305.0,2067321.0
ECK120029321,3063,,-1.0,,,,,,,2278570.0,2279760.0
ECK120029322,3064,,1.0,,,,,,,2531463.0,2532224.0
ECK120029323,3065,,1.0,2585577.0,Sigma70,2585563.0,2585569.0,2585544.0,2585550.0,2585577.0,2587431.0
ECK120029324,3066,,-1.0,,,,,,,2644433.0,2644864.0
ECK120029326,3067,,1.0,,,,,,,2758644.0,2758856.0
ECK120029327,3068,,1.0,,,,,,,3020540.0,3024186.0
ECK120029328,3069,,-1.0,3081707.0,Sigma70,3081720.0,3081726.0,3081738.0,3081744.0,3079644.0,3081707.0
ECK120029329,3070,,-1.0,,,,,,,3162744.0,3163481.0
ECK120029330,3071,,-1.0,,,,,,,3204221.0,3204589.0
ECK120029331,3072,,1.0,,,,,,,3333710.0,3334681.0
ECK120029332,3073,,-1.0,,,,,,,3401392.0,3403332.0
ECK120029333,3074,,1.0,,,,,,,3537385.0,3539706.0
ECK120029334,3075,,1.0,3853845.0,Sigma54,3853828.0,3853832.0,3853816.0,3853821.0,3853845.0,3855106.0
ECK120029335,3076,,1.0,4026443.0,Sigma70,4026425.0,4026431.0,4026398.0,4026404.0,4026443.0,4027228.0
ECK120029336,3077,,-1.0,,,,,,,4124612.0,4126810.0
ECK120029337,3078,,1.0,4265589.0,Sigma70,4265583.0,4265589.0,4265553.0,4265559.0,4265589.0,4266861.0
ECK120029338,3079,,1.0,,,,,,,4436755.0,4437495.0
ECK120029339,3080,,-1.0,4264304.0,Sigma70,4264310.0,4264316.0,4264330.0,4264336.0,4263248.0,4264304.0
ECK120029340,3081,,1.0,,,,,,,642088.0,643326.0
ECK120029426,3082,rpmI-rplT,-1.0,1800427.0,Sigma70,1800436.0,1800441.0,1800461.0,1800466.0,1799363.0,1800427.0
ECK120029427,3083,thrS-infC-rpmI-rplT-pheMST-ihfA,-1.0,1802733.0,Sigma70,1802738.0,1802744.0,1802762.0,1802768.0,1795253.0,1802733.0
ECK120029470,3084,norR,-1.0,2832307.0,,,,,,2830775.0,2832307.0
ECK120029471,3085,asnC-mioC,-1.0,3927031.0,Sigma70,3927037.0,3927042.0,3927059.0,3927064.0,3926012.0,3927031.0
ECK120029472,3086,asnC-mioC-mnmG,-1.0,3927031.0,Sigma70,3927037.0,3927042.0,3927059.0,3927064.0,3923705.0,3927031.0
ECK120029514,3087,rraA,-1.0,4119358.0,Sigma38,4119365.0,4119375.0,4119387.0,4119392.0,4118845.0,4119358.0
ECK120029515,3088,relA-mazEF,-1.0,2914277.0,Sigma70,2914285.0,2914290.0,2914308.0,2914313.0,2910756.0,2914277.0
ECK120029516,3089,rne,-1.0,1144762.0,Sigma70,1144770.0,1144775.0,1144793.0,1144798.0,1141182.0,1144762.0
ECK120029517,3090,rne,-1.0,1144873.0,Sigma70,1144881.0,1144886.0,1144906.0,1144911.0,1141182.0,1144873.0
ECK120029518,3091,smg,-1.0,,,,,,,3431991.0,3432464.0
ECK120029601,3092,ygbK,1.0,2862197.0,Sigma28,2862183.0,2862190.0,2862163.0,2862167.0,2862197.0,2863501.0
ECK120029602,3093,modABC,1.0,794995.0,Sigma28,794980.0,794987.0,794961.0,794965.0,794995.0,797612.0
ECK120029603,3094,fliDST,1.0,,Sigma28,,,,,2003872.0,2006078.0
ECK120029858,3095,ftnB,1.0,1986799.0,Sigma70,1986785.0,1986790.0,1986762.0,1986767.0,1986799.0,1987428.0
ECK120029859,3096,yqjA-mzrA,1.0,3247548.0,Sigma70,3247537.0,3247542.0,3247511.0,3247516.0,3247548.0,3248822.0
ECK120029970,3097,yjbEFGH,1.0,4235858.0,Sigma70,4235841.0,4235846.0,4235818.0,4235823.0,4235858.0,4239730.0
ECK120029971,3098,mtr,-1.0,3305932.0,Sigma70,3305937.0,3305943.0,3305958.0,3305964.0,3304573.0,3305932.0
ECK120030120,3099,yrbG-kdsD,1.0,3340211.0,Sigma70,3340194.0,3340199.0,3340173.0,3340178.0,3340211.0,3342252.0
ECK120030121,3100,kdsC-lptCAB,1.0,3342226.0,Sigma70,3342219.0,3342224.0,3342192.0,3342197.0,3342226.0,3344669.0
ECK120030122,3101,lptAB,1.0,3343326.0,Sigma24,3343315.0,3343319.0,3343293.0,3343298.0,3343326.0,3344669.0
ECK120030123,3102,alsK,-1.0,,,,,,,4306870.0,4307799.0
ECK120030124,3103,CsiR,1.0,,,,,,,2795674.0,2796336.0
ECK120030125,3104,ybbB,-1.0,,,,,,,530132.0,531226.0
ECK120030126,3105,rhaM,-1.0,,,,,,,4093124.0,4093438.0
ECK120030128,3106,macAB,1.0,,,,,,,919235.0,922293.0
ECK120030129,3107,nhaR,1.0,,,,,,,18715.0,19620.0
ECK120030130,3108,yadMLKC,-1.0,,,,,,,149715.0,152812.0
ECK120030131,3109,yadN,-1.0,,,,,,,156299.0,156883.0
ECK120030132,3110,glgBXCAP,-1.0,3573657.0,Sigma70,3573664.0,3573669.0,3573691.0,3573696.0,3564082.0,3573657.0
ECK120030133,3111,yeiL,1.0,,,,,,,2255355.0,2256014.0
ECK120030134,3112,yeiI,1.0,,,,,,,2251700.0,2252788.0
ECK120030135,3113,yfaE,1.0,,,,,,,2348514.0,2348768.0
ECK120030136,3114,rlmM,-1.0,,,,,,,2940143.0,2941243.0
ECK120030137,3115,ygdD,-1.0,,,,,,,2941236.0,2941631.0
ECK120030138,3116,yhfK,1.0,,,,,,,3486791.0,3488893.0
ECK120030140,3117,frwD,1.0,,,,,,,4147138.0,4147479.0
ECK120030141,3118,ftsB,-1.0,,,,,,,2872509.0,2872820.0
ECK120030142,3119,ispDF,-1.0,,,,,,,2871301.0,2872490.0
ECK120030143,3120,truD,-1.0,,,,,,,2870255.0,2871304.0
ECK120030144,3121,glf-rfc,-1.0,,,,,,,2106060.0,2108329.0
ECK120030145,3122,yhjR,-1.0,3696364.0,Sigma70,3696372.0,3696377.0,3696395.0,3696400.0,3695997.0,3696364.0
ECK120030146,3123,wbbIJK,-1.0,,,,,,,2103391.0,2106057.0
ECK120030147,3124,hsdRMS,-1.0,,,,,,,4580068.0,4586761.0
ECK120030148,3125,yfhG,-1.0,,,,,,,2688793.0,2689506.0
ECK120030149,3126,yfhA,-1.0,,,,,,,2687469.0,2688803.0
ECK120030150,3127,holC,-1.0,,,,,,,4483837.0,4484280.0
ECK120030151,3128,yjhA,-1.0,,,,,,,4538785.0,4539501.0
ECK120030152,3129,ymbA,1.0,,,,,,,1014896.0,1015459.0
ECK120030153,3130,yqgB,-1.0,,,,,,,3085920.0,3086051.0
ECK120030154,3131,rnlAB,1.0,2765894.0,Sigma70,2765877.0,2765882.0,2765854.0,2765859.0,2765894.0,2767355.0
ECK120030155,3132,secG,-1.0,,,,,,,3322173.0,3322505.0
ECK120030156,3133,tpke11,1.0,,,,,,,14080.0,14167.0
ECK120030158,3134,rseX,1.0,2033649.0,Sigma70,2033637.0,2033643.0,2033613.0,2033619.0,2033649.0,2033731.0
ECK120030159,3135,sraB,1.0,1146589.0,,,,,,1146589.0,1146752.0
ECK120030160,3136,isrC,1.0,,,,,,,2071317.0,2071511.0
ECK120030162,3137,ispG-sroE,-1.0,,,,,,,2640595.0,2641804.0
ECK120030163,3138,C0664,1.0,,,,,,,2835055.0,2835167.0
ECK120030164,3139,C0362,1.0,,,,,,,1552001.0,1552386.0
ECK120030165,3140,ispU,1.0,194784.0,Sigma70,194771.0,194777.0,194748.0,194754.0,194784.0,195664.0
ECK120030166,3141,cdsA,1.0,,,,,,,195677.0,196534.0
ECK120030167,3142,yraM,1.0,,,,,,,3293400.0,3295436.0
ECK120030168,3143,yraN,1.0,,,,,,,3295394.0,3295789.0
ECK120030169,3144,diaA,1.0,,,,,,,3295809.0,3296399.0
ECK120030170,3145,ligT,-1.0,,,,,,,161501.0,162031.0
ECK120030171,3146,eptA,-1.0,,,,,,,4333947.0,4335590.0
ECK120030172,3147,galF,-1.0,2114351.0,Sigma70,2114357.0,2114363.0,2114386.0,2114392.0,2113434.0,2114351.0
ECK120030173,3148,yfgA,-1.0,,,,,,,2641831.0,2642844.0
ECK120030175,3149,yceH,1.0,,,,,,,1126157.0,1126804.0
ECK120030176,3150,mviM,1.0,,,,,,,1126806.0,1127729.0
ECK120030177,3151,ydhM,1.0,,,,,,,1726023.0,1726622.0
ECK120030178,3152,nemA,1.0,,,,,,,1726659.0,1727756.0
ECK120030179,3153,ogrK,-1.0,,,,,,,2167302.0,2167520.0
ECK120030180,3154,rnd,-1.0,1888061.0,Sigma70,1888070.0,1888075.0,1888097.0,1888102.0,1886864.0,1888061.0
ECK120030181,3155,rsmB,1.0,,,,,,,3435207.0,3436496.0
ECK120030182,3156,dfp,1.0,3812703.0,Sigma70,3812688.0,3812694.0,3812659.0,3812665.0,3812703.0,3813951.0
ECK120030183,3157,clpS,1.0,922751.0,Sigma70,922739.0,922745.0,922717.0,922723.0,922751.0,923233.0
ECK120030184,3158,rcsDB,1.0,2313452.0,Sigma70,2313441.0,2313446.0,2313418.0,2313423.0,2313452.0,2316827.0
ECK120030185,3159,insH-7,-1.0,,,,,,,2101895.0,2102911.0
ECK120030186,3160,insH-2,-1.0,,,,,,,574737.0,575753.0
ECK120030187,3161,mnmA,-1.0,,,,,,,1192667.0,1193773.0
ECK120030188,3162,ybcH,-1.0,,,,,,,587091.0,587981.0
ECK120030189,3163,ybgTE,1.0,,,,,,,774196.0,774602.0
ECK120030191,3164,ybiB,1.0,,,,,,,835248.0,836210.0
ECK120030192,3165,yebA,-1.0,,,,,,,1940313.0,1941635.0
ECK120030193,3166,aspT,1.0,,,,,,,3946872.0,3946948.0
ECK120030194,3167,trpt,1.0,,,,,,,3946957.0,3947032.0
ECK120030195,3168,aspU,1.0,,,,,,,228928.0,229052.0
ECK120030196,3169,,1.0,3455527.0,Sigma70,3455518.0,3455523.0,3455495.0,3455500.0,3455527.0,3466220.0
ECK120030197,3170,,1.0,3455482.0,,,,,,3455482.0,3466220.0
ECK120030198,3171,,-1.0,3455495.0,,,,,,3453508.0,3455495.0
ECK120030199,3172,,-1.0,3455519.0,Sigma70,3455523.0,3455528.0,3455549.0,3455554.0,3453508.0,3455519.0
ECK120030200,3173,,-1.0,3455510.0,Sigma70,3455514.0,3455519.0,3455540.0,3455545.0,3453508.0,3455510.0
ECK120030201,3174,cynTS,1.0,358773.0,Sigma70,358760.0,358765.0,358738.0,358743.0,358773.0,360278.0
ECK120030202,3175,relBE-hokD,-1.0,1645903.0,Sigma70,1645908.0,1645913.0,1645931.0,1645936.0,1645034.0,1645903.0
ECK120030203,3176,insJ,1.0,,,,,,,3720680.0,3721201.0
ECK120030223,3177,yjaH,1.0,,,,,,,4200566.0,4201261.0
ECK120030224,3178,C0299,1.0,,,,,,,1230629.0,1230707.0
ECK120030627,3179,mreBCD,-1.0,3401193.0,Sigma70,3401202.0,3401208.0,3401230.0,3401236.0,3398387.0,3401193.0
ECK120030628,3180,mreBCD,-1.0,3401356.0,Sigma70,3401362.0,3401367.0,3401385.0,3401390.0,3398387.0,3401356.0
ECK120030629,3181,mreB,-1.0,3401129.0,Sigma70,3401134.0,3401139.0,3401157.0,3401162.0,3400005.0,3401129.0
ECK120030630,3182,mreB,-1.0,3401193.0,Sigma70,3401202.0,3401208.0,3401230.0,3401236.0,3400005.0,3401193.0
ECK120030631,3183,mreB,-1.0,3401356.0,Sigma70,3401362.0,3401367.0,3401385.0,3401390.0,3400005.0,3401356.0
ECK120030632,3184,rydC,-1.0,1491506.0,Sigma70,1491512.0,1491517.0,1491533.0,1491538.0,1491443.0,1491506.0
ECK120030633,3185,dgt,1.0,179214.0,Sigma70,179203.0,179209.0,179178.0,179184.0,179214.0,180754.0
ECK120030634,3186,ileS-lspA-fkpB-ispH,1.0,21833.0,Sigma70,21822.0,21827.0,21798.0,21803.0,21833.0,27279.0
ECK120030635,3187,ileS-lspA-fkpB-ispH,1.0,22034.0,Sigma70,22020.0,22026.0,22002.0,22008.0,22034.0,27279.0
ECK120030636,3188,dapB,1.0,28288.0,Sigma70,28275.0,28280.0,28253.0,28258.0,28288.0,29272.0
ECK120030637,3189,dapE-ypfN,1.0,2591560.0,Sigma70,2591549.0,2591554.0,2591526.0,2591531.0,2591560.0,2592962.0
ECK120030638,3190,hypF,-1.0,,Sigma70,,,,,2835173.0,2837425.0
